task,gamma,prompt_id,metric,value
relation_graph,0.0,relation_g051_equal_evidence,future_alignment,-0.2241240292787552
relation_graph,0.0,relation_g051_exception_override,future_alignment,-0.2266608029603958
relation_graph,0.0,relation_g051_irrelevant,future_alignment,-0.2231614589691162
relation_graph,0.0,relation_g051_paraphrase,future_alignment,-0.22132191061973572
relation_graph,0.0,relation_g051_rename,future_alignment,-0.2271566092967987
relation_graph,0.0,relation_g051_source_claim,future_alignment,-0.22751353681087494
relation_graph,0.0,relation_g051_weak_distractor,future_alignment,-0.22720149159431458
relation_graph,0.0,relation_g063_clean,future_alignment,-0.22394278645515442
relation_graph,0.0,relation_g063_closure_override,future_alignment,-0.22580553591251373
relation_graph,0.0,relation_g063_closure_update,future_alignment,-0.22106583416461945
relation_graph,0.0,relation_g063_competition_balanced,future_alignment,-0.2235259711742401
relation_graph,0.0,relation_g063_direct_conflict,future_alignment,-0.22343704104423523
relation_graph,0.0,relation_g063_equal_evidence,future_alignment,-0.2224508821964264
relation_graph,0.0,relation_g063_exception_override,future_alignment,-0.22753499448299408
relation_graph,0.0,relation_g063_irrelevant,future_alignment,-0.22425183653831482
relation_graph,0.0,relation_g063_paraphrase,future_alignment,-0.22110693156719208
relation_graph,0.0,relation_g063_rename,future_alignment,-0.22411227226257324
relation_graph,0.0,relation_g063_source_claim,future_alignment,-0.22626185417175293
relation_graph,0.0,relation_g063_weak_distractor,future_alignment,-0.2250697761774063
relation_graph,0.0,relation_g000_clean,leave_one_out_alignment,-0.3884480595588684
relation_graph,0.0,relation_g000_closure_override,leave_one_out_alignment,-0.3827901780605316
relation_graph,0.0,relation_g000_closure_update,leave_one_out_alignment,-0.3838915228843689
relation_graph,0.0,relation_g000_competition_balanced,leave_one_out_alignment,-0.3899678885936737
relation_graph,0.0,relation_g000_direct_conflict,leave_one_out_alignment,-0.38384339213371277
relation_graph,0.0,relation_g000_equal_evidence,leave_one_out_alignment,-0.3867865204811096
relation_graph,0.0,relation_g000_exception_override,leave_one_out_alignment,-0.38580289483070374
relation_graph,0.0,relation_g000_irrelevant,leave_one_out_alignment,-0.38251304626464844
relation_graph,0.0,relation_g000_paraphrase,leave_one_out_alignment,-0.386025995016098
relation_graph,0.0,relation_g000_rename,leave_one_out_alignment,-0.3896719813346863
relation_graph,0.0,relation_g000_source_claim,leave_one_out_alignment,-0.3973274528980255
relation_graph,0.0,relation_g000_weak_distractor,leave_one_out_alignment,-0.38590207695961
relation_graph,0.0,relation_g002_clean,leave_one_out_alignment,-0.38728079199790955
relation_graph,0.0,relation_g002_closure_override,leave_one_out_alignment,-0.38383251428604126
relation_graph,0.0,relation_g002_closure_update,leave_one_out_alignment,-0.3809971511363983
relation_graph,0.0,relation_g002_competition_balanced,leave_one_out_alignment,-0.38504359126091003
relation_graph,0.0,relation_g002_direct_conflict,leave_one_out_alignment,-0.384269118309021
relation_graph,0.0,relation_g002_equal_evidence,leave_one_out_alignment,-0.3837454617023468
relation_graph,0.0,relation_g002_exception_override,leave_one_out_alignment,-0.38454094529151917
relation_graph,0.0,relation_g002_irrelevant,leave_one_out_alignment,-0.3840601146221161
relation_graph,0.0,relation_g002_paraphrase,leave_one_out_alignment,-0.3845210075378418
relation_graph,0.0,relation_g002_rename,leave_one_out_alignment,-0.38952362537384033
relation_graph,0.0,relation_g002_source_claim,leave_one_out_alignment,-0.39228689670562744
relation_graph,0.0,relation_g002_weak_distractor,leave_one_out_alignment,-0.3863537609577179
relation_graph,0.0,relation_g015_clean,leave_one_out_alignment,-0.37916696071624756
relation_graph,0.0,relation_g015_closure_override,leave_one_out_alignment,-0.3773333728313446
relation_graph,0.0,relation_g015_closure_update,leave_one_out_alignment,-0.37416425347328186
relation_graph,0.0,relation_g015_competition_balanced,leave_one_out_alignment,-0.37951743602752686
relation_graph,0.0,relation_g015_direct_conflict,leave_one_out_alignment,-0.3777279853820801
relation_graph,0.0,relation_g015_equal_evidence,leave_one_out_alignment,-0.376975953578949
relation_graph,0.0,relation_g015_exception_override,leave_one_out_alignment,-0.37991973757743835
relation_graph,0.0,relation_g015_irrelevant,leave_one_out_alignment,-0.3767284154891968
relation_graph,0.0,relation_g015_paraphrase,leave_one_out_alignment,-0.37978941202163696
relation_graph,0.0,relation_g015_rename,leave_one_out_alignment,-0.38495466113090515
relation_graph,0.0,relation_g015_source_claim,leave_one_out_alignment,-0.3824467957019806
relation_graph,0.0,relation_g015_weak_distractor,leave_one_out_alignment,-0.3805995285511017
relation_graph,0.0,relation_g023_clean,leave_one_out_alignment,-0.3871079087257385
relation_graph,0.0,relation_g023_closure_override,leave_one_out_alignment,-0.38162195682525635
relation_graph,0.0,relation_g023_closure_update,leave_one_out_alignment,-0.38205331563949585
relation_graph,0.0,relation_g023_competition_balanced,leave_one_out_alignment,-0.3813078701496124
relation_graph,0.0,relation_g023_direct_conflict,leave_one_out_alignment,-0.3830120265483856
relation_graph,0.0,relation_g023_equal_evidence,leave_one_out_alignment,-0.38094696402549744
relation_graph,0.0,relation_g023_exception_override,leave_one_out_alignment,-0.3831256330013275
relation_graph,0.0,relation_g023_irrelevant,leave_one_out_alignment,-0.38174375891685486
relation_graph,0.0,relation_g023_paraphrase,leave_one_out_alignment,-0.38578587770462036
relation_graph,0.0,relation_g023_rename,leave_one_out_alignment,-0.3900547921657562
relation_graph,0.0,relation_g023_source_claim,leave_one_out_alignment,-0.38336241245269775
relation_graph,0.0,relation_g023_weak_distractor,leave_one_out_alignment,-0.3867793083190918
relation_graph,0.0,relation_g025_clean,leave_one_out_alignment,-0.3883063495159149
relation_graph,0.0,relation_g025_closure_override,leave_one_out_alignment,-0.38234150409698486
relation_graph,0.0,relation_g025_closure_update,leave_one_out_alignment,-0.3773679733276367
relation_graph,0.0,relation_g025_competition_balanced,leave_one_out_alignment,-0.38286134600639343
relation_graph,0.0,relation_g025_direct_conflict,leave_one_out_alignment,-0.38212382793426514
relation_graph,0.0,relation_g025_equal_evidence,leave_one_out_alignment,-0.38716211915016174
relation_graph,0.0,relation_g025_exception_override,leave_one_out_alignment,-0.3842931091785431
relation_graph,0.0,relation_g025_irrelevant,leave_one_out_alignment,-0.3807266354560852
relation_graph,0.0,relation_g025_paraphrase,leave_one_out_alignment,-0.38117313385009766
relation_graph,0.0,relation_g025_rename,leave_one_out_alignment,-0.3868761360645294
relation_graph,0.0,relation_g025_source_claim,leave_one_out_alignment,-0.38917770981788635
relation_graph,0.0,relation_g025_weak_distractor,leave_one_out_alignment,-0.3852519690990448
relation_graph,0.0,relation_g026_clean,leave_one_out_alignment,-0.3869551718235016
relation_graph,0.0,relation_g026_closure_override,leave_one_out_alignment,-0.3847143054008484
relation_graph,0.0,relation_g026_closure_update,leave_one_out_alignment,-0.38069698214530945
relation_graph,0.0,relation_g026_competition_balanced,leave_one_out_alignment,-0.3831785321235657
relation_graph,0.0,relation_g026_direct_conflict,leave_one_out_alignment,-0.38454192876815796
relation_graph,0.0,relation_g026_equal_evidence,leave_one_out_alignment,-0.38388460874557495
relation_graph,0.0,relation_g026_exception_override,leave_one_out_alignment,-0.38711968064308167
relation_graph,0.0,relation_g026_irrelevant,leave_one_out_alignment,-0.3837253451347351
relation_graph,0.0,relation_g026_paraphrase,leave_one_out_alignment,-0.38477811217308044
relation_graph,0.0,relation_g026_rename,leave_one_out_alignment,-0.3888665437698364
relation_graph,0.0,relation_g026_source_claim,leave_one_out_alignment,-0.3865501284599304
relation_graph,0.0,relation_g026_weak_distractor,leave_one_out_alignment,-0.38468894362449646
relation_graph,0.0,relation_g051_clean,leave_one_out_alignment,-0.38633066415786743
relation_graph,0.0,relation_g051_closure_override,leave_one_out_alignment,-0.38374456763267517
relation_graph,0.0,relation_g051_closure_update,leave_one_out_alignment,-0.3804417550563812
relation_graph,0.0,relation_g051_competition_balanced,leave_one_out_alignment,-0.38626527786254883
relation_graph,0.0,relation_g051_direct_conflict,leave_one_out_alignment,-0.383495956659317
relation_graph,0.0,relation_g051_equal_evidence,leave_one_out_alignment,-0.382059782743454
relation_graph,0.0,relation_g051_exception_override,leave_one_out_alignment,-0.3850472569465637
relation_graph,0.0,relation_g051_irrelevant,leave_one_out_alignment,-0.381594181060791
relation_graph,0.0,relation_g051_paraphrase,leave_one_out_alignment,-0.38503456115722656
relation_graph,0.0,relation_g051_rename,leave_one_out_alignment,-0.3888295590877533
relation_graph,0.0,relation_g051_source_claim,leave_one_out_alignment,-0.3881024420261383
relation_graph,0.0,relation_g051_weak_distractor,leave_one_out_alignment,-0.3868541419506073
relation_graph,0.0,relation_g063_clean,leave_one_out_alignment,-0.38141611218452454
relation_graph,0.0,relation_g063_closure_override,leave_one_out_alignment,-0.3804691433906555
relation_graph,0.0,relation_g063_closure_update,leave_one_out_alignment,-0.3761427104473114
relation_graph,0.0,relation_g063_competition_balanced,leave_one_out_alignment,-0.3803381621837616
relation_graph,0.0,relation_g063_direct_conflict,leave_one_out_alignment,-0.3800314962863922
relation_graph,0.0,relation_g063_equal_evidence,leave_one_out_alignment,-0.37690606713294983
relation_graph,0.0,relation_g063_exception_override,leave_one_out_alignment,-0.382480651140213
relation_graph,0.0,relation_g063_irrelevant,leave_one_out_alignment,-0.37952470779418945
relation_graph,0.0,relation_g063_paraphrase,leave_one_out_alignment,-0.3826967179775238
relation_graph,0.0,relation_g063_rename,leave_one_out_alignment,-0.383305162191391
relation_graph,0.0,relation_g063_source_claim,leave_one_out_alignment,-0.38385283946990967
relation_graph,0.0,relation_g063_weak_distractor,leave_one_out_alignment,-0.38153842091560364
relation_graph,0.25,relation_g000_clean,future_alignment,-0.19325776398181915
relation_graph,0.25,relation_g000_closure_override,future_alignment,-0.19262990355491638
relation_graph,0.25,relation_g000_closure_update,future_alignment,-0.1916268914937973
relation_graph,0.25,relation_g000_competition_balanced,future_alignment,-0.19324350357055664
relation_graph,0.25,relation_g000_direct_conflict,future_alignment,-0.1915334016084671
relation_graph,0.25,relation_g000_equal_evidence,future_alignment,-0.1939704418182373
relation_graph,0.25,relation_g000_exception_override,future_alignment,-0.1931110918521881
relation_graph,0.25,relation_g000_irrelevant,future_alignment,-0.18882015347480774
relation_graph,0.25,relation_g000_paraphrase,future_alignment,-0.18477892875671387
relation_graph,0.25,relation_g000_rename,future_alignment,-0.19067004323005676
relation_graph,0.25,relation_g000_source_claim,future_alignment,-0.1993798464536667
relation_graph,0.25,relation_g000_weak_distractor,future_alignment,-0.19436292350292206
relation_graph,0.25,relation_g002_clean,future_alignment,-0.19205844402313232
relation_graph,0.25,relation_g002_closure_override,future_alignment,-0.19252583384513855
relation_graph,0.25,relation_g002_closure_update,future_alignment,-0.19028325378894806
relation_graph,0.25,relation_g002_competition_balanced,future_alignment,-0.1897675096988678
relation_graph,0.25,relation_g002_direct_conflict,future_alignment,-0.19029076397418976
relation_graph,0.25,relation_g002_equal_evidence,future_alignment,-0.18988457322120667
relation_graph,0.25,relation_g002_exception_override,future_alignment,-0.19202932715415955
relation_graph,0.25,relation_g002_irrelevant,future_alignment,-0.1883426457643509
relation_graph,0.25,relation_g002_paraphrase,future_alignment,-0.18483181297779083
relation_graph,0.25,relation_g002_rename,future_alignment,-0.19078479707241058
relation_graph,0.25,relation_g002_source_claim,future_alignment,-0.1936139613389969
relation_graph,0.25,relation_g002_weak_distractor,future_alignment,-0.19329240918159485
relation_graph,0.25,relation_g015_clean,future_alignment,-0.18647968769073486
relation_graph,0.25,relation_g015_closure_override,future_alignment,-0.19018185138702393
relation_graph,0.25,relation_g015_closure_update,future_alignment,-0.18597373366355896
relation_graph,0.25,relation_g015_competition_balanced,future_alignment,-0.18628232181072235
relation_graph,0.25,relation_g015_direct_conflict,future_alignment,-0.18577755987644196
relation_graph,0.25,relation_g015_equal_evidence,future_alignment,-0.1859831064939499
relation_graph,0.25,relation_g015_exception_override,future_alignment,-0.1901838332414627
relation_graph,0.25,relation_g015_irrelevant,future_alignment,-0.18408147990703583
relation_graph,0.25,relation_g015_paraphrase,future_alignment,-0.18200664222240448
relation_graph,0.25,relation_g015_rename,future_alignment,-0.18898653984069824
relation_graph,0.25,relation_g015_source_claim,future_alignment,-0.18861939013004303
relation_graph,0.25,relation_g015_weak_distractor,future_alignment,-0.18831656873226166
relation_graph,0.25,relation_g023_clean,future_alignment,-0.19428491592407227
relation_graph,0.25,relation_g023_closure_override,future_alignment,-0.19433225691318512
relation_graph,0.25,relation_g023_closure_update,future_alignment,-0.19317008554935455
relation_graph,0.25,relation_g023_competition_balanced,future_alignment,-0.18844422698020935
relation_graph,0.25,relation_g023_direct_conflict,future_alignment,-0.1912614107131958
relation_graph,0.25,relation_g023_equal_evidence,future_alignment,-0.19046521186828613
relation_graph,0.25,relation_g023_exception_override,future_alignment,-0.19378814101219177
relation_graph,0.25,relation_g023_irrelevant,future_alignment,-0.19250835478305817
relation_graph,0.25,relation_g023_paraphrase,future_alignment,-0.1870100349187851
relation_graph,0.25,relation_g023_rename,future_alignment,-0.19315418601036072
relation_graph,0.25,relation_g023_source_claim,future_alignment,-0.19132618606090546
relation_graph,0.25,relation_g023_weak_distractor,future_alignment,-0.19535543024539948
relation_graph,0.25,relation_g025_clean,future_alignment,-0.1883743554353714
relation_graph,0.25,relation_g025_closure_override,future_alignment,-0.1903499811887741
relation_graph,0.25,relation_g025_closure_update,future_alignment,-0.18459956347942352
relation_graph,0.25,relation_g025_competition_balanced,future_alignment,-0.18657942116260529
relation_graph,0.25,relation_g025_direct_conflict,future_alignment,-0.1873672902584076
relation_graph,0.25,relation_g025_equal_evidence,future_alignment,-0.19289328157901764
relation_graph,0.25,relation_g025_exception_override,future_alignment,-0.19072158634662628
relation_graph,0.25,relation_g025_irrelevant,future_alignment,-0.18416167795658112
relation_graph,0.25,relation_g025_paraphrase,future_alignment,-0.18381448090076447
relation_graph,0.25,relation_g025_rename,future_alignment,-0.1883804351091385
relation_graph,0.25,relation_g025_source_claim,future_alignment,-0.19156183302402496
relation_graph,0.25,relation_g025_weak_distractor,future_alignment,-0.18912450969219208
relation_graph,0.25,relation_g026_clean,future_alignment,-0.190513014793396
relation_graph,0.25,relation_g026_closure_override,future_alignment,-0.19240613281726837
relation_graph,0.25,relation_g026_closure_update,future_alignment,-0.18973658978939056
relation_graph,0.25,relation_g026_competition_balanced,future_alignment,-0.18986399471759796
relation_graph,0.25,relation_g026_direct_conflict,future_alignment,-0.1897241324186325
relation_graph,0.25,relation_g026_equal_evidence,future_alignment,-0.19209158420562744
relation_graph,0.25,relation_g026_exception_override,future_alignment,-0.19324080646038055
relation_graph,0.25,relation_g026_irrelevant,future_alignment,-0.18703731894493103
relation_graph,0.25,relation_g026_paraphrase,future_alignment,-0.18604114651679993
relation_graph,0.25,relation_g026_rename,future_alignment,-0.19133494794368744
relation_graph,0.25,relation_g026_source_claim,future_alignment,-0.19098888337612152
relation_graph,0.25,relation_g026_weak_distractor,future_alignment,-0.19111217558383942
relation_graph,0.25,relation_g051_clean,future_alignment,-0.1923586130142212
relation_graph,0.25,relation_g051_closure_override,future_alignment,-0.1916247457265854
relation_graph,0.25,relation_g051_closure_update,future_alignment,-0.19091324508190155
relation_graph,0.25,relation_g051_competition_balanced,future_alignment,-0.1898113191127777
relation_graph,0.25,relation_g051_direct_conflict,future_alignment,-0.19102437794208527
relation_graph,0.25,relation_g051_equal_evidence,future_alignment,-0.18955223262310028
relation_graph,0.25,relation_g051_exception_override,future_alignment,-0.19223172962665558
relation_graph,0.25,relation_g051_irrelevant,future_alignment,-0.1894150674343109
relation_graph,0.25,relation_g051_paraphrase,future_alignment,-0.1849948614835739
relation_graph,0.25,relation_g051_rename,future_alignment,-0.1905323714017868
relation_graph,0.25,relation_g051_source_claim,future_alignment,-0.19127130508422852
relation_graph,0.25,relation_g051_weak_distractor,future_alignment,-0.19415251910686493
relation_graph,0.25,relation_g063_clean,future_alignment,-0.18968422710895538
relation_graph,0.25,relation_g063_closure_override,future_alignment,-0.19306793808937073
relation_graph,0.25,relation_g063_closure_update,future_alignment,-0.1894240528345108
relation_graph,0.25,relation_g063_competition_balanced,future_alignment,-0.18791936337947845
relation_graph,0.25,relation_g063_direct_conflict,future_alignment,-0.18927927315235138
relation_graph,0.25,relation_g063_equal_evidence,future_alignment,-0.18819983303546906
relation_graph,0.25,relation_g063_exception_override,future_alignment,-0.1935630738735199
relation_graph,0.25,relation_g063_irrelevant,future_alignment,-0.18949265778064728
relation_graph,0.25,relation_g063_paraphrase,future_alignment,-0.1849042922258377
relation_graph,0.25,relation_g063_rename,future_alignment,-0.18830502033233643
relation_graph,0.25,relation_g063_source_claim,future_alignment,-0.19004365801811218
relation_graph,0.25,relation_g063_weak_distractor,future_alignment,-0.19181500375270844
relation_graph,0.25,relation_g000_clean,leave_one_out_alignment,-0.33112290501594543
relation_graph,0.25,relation_g000_closure_override,leave_one_out_alignment,-0.32956036925315857
relation_graph,0.25,relation_g000_closure_update,leave_one_out_alignment,-0.3265027105808258
relation_graph,0.25,relation_g000_competition_balanced,leave_one_out_alignment,-0.3311965763568878
relation_graph,0.25,relation_g000_direct_conflict,leave_one_out_alignment,-0.3273180425167084
relation_graph,0.25,relation_g000_equal_evidence,leave_one_out_alignment,-0.331887811422348
relation_graph,0.25,relation_g000_exception_override,leave_one_out_alignment,-0.3286886513233185
relation_graph,0.25,relation_g000_irrelevant,leave_one_out_alignment,-0.3236463665962219
relation_graph,0.25,relation_g000_paraphrase,leave_one_out_alignment,-0.3174969255924225
relation_graph,0.25,relation_g000_rename,leave_one_out_alignment,-0.32720664143562317
relation_graph,0.25,relation_g000_source_claim,leave_one_out_alignment,-0.3453342318534851
relation_graph,0.25,relation_g000_weak_distractor,leave_one_out_alignment,-0.33186784386634827
relation_graph,0.25,relation_g002_clean,leave_one_out_alignment,-0.3292821943759918
relation_graph,0.25,relation_g002_closure_override,leave_one_out_alignment,-0.3282414376735687
relation_graph,0.25,relation_g002_closure_update,leave_one_out_alignment,-0.3250664472579956
relation_graph,0.25,relation_g002_competition_balanced,leave_one_out_alignment,-0.32636702060699463
relation_graph,0.25,relation_g002_direct_conflict,leave_one_out_alignment,-0.32578474283218384
relation_graph,0.25,relation_g002_equal_evidence,leave_one_out_alignment,-0.3290044665336609
relation_graph,0.25,relation_g002_exception_override,leave_one_out_alignment,-0.3269365727901459
relation_graph,0.25,relation_g002_irrelevant,leave_one_out_alignment,-0.32442957162857056
relation_graph,0.25,relation_g002_paraphrase,leave_one_out_alignment,-0.3172946572303772
relation_graph,0.25,relation_g002_rename,leave_one_out_alignment,-0.32695814967155457
relation_graph,0.25,relation_g002_source_claim,leave_one_out_alignment,-0.335305392742157
relation_graph,0.25,relation_g002_weak_distractor,leave_one_out_alignment,-0.3309018909931183
relation_graph,0.25,relation_g015_clean,leave_one_out_alignment,-0.3215124309062958
relation_graph,0.25,relation_g015_closure_override,leave_one_out_alignment,-0.3244500756263733
relation_graph,0.25,relation_g015_closure_update,leave_one_out_alignment,-0.31863048672676086
relation_graph,0.25,relation_g015_competition_balanced,leave_one_out_alignment,-0.32124364376068115
relation_graph,0.25,relation_g015_direct_conflict,leave_one_out_alignment,-0.3192126154899597
relation_graph,0.25,relation_g015_equal_evidence,leave_one_out_alignment,-0.3217048943042755
relation_graph,0.25,relation_g015_exception_override,leave_one_out_alignment,-0.3249458074569702
relation_graph,0.25,relation_g015_irrelevant,leave_one_out_alignment,-0.31653597950935364
relation_graph,0.25,relation_g015_paraphrase,leave_one_out_alignment,-0.3126254975795746
relation_graph,0.25,relation_g015_rename,leave_one_out_alignment,-0.3243613839149475
relation_graph,0.25,relation_g015_source_claim,leave_one_out_alignment,-0.3272044062614441
relation_graph,0.25,relation_g015_weak_distractor,leave_one_out_alignment,-0.3236406147480011
relation_graph,0.25,relation_g023_clean,leave_one_out_alignment,-0.33513912558555603
relation_graph,0.25,relation_g023_closure_override,leave_one_out_alignment,-0.331743448972702
relation_graph,0.25,relation_g023_closure_update,leave_one_out_alignment,-0.33354488015174866
relation_graph,0.25,relation_g023_competition_balanced,leave_one_out_alignment,-0.32619255781173706
relation_graph,0.25,relation_g023_direct_conflict,leave_one_out_alignment,-0.331326961517334
relation_graph,0.25,relation_g023_equal_evidence,leave_one_out_alignment,-0.33006927371025085
relation_graph,0.25,relation_g023_exception_override,leave_one_out_alignment,-0.3303115963935852
relation_graph,0.25,relation_g023_irrelevant,leave_one_out_alignment,-0.3327193260192871
relation_graph,0.25,relation_g023_paraphrase,leave_one_out_alignment,-0.3214496374130249
relation_graph,0.25,relation_g023_rename,leave_one_out_alignment,-0.3313853144645691
relation_graph,0.25,relation_g023_source_claim,leave_one_out_alignment,-0.3320302963256836
relation_graph,0.25,relation_g023_weak_distractor,leave_one_out_alignment,-0.33488330245018005
relation_graph,0.25,relation_g025_clean,leave_one_out_alignment,-0.327287882566452
relation_graph,0.25,relation_g025_closure_override,leave_one_out_alignment,-0.3279789984226227
relation_graph,0.25,relation_g025_closure_update,leave_one_out_alignment,-0.31939950585365295
relation_graph,0.25,relation_g025_competition_balanced,leave_one_out_alignment,-0.3221092224121094
relation_graph,0.25,relation_g025_direct_conflict,leave_one_out_alignment,-0.3231948912143707
relation_graph,0.25,relation_g025_equal_evidence,leave_one_out_alignment,-0.3305436968803406
relation_graph,0.25,relation_g025_exception_override,leave_one_out_alignment,-0.3270088732242584
relation_graph,0.25,relation_g025_irrelevant,leave_one_out_alignment,-0.31870535016059875
relation_graph,0.25,relation_g025_paraphrase,leave_one_out_alignment,-0.31600481271743774
relation_graph,0.25,relation_g025_rename,leave_one_out_alignment,-0.3254920542240143
relation_graph,0.25,relation_g025_source_claim,leave_one_out_alignment,-0.331224262714386
relation_graph,0.25,relation_g025_weak_distractor,leave_one_out_alignment,-0.3264772593975067
relation_graph,0.25,relation_g026_clean,leave_one_out_alignment,-0.3285478353500366
relation_graph,0.25,relation_g026_closure_override,leave_one_out_alignment,-0.3291453719139099
relation_graph,0.25,relation_g026_closure_update,leave_one_out_alignment,-0.3248521685600281
