"claim_id","figure_id","panel_id","visual_element_id","model","task","condition","metric_name","metric_definition_id","displayed_value","displayed_uncertainty","n_unit","source_file","source_object_or_row","source_file_sha256","transform_script","transform_script_sha256","transform_parameters","upstream_verdict","boundary_note"
"A3","Fig. 2","a","init_5","gemma","","trained","alignment_gain","native_minus_shuffle_alignment","0.0498680308461189","","","experiment_closure_source_data_v0_1/crossmodel_initialization_geometry.csv","row:5","67EB02BED330B9F206895C1919D7A572EBBFB7DDA5EC7960DF4A1EDE4E298CE6","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Stronger random alignment is not better computation."
"A3","Fig. 2","a","init_6","gemma","","random initialization","alignment_gain","native_minus_shuffle_alignment","0.0879112176162501","","","experiment_closure_source_data_v0_1/crossmodel_initialization_geometry.csv","row:6","67EB02BED330B9F206895C1919D7A572EBBFB7DDA5EC7960DF4A1EDE4E298CE6","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Stronger random alignment is not better computation."
"A2","Fig. 2","b,c","task_1","qwen","ARC-Challenge validation, four-choice","","alignment_gain_or_z","endpoint_preserving_shuffle_contrast","0.0149019829928874","","96","experiment_closure_source_data_v0_1/task_geometry_generalization.csv","row:1","B67B06A4E3C73F4C79E9AB0A4B03376B48D919CA42586F27AADFA900D7417B11","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Cross-task recurrence does not establish a common functional phase."
"A2","Fig. 2","b,c","task_2","llama","ARC-Challenge validation, four-choice","","alignment_gain_or_z","endpoint_preserving_shuffle_contrast","0.051866994574666","","96","experiment_closure_source_data_v0_1/task_geometry_generalization.csv","row:2","B67B06A4E3C73F4C79E9AB0A4B03376B48D919CA42586F27AADFA900D7417B11","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Cross-task recurrence does not establish a common functional phase."
"A2","Fig. 2","b,c","task_3","gemma","ARC-Challenge validation, four-choice","","alignment_gain_or_z","endpoint_preserving_shuffle_contrast","0.0539786090329289","","96","experiment_closure_source_data_v0_1/task_geometry_generalization.csv","row:3","B67B06A4E3C73F4C79E9AB0A4B03376B48D919CA42586F27AADFA900D7417B11","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Cross-task recurrence does not establish a common functional phase."
"A2","Fig. 2","b,c","task_4","qwen","controlled lexical-category task","","alignment_gain_or_z","endpoint_preserving_shuffle_contrast","0.0194928438961505","","64","experiment_closure_source_data_v0_1/task_geometry_generalization.csv","row:4","B67B06A4E3C73F4C79E9AB0A4B03376B48D919CA42586F27AADFA900D7417B11","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Cross-task recurrence does not establish a common functional phase."
"A2","Fig. 2","b,c","task_5","llama","controlled lexical-category task","","alignment_gain_or_z","endpoint_preserving_shuffle_contrast","0.0513515739142894","","64","experiment_closure_source_data_v0_1/task_geometry_generalization.csv","row:5","B67B06A4E3C73F4C79E9AB0A4B03376B48D919CA42586F27AADFA900D7417B11","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Cross-task recurrence does not establish a common functional phase."
"A2","Fig. 2","b,c","task_6","gemma","controlled lexical-category task","","alignment_gain_or_z","endpoint_preserving_shuffle_contrast","0.0546594497561454","","64","experiment_closure_source_data_v0_1/task_geometry_generalization.csv","row:6","B67B06A4E3C73F4C79E9AB0A4B03376B48D919CA42586F27AADFA900D7417B11","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Cross-task recurrence does not establish a common functional phase."
"A2","Fig. 2","b,c","task_7","qwen","controlled addition task","","alignment_gain_or_z","endpoint_preserving_shuffle_contrast","0.0258250238373875","","64","experiment_closure_source_data_v0_1/task_geometry_generalization.csv","row:7","B67B06A4E3C73F4C79E9AB0A4B03376B48D919CA42586F27AADFA900D7417B11","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Cross-task recurrence does not establish a common functional phase."
"A2","Fig. 2","b,c","task_8","llama","controlled addition task","","alignment_gain_or_z","endpoint_preserving_shuffle_contrast","0.050416914448142","","64","experiment_closure_source_data_v0_1/task_geometry_generalization.csv","row:8","B67B06A4E3C73F4C79E9AB0A4B03376B48D919CA42586F27AADFA900D7417B11","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Cross-task recurrence does not establish a common functional phase."
"A2","Fig. 2","b,c","task_9","gemma","controlled addition task","","alignment_gain_or_z","endpoint_preserving_shuffle_contrast","0.0553238585218787","","64","experiment_closure_source_data_v0_1/task_geometry_generalization.csv","row:9","B67B06A4E3C73F4C79E9AB0A4B03376B48D919CA42586F27AADFA900D7417B11","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Cross-task recurrence does not establish a common functional phase."
"T1","Fig. 3","a","pythia_1","","lexical cloze","0000","candidate_margin","pythia_registered_candidate_margin","0.0424067659198113","0.336863161482901","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:1","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_2","","lexical cloze","0001","candidate_margin","pythia_registered_candidate_margin","0.191125257959906","0.4647084362102","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:2","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_3","","lexical cloze","0010","candidate_margin","pythia_registered_candidate_margin","0.461633070459906","2.44327726544074","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:3","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_4","","lexical cloze","0011","candidate_margin","pythia_registered_candidate_margin","1.20047169811321","3.05672169811321","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:4","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_5","","lexical cloze","0100","candidate_margin","pythia_registered_candidate_margin","0.0451314674233491","0.252938324550413","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:5","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_6","","lexical cloze","0101","candidate_margin","pythia_registered_candidate_margin","0.0224056603773585","0.0613207547169811","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:6","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_7","","lexical cloze","0110","candidate_margin","pythia_registered_candidate_margin","0.434754569575472","2.45060159935141","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:7","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_8","","lexical cloze","0111","candidate_margin","pythia_registered_candidate_margin","0.141509433962264","0.509433962264151","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:8","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_9","","lexical cloze","1000","candidate_margin","pythia_registered_candidate_margin","-0.0409108287883255","0.20604262441959","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:9","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_10","","lexical cloze","1001","candidate_margin","pythia_registered_candidate_margin","0.0621499115566038","0.42474791328862","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:10","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_11","","lexical cloze","1010","candidate_margin","pythia_registered_candidate_margin","-0.139980100235849","1.60570552034198","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:11","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_12","","lexical cloze","1011","candidate_margin","pythia_registered_candidate_margin","0.299528301886792","2.83490566037736","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:12","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_13","","lexical cloze","1100","candidate_margin","pythia_registered_candidate_margin","0.113806382665094","0.304668268167747","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:13","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_14","","lexical cloze","1101","candidate_margin","pythia_registered_candidate_margin","0.475235849056604","0.576650943396226","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:14","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_15","","lexical cloze","1110","candidate_margin","pythia_registered_candidate_margin","0.888082252358491","2.79841907429245","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:15","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T1","Fig. 3","a","pythia_16","","lexical cloze","1111","candidate_margin","pythia_registered_candidate_margin","3.15094339622642","3.89622641509434","53","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/component_swap_summary.csv","row:16","853F2B89F1E6208467EF9DADD5F738180E2330D569E8D5F5CC34D7F6134AADA2","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Pythia is not vocabulary-standardized."
"T2","Fig. 3","b","olmo_1","","held-out lexical categories","000","standardized_candidate_margin","olmo_registered_vocabulary_standardized_margin","-0.128017070218145","0.169592756860462","96","scientific_closure_N2R2_v0_1/n2r2_return_pack_v0_2_audited/14_standardized_candidate_margin.csv","row:1","979187594574FE470B061DF26F828338231FC95F937E68EB335F5B01F4C335EA","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","OLMo is bounded to the registered candidate-pair surface."
"T2","Fig. 3","b","olmo_2","","held-out lexical categories","001","standardized_candidate_margin","olmo_registered_vocabulary_standardized_margin","-0.323139930541705","0.0284857696628023","96","scientific_closure_N2R2_v0_1/n2r2_return_pack_v0_2_audited/14_standardized_candidate_margin.csv","row:2","979187594574FE470B061DF26F828338231FC95F937E68EB335F5B01F4C335EA","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","OLMo is bounded to the registered candidate-pair surface."
"T2","Fig. 3","b","olmo_3","","held-out lexical categories","010","standardized_candidate_margin","olmo_registered_vocabulary_standardized_margin","0.0855751279159449","0.342288078348308","96","scientific_closure_N2R2_v0_1/n2r2_return_pack_v0_2_audited/14_standardized_candidate_margin.csv","row:3","979187594574FE470B061DF26F828338231FC95F937E68EB335F5B01F4C335EA","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","OLMo is bounded to the registered candidate-pair surface."
"T2","Fig. 3","b","olmo_4","","held-out lexical categories","011","standardized_candidate_margin","olmo_registered_vocabulary_standardized_margin","0.208263433776059","0.53717867661544","96","scientific_closure_N2R2_v0_1/n2r2_return_pack_v0_2_audited/14_standardized_candidate_margin.csv","row:4","979187594574FE470B061DF26F828338231FC95F937E68EB335F5B01F4C335EA","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","OLMo is bounded to the registered candidate-pair surface."
"T2","Fig. 3","b","olmo_5","","held-out lexical categories","100","standardized_candidate_margin","olmo_registered_vocabulary_standardized_margin","0.040555338258855","0.287106660124846","96","scientific_closure_N2R2_v0_1/n2r2_return_pack_v0_2_audited/14_standardized_candidate_margin.csv","row:5","979187594574FE470B061DF26F828338231FC95F937E68EB335F5B01F4C335EA","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","OLMo is bounded to the registered candidate-pair surface."
"T2","Fig. 3","b","olmo_6","","held-out lexical categories","101","standardized_candidate_margin","olmo_registered_vocabulary_standardized_margin","0.320427669418677","0.653739506465422","96","scientific_closure_N2R2_v0_1/n2r2_return_pack_v0_2_audited/14_standardized_candidate_margin.csv","row:6","979187594574FE470B061DF26F828338231FC95F937E68EB335F5B01F4C335EA","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","OLMo is bounded to the registered candidate-pair surface."
"T2","Fig. 3","b","olmo_7","","held-out lexical categories","110","standardized_candidate_margin","olmo_registered_vocabulary_standardized_margin","0.960655507835327","1.30729697797966","96","scientific_closure_N2R2_v0_1/n2r2_return_pack_v0_2_audited/14_standardized_candidate_margin.csv","row:7","979187594574FE470B061DF26F828338231FC95F937E68EB335F5B01F4C335EA","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","OLMo is bounded to the registered candidate-pair surface."
"T2","Fig. 3","b","olmo_8","","held-out lexical categories","111","standardized_candidate_margin","olmo_registered_vocabulary_standardized_margin","2.47805406649907","2.70386084547111","96","scientific_closure_N2R2_v0_1/n2r2_return_pack_v0_2_audited/14_standardized_candidate_margin.csv","row:8","979187594574FE470B061DF26F828338231FC95F937E68EB335F5B01F4C335EA","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","OLMo is bounded to the registered candidate-pair surface."
"T1;T2","Fig. 3","c","int_1","","","experiment/effect","interaction_contrast","experiment_specific_scale","0.712389532125221","1.13631604032696","","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/orthogonal_factorial_effects.csv","row:1","6C82F077C4D04FCC68E8913D5F687133946AA1B2C48C2EAC5BC3E30EAF7A3C91","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Panels use separate scales; no cross-experiment raw comparison is inferred."
"T1;T2","Fig. 3","c","int_2","","","experiment/effect","interaction_contrast","experiment_specific_scale","0.528940020867114","0.83518499698279","","high_cbit_validation_v0_1/pythia_component_swap_confirmatory/orthogonal_factorial_effects.csv","row:2","6C82F077C4D04FCC68E8913D5F687133946AA1B2C48C2EAC5BC3E30EAF7A3C91","scripts/draw_v1r2_figures.R","EBA5CDE19A7C68D13084B6304AD5FEC5FB7A0B2560E31605C19DCEC8F830A3F7","identity","SUPPORTED","Panels use separate scales; no cross-experiment raw comparison is inferred."
