prompt_id,graph_id,entity_id,relation_id,condition,mechanism,mechanism_id,clean_label,conflict_label,clean_token_id,conflict_token_id,text,R_L18,R_L19,R_L20,R_L21,R_L22,R_L23,final_clean_logit,final_conflict_logit,pair_choice,dR_L18,dR_L19,dR_L20,dR_L21,dR_L22,dR_L23,DeltaU,D_B_proxy,R_final_margin
g001_clean,1,0,1,clean,stable,0,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Fact 2: Bela maps to Green.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",12.865961,16.648722,26.409811,40.714775,72.45707,104.26138,16.1875,13.6875,clean,0.0,0.0,0.0,0.0,0.0,0.0,14.033369,0.0,2.5
g001_redundant,1,0,1,redundant,stable,0,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Fact 2: Bela maps to Green.
Confirmation: Ava still goes through Bela.
Confirmation: Bela still points to Green.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",6.2950087,6.9176407,18.196451,32.649967,62.96994,94.684235,15.90625,13.7421875,clean,-6.5709524,-9.731081,-8.21336,-8.064808,-9.487129,-9.577148,-6.8949623,6.5709524,2.1640625
g001_irrelevant,1,0,1,irrelevant,stable,0,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Fact 2: Bela maps to Green.
Irrelevant fact: Cora is associated with North.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",13.909863,20.156733,33.847744,46.078484,81.05615,112.3049,16.0625,13.0078125,clean,1.0439024,3.5080109,7.437933,5.3637085,8.599083,8.043518,29.0466,1.0439024,3.0546875
g001_paraphrase,1,0,1,paraphrase,stable,0,Green,Yellow,6724,21730,"In this example, Ava reaches Bela.
The destination connected to Bela is Green.
Based on those two links, select the label for Ava: Green or Yellow.
Answer:",2.2345362,-3.1682796,11.726662,29.630493,55.183346,91.991974,16.171875,14.9921875,clean,-10.631425,-19.817001,-14.683149,-11.084282,-17.273724,-12.269409,-20.28644,10.631425,1.1796875
g001_weak_distractor,1,0,1,weak_distractor,competition,1,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Fact 2: Bela maps to Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",13.974903,19.551851,34.03795,46.20917,79.600784,111.46275,15.640625,12.5078125,clean,1.108942,2.9031296,7.6281376,5.494396,7.143715,7.2013702,27.827898,1.108942,3.1328125
g001_competition_balanced,1,0,1,competition_balanced,competition,1,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Fact 2: Bela maps to Green.
Competing fact: Ava is also associated with Yellow.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",6.5634003,12.537132,29.24553,43.42543,82.29582,114.74315,15.671875,12.4609375,clean,-6.302561,-4.1115894,2.8357182,2.7106552,9.838753,10.481766,23.803864,2.7106552,3.2109375
g001_direct_conflict,1,0,1,direct_conflict,competition,1,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Fact 2: Bela maps to Green.
Direct conflicting fact: Ava maps to Yellow.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",4.422542,10.661401,24.039972,37.70947,69.645065,103.644684,15.3203125,13.078125,clean,-8.4434185,-5.987321,-2.3698387,-3.0053062,-2.812004,-0.6166992,6.246495,0.6166992,2.2421875
g001_closure_update,1,0,1,closure_update,closure,2,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Old record: Bela maps to Green.
Updated record: Bela maps to Yellow, not Green.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",-1.1163573,-5.9597263,8.426764,22.447166,59.921745,95.22435,15.1640625,13.65625,clean,-13.982319,-22.608448,-17.983047,-18.267609,-12.535324,-9.037033,-22.106607,9.037033,1.5078125
g001_closure_override,1,0,1,closure_override,closure,2,Green,Yellow,6724,21730,"You are given a rule system.
General rule: items that is assigned to Bela receive label Green.
Override rule: in this case, items that is assigned to Bela receive label Yellow.
Fact: Ava is assigned to Bela.
Question: Which label applies to Ava: Green or Yellow?
Answer with exactly one word:",-12.924385,-19.894337,-13.5462475,3.6629438,31.203274,68.049835,14.953125,15.53125,conflict,-25.790346,-36.54306,-39.95606,-37.05183,-41.253796,-36.211548,-74.19906,25.790346,-0.578125
g001_exception_override,1,0,1,exception_override,closure,2,Green,Yellow,6724,21730,"You are given a rule system.
General rule: items connected to Bela use label Green.
Exception: Ava is a special case and uses label Yellow.
Fact: Ava is connected to Bela.
Question: Which label applies to Ava: Green or Yellow?
Answer with exactly one word:",-21.441309,-33.32576,-27.506235,-10.303403,10.256405,43.232456,13.296875,15.8515625,conflict,-34.30727,-49.97448,-53.916046,-51.018177,-62.200665,-61.028927,-115.045456,34.30727,-2.5546875
g002_clean,2,0,2,clean,stable,0,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",10.435898,3.8722649,17.142357,22.926857,15.237328,13.227921,15.4375,14.7421875,clean,0.0,0.0,0.0,0.0,0.0,0.0,14.033369,0.0,0.6953125
g002_redundant,2,0,2,redundant,stable,0,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Confirmation: Ava still goes through Bela.
Confirmation: Bela still points to North.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",10.975382,3.369213,20.739262,26.338303,19.314194,18.96788,15.46875,14.4140625,clean,0.539484,-0.50305176,3.5969048,3.4114456,4.076866,5.7399597,21.8074,0.50305176,1.0546875
g002_irrelevant,2,0,2,irrelevant,stable,0,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Irrelevant fact: Cora is associated with East.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",16.00461,9.508621,27.212788,33.65689,28.669144,26.4618,15.8359375,14.125,clean,5.568712,5.6363564,10.070431,10.730034,13.431816,13.233879,39.067276,5.568712,1.7109375
g002_paraphrase,2,0,2,paraphrase,stable,0,North,South,4612,4316,"In this example, Ava reaches Bela.
The destination connected to Bela is North.
Based on those two links, select the label for Ava: North or South.
Answer:",-0.08075714,-8.271271,-3.9429417,-1.7649536,-12.3858185,-13.620331,14.5546875,15.421875,conflict,-10.516655,-12.143536,-21.085299,-24.69181,-27.623146,-26.848251,-38.415382,10.516655,-0.8671875
g002_weak_distractor,2,0,2,weak_distractor,competition,1,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",19.809235,18.366348,33.85977,38.125282,34.48842,33.735916,15.765625,13.234375,clean,9.373337,14.494083,16.717415,15.198425,19.251091,20.507996,53.986595,9.373337,2.53125
g002_competition_balanced,2,0,2,competition_balanced,competition,1,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Competing fact: Ava is also associated with South.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",3.717104,-0.31020927,13.988983,17.856922,14.306641,13.33905,15.3671875,14.953125,clean,-6.718794,-4.182474,-3.1533737,-5.069935,-0.93068695,0.11112976,7.419408,0.11112976,0.4140625
g002_direct_conflict,2,0,2,direct_conflict,competition,1,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Direct conflicting fact: Ava points to South.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",7.7799187,3.137989,17.91977,21.782291,10.5607605,9.273956,15.1015625,14.96875,clean,-2.6559792,-0.7342758,0.7774124,-1.1445656,-4.676567,-3.9539642,8.672279,0.7342758,0.1328125
g002_closure_update,2,0,2,closure_update,closure,2,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Old record: Bela points to North.
Updated record: Bela points to South, not North.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",9.7621,3.1246185,14.424206,19.041965,19.702377,18.290573,15.296875,14.359375,clean,-0.6737976,-0.74764633,-2.718151,-3.8848915,4.4650497,5.0626526,15.82835,0.6737976,0.9375
g002_closure_override,2,0,2,closure_override,closure,2,North,South,4612,4316,"You are given a rule system.
General rule: items that is part of Bela receive label North.
Override rule: in this case, items that is part of Bela receive label South.
Fact: Ava is part of Bela.
Question: Which label applies to Ava: North or South?
Answer with exactly one word:",-7.2810383,-13.287001,-12.44331,-7.514576,-8.75856,-10.927475,14.1875,16.109375,conflict,-17.716936,-17.159266,-29.585667,-30.441433,-23.995888,-24.155396,-44.26027,17.159266,-1.921875
g002_exception_override,2,0,2,exception_override,closure,2,North,South,4612,4316,"You are given a rule system.
General rule: items connected to Bela use label North.
Exception: Ava is a special case and uses label South.
Fact: Ava is connected to Bela.
Question: Which label applies to Ava: North or South?
Answer with exactly one word:",-5.517477,-14.679676,-8.143532,-3.7135468,-7.3794403,-10.802597,14.09375,16.09375,conflict,-15.953375,-18.55194,-25.285889,-26.640404,-22.616768,-24.030518,-40.28444,15.953375,-2.0
g003_clean,3,0,3,clean,stable,0,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",12.166421,4.746109,8.505066,9.12492,11.193634,2.5746994,16.515625,14.3984375,clean,0.0,0.0,0.0,0.0,0.0,0.0,14.033369,0.0,2.1171875
g003_redundant,3,0,3,redundant,stable,0,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Confirmation: Ava still goes through Bela.
Confirmation: Bela still points to East.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",12.678675,1.2104111,6.088711,6.2782135,5.7895203,-1.3607483,16.3125,14.3828125,clean,0.51225376,-3.535698,-2.4163551,-2.8467064,-5.404114,-3.9354477,6.1386414,0.51225376,1.9296875
g003_irrelevant,3,0,3,irrelevant,stable,0,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Irrelevant fact: Cora is associated with Copper.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",17.554201,10.094112,17.257725,17.833885,22.855042,15.287491,16.9375,13.75,clean,5.38778,5.3480034,8.752659,8.708965,11.661407,12.712791,36.43284,5.3480034,3.1875
g003_paraphrase,3,0,3,paraphrase,stable,0,East,West,5571,4589,"In this example, Ava reaches Bela.
The destination connected to Bela is East.
Based on those two links, select the label for Ava: East or West.
Answer:",-0.34394598,-8.418413,-5.0356255,-7.2517776,-11.721878,-22.395523,15.28125,15.4375,conflict,-12.510366,-13.164522,-13.540691,-16.376698,-22.915512,-24.970222,-29.489119,12.510366,-0.15625
g003_weak_distractor,3,0,3,weak_distractor,competition,1,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",17.33646,11.846689,18.884657,18.68782,23.38366,15.0418625,16.609375,13.3125,clean,5.170039,7.10058,10.379591,9.562901,12.190025,12.467163,38.103905,5.170039,3.296875
g003_competition_balanced,3,0,3,competition_balanced,competition,1,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Competing fact: Ava is also associated with West.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",14.173763,8.561533,12.872238,13.279293,20.779938,12.669769,16.5,13.53125,clean,2.0073423,3.815424,4.3671722,4.154373,9.586304,10.09507,29.173666,2.0073423,2.96875
g003_direct_conflict,3,0,3,direct_conflict,competition,1,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Direct conflicting fact: Ava has label West.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",12.130875,7.6903133,12.750542,12.473631,14.979301,5.2694397,16.296875,14.046875,clean,-0.035546303,2.9442043,4.245476,3.348711,3.7856674,2.6947403,21.343363,0.035546303,2.25
g003_closure_update,3,0,3,closure_update,closure,2,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Old record: Bela has label East.
Updated record: Bela has label West, not East.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",11.163668,0.8293152,4.724737,4.782772,13.049652,4.132599,16.125,13.75,clean,-1.0027533,-3.9167938,-3.7803288,-4.342148,1.8560181,1.5578995,10.9910755,1.0027533,2.375
g003_closure_override,3,0,3,closure_override,closure,2,East,West,5571,4589,"You are given a rule system.
General rule: items that is grouped under Bela receive label East.
Override rule: in this case, items that is grouped under Bela receive label West.
Fact: Ava is grouped under Bela.
Question: Which label applies to Ava: East or West?
Answer with exactly one word:",-1.1376429,-10.710585,-14.867998,-14.198341,-16.056465,-26.686218,15.1328125,15.734375,conflict,-13.304064,-15.456694,-23.373064,-23.323261,-27.2501,-29.260918,-41.5849,13.304064,-0.6015625
g003_exception_override,3,0,3,exception_override,closure,2,East,West,5571,4589,"You are given a rule system.
General rule: items connected to Bela use label East.
Exception: Ava is a special case and uses label West.
Fact: Ava is connected to Bela.
Question: Which label applies to Ava: East or West?
Answer with exactly one word:",3.3461895,-9.767193,-11.180641,-11.58976,-14.253418,-25.12844,15.234375,15.7734375,conflict,-8.820231,-14.513302,-19.685707,-20.71468,-25.447052,-27.70314,-35.997353,8.820231,-0.5390625
g004_clean,4,0,4,clean,stable,0,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Fact 2: Bela ends at Copper.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",0.0065300465,-0.09747887,-10.2607355,-17.202036,-11.05563,-43.3408,16.40625,14.4765625,clean,0.0,0.0,0.0,0.0,0.0,0.0,14.033369,0.0,1.9296875
g004_redundant,4,0,4,redundant,stable,0,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Fact 2: Bela ends at Copper.
Confirmation: Ava still goes through Bela.
Confirmation: Bela still points to Copper.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",-1.8716524,-8.047552,-15.96834,-21.650011,-20.3604,-50.773594,15.671875,14.46875,clean,-1.8781824,-7.9500732,-5.7076044,-4.447975,-9.3047695,-7.4327927,-1.5954132,1.8781824,1.203125
g004_irrelevant,4,0,4,irrelevant,stable,0,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Fact 2: Bela ends at Copper.
Irrelevant fact: Cora is associated with Gold.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",6.323635,5.520447,0.29436302,-7.434437,6.967224,-33.110596,16.765625,13.9921875,clean,6.3171053,5.6179256,10.555099,9.767599,18.022854,10.230206,39.84052,5.6179256,2.7734375
g004_paraphrase,4,0,4,paraphrase,stable,0,Copper,Silver,38315,15934,"In this example, Ava reaches Bela.
The destination connected to Bela is Copper.
Based on those two links, select the label for Ava: Copper or Silver.
Answer:",-4.9762926,-16.430836,-18.539497,-23.563343,-15.969624,-51.928688,16.59375,15.28125,clean,-4.9828224,-16.333357,-8.278762,-6.361307,-4.913994,-8.587887,-5.2304974,4.913994,1.3125
g004_weak_distractor,4,0,4,weak_distractor,competition,1,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Fact 2: Bela ends at Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",7.366316,0.52123356,2.532421,-5.681737,9.3378105,-29.589325,16.03125,13.484375,clean,7.359786,0.6187124,12.793157,11.520299,20.39344,13.751476,43.0521,0.6187124,2.546875
g004_competition_balanced,4,0,4,competition_balanced,competition,1,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Fact 2: Bela ends at Copper.
Competing fact: Ava is also associated with Silver.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",10.877609,10.394499,10.390152,-0.9361172,22.380564,-19.988834,16.125,12.75,clean,10.871079,10.491978,20.650887,16.265919,33.436195,23.351967,63.682816,10.491978,3.375
g004_direct_conflict,4,0,4,direct_conflict,competition,1,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Fact 2: Bela ends at Copper.
Direct conflicting fact: Ava ends at Silver.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",5.4800377,6.5467114,5.2891254,-4.9107246,7.7605057,-33.08967,15.8359375,13.40625,clean,5.473508,6.6441903,15.549861,12.291311,18.816135,10.251133,43.44471,5.473508,2.4296875
g004_closure_update,4,0,4,closure_update,closure,2,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Old record: Bela ends at Copper.
Updated record: Bela ends at Silver, not Copper.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",-0.3805995,-10.586409,-13.279548,-20.528873,-0.6577072,-35.03103,15.5703125,13.0859375,clean,-0.38712955,-10.48893,-3.0188122,-3.3268375,10.3979225,8.3097725,17.46078,0.38712955,2.484375
g004_closure_override,4,0,4,closure_override,closure,2,Copper,Silver,38315,15934,"You are given a rule system.
General rule: items that routes through Bela receive label Copper.
Override rule: in this case, items that routes through Bela receive label Silver.
Fact: Ava routes through Bela.
Question: Which label applies to Ava: Copper or Silver?
Answer with exactly one word:",-14.447445,-26.80964,-37.261787,-42.35976,-37.27685,-62.507805,15.921875,15.734375,clean,-14.453975,-26.712162,-27.001053,-25.157724,-26.221222,-19.167004,-42.07113,14.453975,0.1875
g004_exception_override,4,0,4,exception_override,closure,2,Copper,Silver,38315,15934,"You are given a rule system.
General rule: items connected to Bela use label Copper.
Exception: Ava is a special case and uses label Silver.
Fact: Ava is connected to Bela.
Question: Which label applies to Ava: Copper or Silver?
Answer with exactly one word:",-13.636686,-29.443842,-38.479607,-45.109665,-47.577396,-73.73869,15.28125,16.015625,conflict,-13.643216,-29.346363,-28.218872,-27.907629,-36.521767,-30.397892,-55.27063,13.643216,-0.734375
g005_clean,5,0,5,clean,stable,0,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Fact 2: Bela resolves to Gold.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",20.158134,20.965422,30.874973,42.567123,49.752914,78.437195,15.5859375,13.875,clean,0.0,0.0,0.0,0.0,0.0,0.0,14.033369,0.0,1.7109375
g005_redundant,5,0,5,redundant,stable,0,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Fact 2: Bela resolves to Gold.
Confirmation: Ava still goes through Bela.
Confirmation: Bela still points to Gold.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",17.742077,12.487411,26.362946,37.284943,39.76299,68.875305,15.0703125,14.0703125,clean,-2.4160576,-8.478011,-4.5120277,-5.282181,-9.989925,-9.56189,-3.1603088,2.4160576,1.0
g005_irrelevant,5,0,5,irrelevant,stable,0,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Fact 2: Bela resolves to Gold.
Irrelevant fact: Cora is associated with Red.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",27.39732,37.75719,48.27982,58.984085,71.38666,97.32088,15.9375,12.859375,clean,7.2391853,16.791769,17.404846,16.416962,21.633743,18.883682,55.386337,7.2391853,3.078125
g005_paraphrase,5,0,5,paraphrase,stable,0,Gold,Iron,6863,17186,"In this example, Ava reaches Bela.
The destination connected to Bela is Gold.
Based on those two links, select the label for Ava: Gold or Iron.
Answer:",20.536377,17.888649,28.67445,43.72863,56.622345,85.09632,16.609375,14.6015625,clean,0.3782425,-3.0767727,-2.2005234,1.1615067,6.8694305,6.6591263,19.536346,0.3782425,2.0078125
g005_weak_distractor,5,0,5,weak_distractor,competition,1,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Fact 2: Bela resolves to Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",26.714518,34.063606,50.59808,60.648853,69.55714,98.75729,15.7734375,13.0,clean,6.556383,13.098185,19.723106,18.08173,19.804222,20.320099,55.440666,6.556383,2.7734375
g005_competition_balanced,5,0,5,competition_balanced,competition,1,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Fact 2: Bela resolves to Gold.
Competing fact: Ava is also associated with Iron.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",15.678375,23.103806,32.968826,44.19866,53.63374,84.01276,15.46875,13.796875,clean,-4.479759,2.1383839,2.093853,1.6315384,3.880825,5.5755615,20.018864,1.6315384,1.671875
g005_direct_conflict,5,0,5,direct_conflict,competition,1,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Fact 2: Bela resolves to Gold.
Direct conflicting fact: Ava resolves to Iron.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",12.208754,20.16378,32.856888,42.7015,45.55668,76.74646,15.1484375,13.625,clean,-7.949381,-0.80164146,1.9819145,0.13437653,-4.1962357,-1.6907349,9.835079,0.13437653,1.5234375
g005_closure_update,5,0,5,closure_update,closure,2,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Old record: Bela resolves to Gold.
Updated record: Bela resolves to Iron, not Gold.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",12.438736,10.396395,23.193329,35.314762,50.95474,83.56692,15.3671875,13.4921875,clean,-7.7193985,-10.569027,-7.6816444,-7.2523613,1.2018242,5.1297226,6.018162,1.2018242,1.875
g005_closure_override,5,0,5,closure_override,closure,2,Gold,Iron,6863,17186,"You are given a rule system.
General rule: items that is linked with Bela receive label Gold.
Override rule: in this case, items that is linked with Bela receive label Iron.
Fact: Ava is linked with Bela.
Question: Which label applies to Ava: Gold or Iron?
Answer with exactly one word:",9.113261,10.189745,15.091191,28.011715,33.44874,71.413956,15.765625,15.1171875,clean,-11.044873,-10.775677,-15.783782,-14.5554085,-16.304176,-7.023239,-16.07467,7.023239,0.6484375
