prompt_id,graph_id,condition,mechanism,control,clean_label,conflict_label,clean_token_id,conflict_token_id,top1_token_id,top1_token,top1_class,clean_rank,conflict_rank,clean_minus_conflict_margin,baseline_top1_class,baseline_top1_token_id,strict_conflict_to_clean,any_to_clean,top1_changed
g011_clean,11,clean,stable,none,Gold,Iron,6863,17186,5231, **,other,2,6,3.2109375,other,5231,False,False,False
g011_redundant,11,redundant,stable,none,Gold,Iron,6863,17186,5231, **,other,2,4,2.875,other,5231,False,False,False
g011_irrelevant,11,irrelevant,stable,none,Gold,Iron,6863,17186,5231, **,other,2,4,3.4140625,other,5231,False,False,False
g011_paraphrase,11,paraphrase,stable,none,Gold,Iron,6863,17186,6863, Gold,clean,1,4,2.46875,clean,6863,False,False,False
g011_weak_distractor,11,weak_distractor,competition,none,Gold,Iron,6863,17186,5231, **,other,2,4,3.1875,other,5231,False,False,False
g011_competition_balanced,11,competition_balanced,competition,none,Gold,Iron,6863,17186,5231, **,other,2,3,2.265625,other,5231,False,False,False
g011_direct_conflict,11,direct_conflict,competition,none,Gold,Iron,6863,17186,5231, **,other,2,3,2.1640625,other,5231,False,False,False
g011_closure_update,11,closure_update,closure,none,Gold,Iron,6863,17186,5231, **,other,2,3,0.921875,other,5231,False,False,False
g011_closure_override,11,closure_override,closure,none,Gold,Iron,6863,17186,5231, **,other,3,2,-1.328125,other,5231,False,False,False
g011_exception_override,11,exception_override,closure,none,Gold,Iron,6863,17186,5231, **,other,3,2,-1.8203125,other,5231,False,False,False
g012_clean,12,clean,stable,none,Red,Blue,4075,7640,5231, **,other,2,5,2.4453125,other,5231,False,False,False
g012_redundant,12,redundant,stable,none,Red,Blue,4075,7640,5231, **,other,2,3,2.4765625,other,5231,False,False,False
g012_irrelevant,12,irrelevant,stable,none,Red,Blue,4075,7640,5231, **,other,2,7,3.7265625,other,5231,False,False,False
g012_paraphrase,12,paraphrase,stable,none,Red,Blue,4075,7640,5231, **,other,2,3,1.9140625,other,5231,False,False,False
g012_weak_distractor,12,weak_distractor,competition,none,Red,Blue,4075,7640,5231, **,other,2,4,2.75,other,5231,False,False,False
g012_competition_balanced,12,competition_balanced,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,1.7421875,other,5231,False,False,False
g012_direct_conflict,12,direct_conflict,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,0.8828125,other,5231,False,False,False
g012_closure_update,12,closure_update,closure,none,Red,Blue,4075,7640,5231, **,other,2,3,1.6328125,other,5231,False,False,False
g012_closure_override,12,closure_override,closure,none,Red,Blue,4075,7640,7640, Blue,conflict,3,1,-2.2578125,conflict,7640,False,False,False
g012_exception_override,12,exception_override,closure,none,Red,Blue,4075,7640,5231, **,other,3,2,-2.171875,other,5231,False,False,False
g015_clean,15,clean,stable,none,East,West,5571,4589,5231, **,other,2,3,1.203125,other,5231,False,False,False
g015_redundant,15,redundant,stable,none,East,West,5571,4589,5231, **,other,2,3,1.09375,other,5231,False,False,False
g015_irrelevant,15,irrelevant,stable,none,East,West,5571,4589,5571, East,clean,1,3,2.9375,clean,5571,False,False,False
g015_paraphrase,15,paraphrase,stable,none,East,West,5571,4589,5231, **,other,2,5,1.6640625,other,5231,False,False,False
g015_weak_distractor,15,weak_distractor,competition,none,East,West,5571,4589,5231, **,other,2,3,2.71875,other,5231,False,False,False
g015_competition_balanced,15,competition_balanced,competition,none,East,West,5571,4589,5231, **,other,2,3,1.5078125,other,5231,False,False,False
g015_direct_conflict,15,direct_conflict,competition,none,East,West,5571,4589,5231, **,other,2,3,1.1796875,other,5231,False,False,False
g015_closure_update,15,closure_update,closure,none,East,West,5571,4589,5231, **,other,2,3,1.2265625,other,5231,False,False,False
g015_closure_override,15,closure_override,closure,none,East,West,5571,4589,4589, West,conflict,3,1,-2.7109375,conflict,4589,False,False,False
g015_exception_override,15,exception_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-1.796875,other,5231,False,False,False
g018_clean,18,clean,stable,none,Red,Blue,4075,7640,5231, **,other,2,3,1.6796875,other,5231,False,False,False
g018_redundant,18,redundant,stable,none,Red,Blue,4075,7640,5231, **,other,2,3,1.5234375,other,5231,False,False,False
g018_irrelevant,18,irrelevant,stable,none,Red,Blue,4075,7640,5231, **,other,2,6,2.78125,other,5231,False,False,False
g018_paraphrase,18,paraphrase,stable,none,Red,Blue,4075,7640,5231, **,other,2,3,1.21875,other,5231,False,False,False
g018_weak_distractor,18,weak_distractor,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,2.046875,other,5231,False,False,False
g018_competition_balanced,18,competition_balanced,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,1.171875,other,5231,False,False,False
g018_direct_conflict,18,direct_conflict,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,0.3671875,other,5231,False,False,False
g018_closure_update,18,closure_update,closure,none,Red,Blue,4075,7640,5231, **,other,2,3,0.84375,other,5231,False,False,False
g018_closure_override,18,closure_override,closure,none,Red,Blue,4075,7640,7640, Blue,conflict,3,1,-2.765625,conflict,7640,False,False,False
g018_exception_override,18,exception_override,closure,none,Red,Blue,4075,7640,5231, **,other,3,2,-2.609375,other,5231,False,False,False
g022_clean,22,clean,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.2734375,other,5231,False,False,False
g022_redundant,22,redundant,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,0.59375,other,5231,False,False,False
g022_irrelevant,22,irrelevant,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.2421875,other,5231,False,False,False
g022_paraphrase,22,paraphrase,stable,none,Copper,Silver,38315,15934,5231, **,other,2,4,2.296875,other,5231,False,False,False
g022_weak_distractor,22,weak_distractor,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.9765625,other,5231,False,False,False
g022_competition_balanced,22,competition_balanced,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.6875,other,5231,False,False,False
g022_direct_conflict,22,direct_conflict,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,0.828125,other,5231,False,False,False
g022_closure_update,22,closure_update,closure,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.0234375,other,5231,False,False,False
g022_closure_override,22,closure_override,closure,none,Copper,Silver,38315,15934,15934, Silver,conflict,3,1,-1.484375,conflict,15934,False,False,False
g022_exception_override,22,exception_override,closure,none,Copper,Silver,38315,15934,5231, **,other,3,2,-0.9140625,other,5231,False,False,False
g026_clean,26,clean,stable,none,North,South,4612,4316,5231, **,other,2,3,0.4296875,other,5231,False,False,False
g026_redundant,26,redundant,stable,none,North,South,4612,4316,5231, **,other,2,3,0.40625,other,5231,False,False,False
g026_irrelevant,26,irrelevant,stable,none,North,South,4612,4316,5231, **,other,2,3,1.6328125,other,5231,False,False,False
g026_paraphrase,26,paraphrase,stable,none,North,South,4612,4316,5231, **,other,6,4,-0.6640625,other,5231,False,False,False
g026_weak_distractor,26,weak_distractor,competition,none,North,South,4612,4316,5231, **,other,2,3,2.03125,other,5231,False,False,False
g026_competition_balanced,26,competition_balanced,competition,none,North,South,4612,4316,5231, **,other,2,3,0.7578125,other,5231,False,False,False
g026_direct_conflict,26,direct_conflict,competition,none,North,South,4612,4316,5231, **,other,2,3,0.0859375,other,5231,False,False,False
g026_closure_update,26,closure_update,closure,none,North,South,4612,4316,5231, **,other,3,2,-0.1875,other,5231,False,False,False
g026_closure_override,26,closure_override,closure,none,North,South,4612,4316,4316, South,conflict,3,1,-2.7578125,conflict,4316,False,False,False
g026_exception_override,26,exception_override,closure,none,North,South,4612,4316,5231, **,other,3,2,-1.8203125,other,5231,False,False,False
g030_clean,30,clean,stable,none,Red,Blue,4075,7640,5231, **,other,2,5,2.5,other,5231,False,False,False
g030_redundant,30,redundant,stable,none,Red,Blue,4075,7640,5231, **,other,2,3,2.2265625,other,5231,False,False,False
g030_irrelevant,30,irrelevant,stable,none,Red,Blue,4075,7640,5231, **,other,2,6,3.0078125,other,5231,False,False,False
g030_paraphrase,30,paraphrase,stable,none,Red,Blue,4075,7640,5231, **,other,2,4,1.4765625,other,5231,False,False,False
g030_weak_distractor,30,weak_distractor,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,2.0390625,other,5231,False,False,False
g030_competition_balanced,30,competition_balanced,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,1.734375,other,5231,False,False,False
g030_direct_conflict,30,direct_conflict,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,1.1640625,other,5231,False,False,False
g030_closure_update,30,closure_update,closure,none,Red,Blue,4075,7640,5231, **,other,2,3,1.0390625,other,5231,False,False,False
g030_closure_override,30,closure_override,closure,none,Red,Blue,4075,7640,7640, Blue,conflict,3,1,-2.5,conflict,7640,False,False,False
g030_exception_override,30,exception_override,closure,none,Red,Blue,4075,7640,5231, **,other,3,2,-2.4140625,other,5231,False,False,False
g031_clean,31,clean,stable,none,Green,Yellow,6724,21730,5231, **,other,1,4,3.1640625,other,5231,False,False,False
g031_redundant,31,redundant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,2.6015625,other,5231,False,False,False
g031_irrelevant,31,irrelevant,stable,none,Green,Yellow,6724,21730,6724, Green,clean,1,6,3.7265625,clean,6724,False,False,False
g031_paraphrase,31,paraphrase,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,2.0625,other,5231,False,False,False
g031_weak_distractor,31,weak_distractor,competition,none,Green,Yellow,6724,21730,5231, **,other,2,5,3.4453125,other,5231,False,False,False
g031_competition_balanced,31,competition_balanced,competition,none,Green,Yellow,6724,21730,5231, **,other,2,4,2.953125,other,5231,False,False,False
g031_direct_conflict,31,direct_conflict,competition,none,Green,Yellow,6724,21730,5231, **,other,2,3,2.6796875,other,5231,False,False,False
g031_closure_update,31,closure_update,closure,none,Green,Yellow,6724,21730,5231, **,other,2,3,2.203125,other,5231,False,False,False
g031_closure_override,31,closure_override,closure,none,Green,Yellow,6724,21730,5231, **,other,3,2,-1.453125,other,5231,False,False,False
g031_exception_override,31,exception_override,closure,none,Green,Yellow,6724,21730,5231, **,other,3,2,-2.328125,other,5231,False,False,False
g033_clean,33,clean,stable,none,East,West,5571,4589,5571, East,clean,1,3,1.859375,clean,5571,False,False,False
g033_redundant,33,redundant,stable,none,East,West,5571,4589,5231, **,other,2,3,1.6875,other,5231,False,False,False
g033_irrelevant,33,irrelevant,stable,none,East,West,5571,4589,5571, East,clean,1,3,2.703125,clean,5571,False,False,False
g033_paraphrase,33,paraphrase,stable,none,East,West,5571,4589,5231, **,other,2,3,0.828125,other,5231,False,False,False
g033_weak_distractor,33,weak_distractor,competition,none,East,West,5571,4589,5231, **,other,2,3,2.890625,other,5231,False,False,False
g033_competition_balanced,33,competition_balanced,competition,none,East,West,5571,4589,5231, **,other,2,3,1.9453125,other,5231,False,False,False
g033_direct_conflict,33,direct_conflict,competition,none,East,West,5571,4589,5231, **,other,2,3,1.65625,other,5231,False,False,False
g033_closure_update,33,closure_update,closure,none,East,West,5571,4589,5571, East,clean,1,3,2.734375,clean,5571,False,False,False
g033_closure_override,33,closure_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-1.15625,other,5231,False,False,False
g033_exception_override,33,exception_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-0.3125,other,5231,False,False,False
g039_clean,39,clean,stable,none,East,West,5571,4589,5231, **,other,2,3,1.2734375,other,5231,False,False,False
g039_redundant,39,redundant,stable,none,East,West,5571,4589,5231, **,other,2,3,1.3359375,other,5231,False,False,False
g039_irrelevant,39,irrelevant,stable,none,East,West,5571,4589,5571, East,clean,1,3,2.6171875,clean,5571,False,False,False
g039_paraphrase,39,paraphrase,stable,none,East,West,5571,4589,5231, **,other,2,3,0.71875,other,5231,False,False,False
g039_weak_distractor,39,weak_distractor,competition,none,East,West,5571,4589,5571, East,clean,1,3,3.15625,clean,5571,False,False,False
g039_competition_balanced,39,competition_balanced,competition,none,East,West,5571,4589,5231, **,other,1,3,2.171875,other,5231,False,False,False
g039_direct_conflict,39,direct_conflict,competition,none,East,West,5571,4589,5231, **,other,2,3,1.671875,other,5231,False,False,False
g039_closure_update,39,closure_update,closure,none,East,West,5571,4589,5231, **,other,2,3,2.1875,other,5231,False,False,False
g039_closure_override,39,closure_override,closure,none,East,West,5571,4589,4589, West,conflict,3,1,-1.6328125,conflict,4589,False,False,False
g039_exception_override,39,exception_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-1.1015625,other,5231,False,False,False
g040_clean,40,clean,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.921875,clean,38315,False,False,False
g040_redundant,40,redundant,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,0.90625,other,5231,False,False,False
g040_irrelevant,40,irrelevant,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,2.671875,clean,38315,False,False,False
g040_paraphrase,40,paraphrase,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.8359375,other,5231,False,False,False
g040_weak_distractor,40,weak_distractor,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.734375,other,5231,False,False,False
g040_competition_balanced,40,competition_balanced,competition,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,3.640625,clean,38315,False,False,False
g040_direct_conflict,40,direct_conflict,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.65625,other,5231,False,False,False
g040_closure_update,40,closure_update,closure,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.015625,other,5231,False,False,False
g040_closure_override,40,closure_override,closure,none,Copper,Silver,38315,15934,15934, Silver,conflict,3,1,-1.375,conflict,15934,False,False,False
g040_exception_override,40,exception_override,closure,none,Copper,Silver,38315,15934,5231, **,other,3,2,-0.5703125,other,5231,False,False,False
g042_clean,42,clean,stable,none,Red,Blue,4075,7640,5231, **,other,2,3,2.5390625,other,5231,False,False,False
g042_redundant,42,redundant,stable,none,Red,Blue,4075,7640,5231, **,other,2,4,2.4140625,other,5231,False,False,False
g042_irrelevant,42,irrelevant,stable,none,Red,Blue,4075,7640,5231, **,other,2,6,3.0546875,other,5231,False,False,False
g042_paraphrase,42,paraphrase,stable,none,Red,Blue,4075,7640,5231, **,other,2,4,1.7109375,other,5231,False,False,False
g042_weak_distractor,42,weak_distractor,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,2.2734375,other,5231,False,False,False
g042_competition_balanced,42,competition_balanced,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,1.9765625,other,5231,False,False,False
g042_direct_conflict,42,direct_conflict,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,1.3671875,other,5231,False,False,False
g042_closure_update,42,closure_update,closure,none,Red,Blue,4075,7640,5231, **,other,2,3,1.1640625,other,5231,False,False,False
g042_closure_override,42,closure_override,closure,none,Red,Blue,4075,7640,7640, Blue,conflict,3,1,-2.375,conflict,7640,False,False,False
g042_exception_override,42,exception_override,closure,none,Red,Blue,4075,7640,5231, **,other,3,2,-2.453125,other,5231,False,False,False
g045_clean,45,clean,stable,none,East,West,5571,4589,5231, **,other,2,3,2.1328125,other,5231,False,False,False
g045_redundant,45,redundant,stable,none,East,West,5571,4589,5231, **,other,2,3,2.109375,other,5231,False,False,False
g045_irrelevant,45,irrelevant,stable,none,East,West,5571,4589,5571, East,clean,1,3,2.9296875,clean,5571,False,False,False
g045_paraphrase,45,paraphrase,stable,none,East,West,5571,4589,5231, **,other,2,3,0.9453125,other,5231,False,False,False
g045_weak_distractor,45,weak_distractor,competition,none,East,West,5571,4589,5571, East,clean,1,3,3.421875,clean,5571,False,False,False
g045_competition_balanced,45,competition_balanced,competition,none,East,West,5571,4589,5571, East,clean,1,3,2.6015625,clean,5571,False,False,False
g045_direct_conflict,45,direct_conflict,competition,none,East,West,5571,4589,5231, **,other,2,3,2.421875,other,5231,False,False,False
g045_closure_update,45,closure_update,closure,none,East,West,5571,4589,5231, **,other,2,4,2.9375,other,5231,False,False,False
g045_closure_override,45,closure_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-0.703125,other,5231,False,False,False
g045_exception_override,45,exception_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-0.0859375,other,5231,False,False,False
g053_clean,53,clean,stable,none,Gold,Iron,6863,17186,5231, **,other,2,3,1.671875,other,5231,False,False,False
g053_redundant,53,redundant,stable,none,Gold,Iron,6863,17186,5231, **,other,2,3,1.421875,other,5231,False,False,False
g053_irrelevant,53,irrelevant,stable,none,Gold,Iron,6863,17186,5231, **,other,2,4,2.546875,other,5231,False,False,False
g053_paraphrase,53,paraphrase,stable,none,Gold,Iron,6863,17186,6863, Gold,clean,1,4,3.0,clean,6863,False,False,False
g053_weak_distractor,53,weak_distractor,competition,none,Gold,Iron,6863,17186,5231, **,other,2,3,2.453125,other,5231,False,False,False
g053_competition_balanced,53,competition_balanced,competition,none,Gold,Iron,6863,17186,5231, **,other,2,3,1.46875,other,5231,False,False,False
g053_direct_conflict,53,direct_conflict,competition,none,Gold,Iron,6863,17186,5231, **,other,2,3,0.7578125,other,5231,False,False,False
g053_closure_update,53,closure_update,closure,none,Gold,Iron,6863,17186,5231, **,other,2,3,1.734375,other,5231,False,False,False
g053_closure_override,53,closure_override,closure,none,Gold,Iron,6863,17186,5231, **,other,3,2,-0.8046875,other,5231,False,False,False
g053_exception_override,53,exception_override,closure,none,Gold,Iron,6863,17186,5231, **,other,3,2,-0.8125,other,5231,False,False,False
g064_clean,64,clean,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.984375,other,5231,False,False,False
g064_redundant,64,redundant,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,0.9296875,other,5231,False,False,False
g064_irrelevant,64,irrelevant,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,2.078125,clean,38315,False,False,False
g064_paraphrase,64,paraphrase,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.3203125,clean,38315,False,False,False
g064_weak_distractor,64,weak_distractor,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.7421875,other,5231,False,False,False
g064_competition_balanced,64,competition_balanced,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.3203125,other,5231,False,False,False
g064_direct_conflict,64,direct_conflict,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.25,other,5231,False,False,False
g064_closure_update,64,closure_update,closure,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.625,other,5231,False,False,False
g064_closure_override,64,closure_override,closure,none,Copper,Silver,38315,15934,15934, Silver,conflict,3,1,-0.7109375,conflict,15934,False,False,False
g064_exception_override,64,exception_override,closure,none,Copper,Silver,38315,15934,5231, **,other,3,2,-1.3125,other,5231,False,False,False
g067_clean,67,clean,stable,none,Green,Yellow,6724,21730,5231, **,other,2,4,3.015625,other,5231,False,False,False
g067_redundant,67,redundant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,2.6484375,other,5231,False,False,False
g067_irrelevant,67,irrelevant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,6,3.90625,other,5231,False,False,False
g067_paraphrase,67,paraphrase,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.7109375,other,5231,False,False,False
g067_weak_distractor,67,weak_distractor,competition,none,Green,Yellow,6724,21730,5231, **,other,2,7,4.0390625,other,5231,False,False,False
g067_competition_balanced,67,competition_balanced,competition,none,Green,Yellow,6724,21730,5231, **,other,2,6,3.7578125,other,5231,False,False,False
g067_direct_conflict,67,direct_conflict,competition,none,Green,Yellow,6724,21730,5231, **,other,2,4,3.125,other,5231,False,False,False
g067_closure_update,67,closure_update,closure,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.6796875,other,5231,False,False,False
g067_closure_override,67,closure_override,closure,none,Green,Yellow,6724,21730,5231, **,other,3,2,-1.6953125,other,5231,False,False,False
g067_exception_override,67,exception_override,closure,none,Green,Yellow,6724,21730,5231, **,other,3,2,-2.4609375,other,5231,False,False,False
g068_clean,68,clean,stable,none,North,South,4612,4316,5231, **,other,2,3,1.7265625,other,5231,False,False,False
g068_redundant,68,redundant,stable,none,North,South,4612,4316,5231, **,other,2,3,2.0859375,other,5231,False,False,False
g068_irrelevant,68,irrelevant,stable,none,North,South,4612,4316,4612, North,clean,1,4,3.1875,clean,4612,False,False,False
g068_paraphrase,68,paraphrase,stable,none,North,South,4612,4316,5231, **,other,2,3,0.046875,other,5231,False,False,False
g068_weak_distractor,68,weak_distractor,competition,none,North,South,4612,4316,4612, North,clean,1,3,3.2265625,clean,4612,False,False,False
g068_competition_balanced,68,competition_balanced,competition,none,North,South,4612,4316,5231, **,other,2,3,2.03125,other,5231,False,False,False
g068_direct_conflict,68,direct_conflict,competition,none,North,South,4612,4316,5231, **,other,2,3,1.4921875,other,5231,False,False,False
g068_closure_update,68,closure_update,closure,none,North,South,4612,4316,5231, **,other,2,3,0.8203125,other,5231,False,False,False
g068_closure_override,68,closure_override,closure,none,North,South,4612,4316,4316, South,conflict,3,1,-2.0625,conflict,4316,False,False,False
g068_exception_override,68,exception_override,closure,none,North,South,4612,4316,5231, **,other,3,2,-1.6484375,other,5231,False,False,False
g069_clean,69,clean,stable,none,East,West,5571,4589,5231, **,other,2,3,2.140625,other,5231,False,False,False
g069_redundant,69,redundant,stable,none,East,West,5571,4589,5231, **,other,2,3,2.2109375,other,5231,False,False,False
g069_irrelevant,69,irrelevant,stable,none,East,West,5571,4589,5571, East,clean,1,4,3.8046875,clean,5571,False,False,False
g069_paraphrase,69,paraphrase,stable,none,East,West,5571,4589,5231, **,other,2,4,1.5,other,5231,False,False,False
g069_weak_distractor,69,weak_distractor,competition,none,East,West,5571,4589,5231, **,other,2,5,3.6953125,other,5231,False,False,False
g069_competition_balanced,69,competition_balanced,competition,none,East,West,5571,4589,5571, East,clean,1,3,2.8203125,clean,5571,False,False,False
g069_direct_conflict,69,direct_conflict,competition,none,East,West,5571,4589,5231, **,other,2,3,2.25,other,5231,False,False,False
g069_closure_update,69,closure_update,closure,none,East,West,5571,4589,5231, **,other,2,4,2.7109375,other,5231,False,False,False
g069_closure_override,69,closure_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-0.703125,other,5231,False,False,False
g069_exception_override,69,exception_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-0.578125,other,5231,False,False,False
g073_clean,73,clean,stable,none,Green,Yellow,6724,21730,5231, **,other,2,6,2.90625,other,5231,False,False,False
g073_redundant,73,redundant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,5,2.8828125,other,5231,False,False,False
