prompt_id,problem_id,condition,mechanism,mechanism_id,expression,correct_value,distractor_value,clean_label,conflict_label,prompt,final_clean_logit,final_conflict_logit,final_margin,pair_choice
lexical_002_paraphrase,2,paraphrase,stable,0,category=metal,Copper,Triangle,Copper,Triangle,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category metal.
Candidate 1: Copper
Candidate 2: Triangle
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.5546875,6.0195312,3.5351562,clean
lexical_002_untrusted_conflict,2,untrusted_conflict,competition,1,category=metal,Copper,Triangle,Copper,Triangle,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Copper
Candidate 2: Triangle
An unverified note claims Triangle. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.2734375,12.1328125,-2.859375,conflict
lexical_002_asserted_conflict,2,asserted_conflict,competition,1,category=metal,Copper,Triangle,Copper,Triangle,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Copper
Candidate 2: Triangle
A previous annotator selected Triangle. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.859375,9.046875,0.8125,clean
lexical_002_explicit_correction,2,explicit_correction,closure,2,category=metal,Copper,Triangle,Copper,Triangle,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Copper
Candidate 2: Triangle
Initial note: Triangle. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.8515625,10.359375,0.4921875,clean
lexical_002_final_recheck,2,final_recheck,closure,2,category=metal,Copper,Triangle,Copper,Triangle,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Copper
Candidate 2: Triangle
Draft answer: Triangle. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.9921875,7.7382812,2.2539062,clean
lexical_003_clean,3,clean,stable,0,category=shape,Circle,Ocean,Circle,Ocean,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Ocean
Candidate 2: Circle
Which candidate belongs to the target category?
Answer with exactly one candidate word:",12.90625,13.921875,-1.015625,conflict
lexical_003_paraphrase,3,paraphrase,stable,0,category=shape,Circle,Ocean,Circle,Ocean,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category shape.
Candidate 1: Ocean
Candidate 2: Circle
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.421875,9.171875,1.25,clean
lexical_003_untrusted_conflict,3,untrusted_conflict,competition,1,category=shape,Circle,Ocean,Circle,Ocean,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Ocean
Candidate 2: Circle
An unverified note claims Ocean. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",11.03125,13.8984375,-2.8671875,conflict
lexical_003_asserted_conflict,3,asserted_conflict,competition,1,category=shape,Circle,Ocean,Circle,Ocean,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Ocean
Candidate 2: Circle
A previous annotator selected Ocean. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.8203125,11.0546875,-0.234375,conflict
lexical_003_explicit_correction,3,explicit_correction,closure,2,category=shape,Circle,Ocean,Circle,Ocean,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Ocean
Candidate 2: Circle
Initial note: Ocean. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.7578125,13.0234375,-2.265625,conflict
lexical_003_final_recheck,3,final_recheck,closure,2,category=shape,Circle,Ocean,Circle,Ocean,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Ocean
Candidate 2: Circle
Draft answer: Ocean. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.6328125,10.9140625,-2.28125,conflict
lexical_004_clean,4,clean,stable,0,category=landscape feature,River,Sun,River,Sun,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: landscape feature.
Candidate 1: River
Candidate 2: Sun
Which candidate belongs to the target category?
Answer with exactly one candidate word:",12.4921875,11.046875,1.4453125,clean
lexical_004_paraphrase,4,paraphrase,stable,0,category=landscape feature,River,Sun,River,Sun,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category landscape feature.
Candidate 1: River
Candidate 2: Sun
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.28125,6.9960938,1.2851562,clean
lexical_004_untrusted_conflict,4,untrusted_conflict,competition,1,category=landscape feature,River,Sun,River,Sun,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: landscape feature.
Candidate 1: River
Candidate 2: Sun
An unverified note claims Sun. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",11.3828125,11.0,0.3828125,clean
lexical_004_asserted_conflict,4,asserted_conflict,competition,1,category=landscape feature,River,Sun,River,Sun,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: landscape feature.
Candidate 1: River
Candidate 2: Sun
A previous annotator selected Sun. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.53125,9.34375,0.1875,clean
lexical_004_explicit_correction,4,explicit_correction,closure,2,category=landscape feature,River,Sun,River,Sun,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: landscape feature.
Candidate 1: River
Candidate 2: Sun
Initial note: Sun. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",11.0703125,10.0,1.0703125,clean
lexical_004_final_recheck,4,final_recheck,closure,2,category=landscape feature,River,Sun,River,Sun,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: landscape feature.
Candidate 1: River
Candidate 2: Sun
Draft answer: Sun. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.3984375,7.8476562,0.55078125,clean
lexical_005_clean,5,clean,stable,0,category=sky object,Sun,Orange,Sun,Orange,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: sky object.
Candidate 1: Orange
Candidate 2: Sun
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.234375,10.6875,-1.453125,conflict
lexical_005_paraphrase,5,paraphrase,stable,0,category=sky object,Sun,Orange,Sun,Orange,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category sky object.
Candidate 1: Orange
Candidate 2: Sun
Which candidate belongs to the target category?
Answer with exactly one candidate word:",5.7773438,8.09375,-2.3164062,conflict
lexical_005_untrusted_conflict,5,untrusted_conflict,competition,1,category=sky object,Sun,Orange,Sun,Orange,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: sky object.
Candidate 1: Orange
Candidate 2: Sun
An unverified note claims Orange. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.8046875,11.078125,-2.2734375,conflict
lexical_005_asserted_conflict,5,asserted_conflict,competition,1,category=sky object,Sun,Orange,Sun,Orange,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: sky object.
Candidate 1: Orange
Candidate 2: Sun
A previous annotator selected Orange. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",6.53125,8.03125,-1.5,conflict
lexical_005_explicit_correction,5,explicit_correction,closure,2,category=sky object,Sun,Orange,Sun,Orange,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: sky object.
Candidate 1: Orange
Candidate 2: Sun
Initial note: Orange. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.5859375,10.9140625,-3.328125,conflict
lexical_005_final_recheck,5,final_recheck,closure,2,category=sky object,Sun,Orange,Sun,Orange,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: sky object.
Candidate 1: Orange
Candidate 2: Sun
Draft answer: Orange. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",5.2460938,7.0351562,-1.7890625,conflict
lexical_006_clean,6,clean,stable,0,category=fruit,Apple,Green,Apple,Green,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: fruit.
Candidate 1: Apple
Candidate 2: Green
Which candidate belongs to the target category?
Answer with exactly one candidate word:",12.4140625,11.0078125,1.40625,clean
lexical_006_paraphrase,6,paraphrase,stable,0,category=fruit,Apple,Green,Apple,Green,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category fruit.
Candidate 1: Apple
Candidate 2: Green
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.921875,7.84375,2.078125,clean
lexical_006_untrusted_conflict,6,untrusted_conflict,competition,1,category=fruit,Apple,Green,Apple,Green,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: fruit.
Candidate 1: Apple
Candidate 2: Green
An unverified note claims Green. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.421875,11.3828125,-0.9609375,conflict
lexical_006_asserted_conflict,6,asserted_conflict,competition,1,category=fruit,Apple,Green,Apple,Green,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: fruit.
Candidate 1: Apple
Candidate 2: Green
A previous annotator selected Green. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.0234375,9.828125,-0.8046875,conflict
lexical_006_explicit_correction,6,explicit_correction,closure,2,category=fruit,Apple,Green,Apple,Green,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: fruit.
Candidate 1: Apple
Candidate 2: Green
Initial note: Green. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.9375,11.0234375,-0.0859375,conflict
lexical_006_final_recheck,6,final_recheck,closure,2,category=fruit,Apple,Green,Apple,Green,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: fruit.
Candidate 1: Apple
Candidate 2: Green
Draft answer: Green. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.2851562,8.46875,-1.1835938,conflict
lexical_007_clean,7,clean,stable,0,category=colour,Blue,Copper,Blue,Copper,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: colour.
Candidate 1: Copper
Candidate 2: Blue
Which candidate belongs to the target category?
Answer with exactly one candidate word:",11.4609375,13.484375,-2.0234375,conflict
lexical_007_paraphrase,7,paraphrase,stable,0,category=colour,Blue,Copper,Blue,Copper,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category colour.
Candidate 1: Copper
Candidate 2: Blue
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.2773438,8.53125,-1.2539062,conflict
lexical_007_untrusted_conflict,7,untrusted_conflict,competition,1,category=colour,Blue,Copper,Blue,Copper,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: colour.
Candidate 1: Copper
Candidate 2: Blue
An unverified note claims Copper. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.453125,12.171875,-2.71875,conflict
lexical_007_asserted_conflict,7,asserted_conflict,competition,1,category=colour,Blue,Copper,Blue,Copper,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: colour.
Candidate 1: Copper
Candidate 2: Blue
A previous annotator selected Copper. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.9296875,10.796875,-0.8671875,conflict
lexical_007_explicit_correction,7,explicit_correction,closure,2,category=colour,Blue,Copper,Blue,Copper,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: colour.
Candidate 1: Copper
Candidate 2: Blue
Initial note: Copper. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.3984375,13.171875,-3.7734375,conflict
lexical_007_final_recheck,7,final_recheck,closure,2,category=colour,Blue,Copper,Blue,Copper,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: colour.
Candidate 1: Copper
Candidate 2: Blue
Draft answer: Copper. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",3.9433594,10.5234375,-6.580078,conflict
lexical_008_clean,8,clean,stable,0,category=direction,South,Square,South,Square,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: South
Candidate 2: Square
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.5195312,8.6484375,-1.1289062,conflict
lexical_008_paraphrase,8,paraphrase,stable,0,category=direction,South,Square,South,Square,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category direction.
Candidate 1: South
Candidate 2: Square
Which candidate belongs to the target category?
Answer with exactly one candidate word:",4.2421875,3.6035156,0.6386719,clean
lexical_008_untrusted_conflict,8,untrusted_conflict,competition,1,category=direction,South,Square,South,Square,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: South
Candidate 2: Square
An unverified note claims Square. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",5.6171875,9.125,-3.5078125,conflict
lexical_008_asserted_conflict,8,asserted_conflict,competition,1,category=direction,South,Square,South,Square,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: South
Candidate 2: Square
A previous annotator selected Square. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",4.8867188,6.21875,-1.3320312,conflict
lexical_008_explicit_correction,8,explicit_correction,closure,2,category=direction,South,Square,South,Square,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: South
Candidate 2: Square
Initial note: Square. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",5.7148438,8.8671875,-3.1523438,conflict
lexical_008_final_recheck,8,final_recheck,closure,2,category=direction,South,Square,South,Square,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: South
Candidate 2: Square
Draft answer: Square. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",2.8925781,6.171875,-3.2792969,conflict
lexical_009_clean,9,clean,stable,0,category=metal,Silver,Forest,Silver,Forest,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Forest
Candidate 2: Silver
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.171875,13.078125,-3.90625,conflict
lexical_009_paraphrase,9,paraphrase,stable,0,category=metal,Silver,Forest,Silver,Forest,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category metal.
Candidate 1: Forest
Candidate 2: Silver
Which candidate belongs to the target category?
Answer with exactly one candidate word:",6.6328125,8.65625,-2.0234375,conflict
lexical_009_untrusted_conflict,9,untrusted_conflict,competition,1,category=metal,Silver,Forest,Silver,Forest,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Forest
Candidate 2: Silver
An unverified note claims Forest. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.4921875,13.3515625,-4.859375,conflict
lexical_009_asserted_conflict,9,asserted_conflict,competition,1,category=metal,Silver,Forest,Silver,Forest,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Forest
Candidate 2: Silver
A previous annotator selected Forest. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",6.125,10.625,-4.5,conflict
lexical_009_explicit_correction,9,explicit_correction,closure,2,category=metal,Silver,Forest,Silver,Forest,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Forest
Candidate 2: Silver
Initial note: Forest. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.5703125,12.296875,-3.7265625,conflict
lexical_009_final_recheck,9,final_recheck,closure,2,category=metal,Silver,Forest,Silver,Forest,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Forest
Candidate 2: Silver
Draft answer: Forest. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",6.3164062,10.1015625,-3.7851562,conflict
lexical_010_clean,10,clean,stable,0,category=shape,Square,Star,Square,Star,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Square
Candidate 2: Star
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.1328125,9.421875,0.7109375,clean
lexical_010_paraphrase,10,paraphrase,stable,0,category=shape,Square,Star,Square,Star,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category shape.
Candidate 1: Square
Candidate 2: Star
Which candidate belongs to the target category?
Answer with exactly one candidate word:",6.03125,4.7617188,1.2695312,clean
lexical_010_untrusted_conflict,10,untrusted_conflict,competition,1,category=shape,Square,Star,Square,Star,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Square
Candidate 2: Star
An unverified note claims Star. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.5742188,10.1015625,-2.5273438,conflict
lexical_010_asserted_conflict,10,asserted_conflict,competition,1,category=shape,Square,Star,Square,Star,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Square
Candidate 2: Star
A previous annotator selected Star. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",5.4960938,8.0625,-2.5664062,conflict
lexical_010_explicit_correction,10,explicit_correction,closure,2,category=shape,Square,Star,Square,Star,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Square
Candidate 2: Star
Initial note: Star. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.7890625,8.453125,0.3359375,clean
