prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,split,R_L19,dR_L19,R_L20,dR_L20,R_L21,dR_L21,R_L22,dR_L22,R_L23,dR_L23,R_L24,dR_L24,R_L25,dR_L25,DeltaU
g002_redundant,2,0,2,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Repeated confirmation: Ava still goes through Bela.
Repeated confirmation: Bela still points to North.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",discovery,-0.2924046,0.046188712,1.0696499,-0.45973337,1.3266304,-0.5143132,-1.4777184,-0.7145767,-0.8323021,-0.5816221,-0.6488724,-0.38046455,-1.7444668,-0.35770988,1.7939596
g002_irrelevant,2,0,2,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Irrelevant fact: Cora is associated with East.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",discovery,-0.39663202,-0.05803871,1.5161188,-0.013264537,1.515775,-0.3251686,-1.4554977,-0.6923561,-1.0966072,-0.84592724,-0.66080093,-0.3923931,-1.5794106,-0.19265366,1.7963897
g002_paraphrase,2,0,2,paraphrase,relation_preserving,stable,North,South,East,"In this example, Ava reaches Bela.
The destination connected to Bela is North.
Based on those two links, select the label for Ava: North or South.
Answer:",discovery,-0.8645009,-0.5259076,0.025267601,-1.5041157,0.82880545,-1.0121381,3.1599207,3.9230623,3.616372,3.867052,4.1387615,4.4071693,3.0112858,4.3980427,10.849584
g002_weak_distractor,2,0,2,weak_distractor,structure_changing,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",discovery,-0.27076963,0.06782368,0.7448642,-0.7845191,1.0858579,-0.7550857,-1.266367,-0.5032253,-0.8462162,-0.59553623,-0.82826805,-0.5598602,-1.8462582,-0.45950127,1.6698998
g002_competition_balanced,2,0,2,competition_balanced,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Competing fact: Ava is also associated with South.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",discovery,-0.3600026,-0.021409303,0.0402143,-1.489169,0.27814865,-1.5627949,-2.969407,-2.2062654,-2.6329927,-2.3823128,-2.196432,-1.9280243,-3.626608,-2.239851,-1.6850455
g002_direct_conflict,2,0,2,direct_conflict,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Direct conflicting fact: Ava points to South.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",discovery,-0.75644165,-0.41784835,0.04106152,-1.4883218,0.35731053,-1.483633,-2.7843962,-2.0212545,-2.928566,-2.677886,-3.269724,-3.001316,-4.710121,-3.3233643,-2.934603
g002_closure_update,2,0,2,closure_update,structure_changing,closure,North,South,East,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Old record: Bela points to North.
Updated record: Bela points to South, not North.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",discovery,-0.64271915,-0.30412585,-0.83427787,-2.3636613,-1.0425022,-2.8834457,-4.432047,-3.6689053,-4.3276567,-4.076977,-4.1676197,-3.899212,-5.845175,-4.458418,-5.539072
g002_closure_override,2,0,2,closure_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items that is part of Bela receive label North.
Override rule: in this case, items that is part of Bela receive label South.
Fact: Ava is part of Bela.
Question: Which label applies to Ava: North or South?
Answer with exactly one word:",discovery,-0.6238146,-0.28522128,-0.520962,-2.0503454,-1.5822488,-3.4231925,-4.440957,-3.6778154,-4.667941,-4.417261,-4.4803944,-4.2119865,-6.4506054,-5.0638485,-6.226037
g002_exception_override,2,0,2,exception_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items connected to Bela use label North.
Exception: Ava is a special case and uses label South.
Fact: Ava is connected to Bela.
Question: Which label applies to Ava: North or South?
Answer with exactly one word:",discovery,-0.47487524,-0.13628194,0.017721891,-1.5116614,-0.8663194,-2.707263,-3.7285395,-2.9653978,-4.561054,-4.3103743,-4.2969246,-4.028517,-6.102661,-4.715904,-5.509102
g003_clean,3,0,3,clean,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",discovery,1.1516416,0.0,1.4576356,0.0,3.1876066,0.0,3.350461,0.0,4.5471263,0.0,5.7176847,0.0,8.859455,0.0,2.8346574
g003_rename,3,0,3,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Ava is grouped under Bela.
Link two: Bela has label East.
Choose the label reached from Ava: East or West.
One word answer:",discovery,0.9425596,-0.209082,1.9700936,0.51245797,3.5848541,0.39724755,4.4213605,1.0708995,5.2051444,0.6580181,6.9067717,1.1890869,10.333185,1.4737301,5.081706
g003_permuted,3,0,3,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Bela has label East.
Fact 1: Ava is grouped under Bela.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",discovery,1.0902708,-0.06137085,1.471864,0.014228344,3.2719674,0.08436084,2.5501413,-0.8003197,3.2116356,-1.3354907,4.641962,-1.0757227,8.275098,-0.58435726,0.9573239
g003_redundant,3,0,3,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Repeated confirmation: Ava still goes through Bela.
Repeated confirmation: Bela still points to East.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",discovery,1.1835784,0.031936765,1.2847793,-0.17285633,2.8329654,-0.3546412,4.980884,1.6304231,6.0295343,1.482408,7.4144306,1.6967459,10.569816,1.7103605,6.0067205
g003_irrelevant,3,0,3,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Irrelevant fact: Cora is associated with Copper.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",discovery,1.3392696,0.18762803,1.7908852,0.33324957,3.5046616,0.317055,4.203633,0.8531718,5.148905,0.6017785,6.3199043,0.6022196,9.562241,0.7027855,4.2220707
g003_paraphrase,3,0,3,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Ava reaches Bela.
The destination connected to Bela is East.
Based on those two links, select the label for Ava: East or West.
Answer:",discovery,1.9834733,0.8318317,2.3907464,0.9331107,3.3988485,0.21124196,6.4050975,3.0546365,8.228561,3.681435,10.305011,4.587326,13.850977,4.991522,11.123159
g003_weak_distractor,3,0,3,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",discovery,1.0094628,-0.14217877,0.86391735,-0.5937183,1.9164785,-1.271128,2.8740158,-0.4764452,4.554722,0.007595539,6.741477,1.0237923,9.567183,0.70772743,3.4545925
g003_competition_balanced,3,0,3,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Competing fact: Ava is also associated with West.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",discovery,1.0888643,-0.06277728,0.29850924,-1.1591264,1.5268853,-1.6607213,1.0415583,-2.3089027,2.814252,-1.7328744,5.0673656,-0.6503191,7.639326,-1.220129,-0.13248444
g003_direct_conflict,3,0,3,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Direct conflicting fact: Ava has label West.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",discovery,0.7364991,-0.41514254,0.28122485,-1.1764108,1.5574074,-1.6301992,0.6346235,-2.7158375,1.4381981,-3.1089282,3.5357656,-2.181919,6.538,-2.321455,-2.4177287
g003_closure_update,3,0,3,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Old record: Bela has label East.
Updated record: Bela has label West, not East.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",discovery,0.6704845,-0.48115712,0.033401966,-1.4242337,0.4387858,-2.7488208,-1.176055,-4.526516,-0.41880894,-4.965935,0.945281,-4.7724037,3.9418736,-4.9175816,-6.9774094
g003_closure_override,3,0,3,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is grouped under Bela receive label East.
Override rule: in this case, items that is grouped under Bela receive label West.
Fact: Ava is grouped under Bela.
Question: Which label applies to Ava: East or West?
Answer with exactly one word:",discovery,0.73536736,-0.41627425,-0.00698328,-1.4646189,0.9334631,-2.2541435,0.34121275,-3.0092483,0.8644686,-3.6826577,2.5293465,-3.1883383,5.403612,-3.455843,-4.0511513
g003_exception_override,3,0,3,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Bela use label East.
Exception: Ava is a special case and uses label West.
Fact: Ava is connected to Bela.
Question: Which label applies to Ava: East or West?
Answer with exactly one word:",discovery,0.65731347,-0.49432814,0.41194868,-1.045687,1.619936,-1.5676706,1.280803,-2.069658,0.92187023,-3.625256,2.4852295,-3.2324553,5.0944643,-3.7649908,-3.7509296
g004_clean,4,1,0,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Darin belongs to Elo.
Fact 2: Elo is located at Copper.
Question: Which label is associated with Darin: Copper or Silver?
Answer with exactly one word:",discovery,-0.29050517,0.0,0.052077293,0.0,-0.075399876,0.0,-2.3515837,0.0,-1.925672,0.0,-1.0222635,0.0,-5.2539907,0.0,2.8346574
g004_rename,4,1,0,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Darin belongs to Elo.
Link two: Elo is located at Copper.
Choose the label reached from Darin: Copper or Silver.
One word answer:",discovery,-1.2676549,-0.9771497,-1.0289456,-1.0810229,-1.3464377,-1.2710378,-1.8895679,0.46201587,-2.288835,-0.363163,-1.3358912,-0.31362772,-3.3768473,1.8771434,3.4039998
g004_permuted,4,1,0,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Elo is located at Copper.
Fact 1: Darin belongs to Elo.
Question: Which label is associated with Darin: Copper or Silver?
Answer with exactly one word:",discovery,-0.1926372,0.097867966,0.51675737,0.46468008,0.02209127,0.097491145,-2.7024233,-0.3508396,-2.1227903,-0.19711828,-0.4743557,0.5479078,-5.031873,0.22211742,3.0776825
g004_redundant,4,1,0,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Darin belongs to Elo.
Fact 2: Elo is located at Copper.
Repeated confirmation: Darin still goes through Elo.
Repeated confirmation: Elo still points to Copper.
Question: Which label is associated with Darin: Copper or Silver?
Answer with exactly one word:",discovery,-0.4677558,-0.17725062,0.5573242,0.5052469,-0.15562534,-0.08022547,-0.58830667,1.763277,-0.0958302,1.8298419,1.1247749,2.1470385,-2.5547101,2.6992805,7.058202
g004_irrelevant,4,1,0,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Darin belongs to Elo.
Fact 2: Elo is located at Copper.
Irrelevant fact: Faye is associated with Gold.
Question: Which label is associated with Darin: Copper or Silver?
Answer with exactly one word:",discovery,-0.9919636,-0.70145845,-0.48233306,-0.53441036,0.16609442,0.2414943,-1.9451624,0.4064213,-0.7509074,1.1747646,-0.9349718,0.08729172,-5.0241814,0.22980928,3.703467
g004_paraphrase,4,1,0,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Darin reaches Elo.
The destination connected to Elo is Copper.
Based on those two links, select the label for Darin: Copper or Silver.
Answer:",discovery,-3.3589725,-3.0684674,-2.9930198,-3.045097,-2.6065485,-2.5311487,-1.7465273,0.6050564,0.68734336,2.6130154,2.752293,3.7745566,-0.98677397,4.2672167,8.228137
g004_weak_distractor,4,1,0,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Darin belongs to Elo.
Fact 2: Elo is located at Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Darin: Copper or Silver?
Answer with exactly one word:",discovery,-0.49034595,-0.19984078,0.2727872,0.22070992,-0.037402153,0.037997723,-0.46545592,1.8861278,0.54072237,2.4663944,0.5881367,1.6104002,-3.0765347,2.177456,6.825964
g004_competition_balanced,4,1,0,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Darin belongs to Elo.
Fact 2: Elo is located at Copper.
Competing fact: Darin is also associated with Silver.
Question: Which label is associated with Darin: Copper or Silver?
Answer with exactly one word:",discovery,-1.0448163,-0.7543111,-0.29090428,-0.34298158,-0.35125363,-0.27585375,-4.400524,-2.0489404,-3.4946299,-1.5689578,-2.7878366,-1.765573,-6.373611,-1.1196203,-0.38702345
g004_direct_conflict,4,1,0,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Darin belongs to Elo.
Fact 2: Elo is located at Copper.
Direct conflicting fact: Darin is located at Silver.
Question: Which label is associated with Darin: Copper or Silver?
Answer with exactly one word:",discovery,-1.2267131,-0.9362079,-0.45036185,-0.50243914,-0.55578864,-0.48038876,-4.855828,-2.504244,-4.70354,-2.7778678,-4.6261334,-3.60387,-7.2455473,-1.9915566,-2.701638
g004_closure_update,4,1,0,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Darin belongs to Elo.
Old record: Elo is located at Copper.
Updated record: Elo is located at Silver, not Copper.
Question: Which label is associated with Darin: Copper or Silver?
Answer with exactly one word:",discovery,-1.0437903,-0.75328517,-0.7412352,-0.7933125,-0.63483715,-0.5594373,-5.7363725,-3.3847888,-6.3957314,-4.4700594,-6.686134,-5.6638703,-8.64253,-3.3885398,-5.8029003
g004_closure_override,4,1,0,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that belongs to Elo receive label Copper.
Override rule: in this case, items that belongs to Elo receive label Silver.
Fact: Darin belongs to Elo.
Question: Which label applies to Darin: Copper or Silver?
Answer with exactly one word:",discovery,-0.9331889,-0.64268374,-0.91398865,-0.96606594,-0.466985,-0.3915851,-5.385477,-3.0338933,-7.9810467,-6.0553746,-8.863065,-7.8408012,-10.502541,-5.24855,-8.646753
g004_exception_override,4,1,0,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Elo use label Copper.
Exception: Darin is a special case and uses label Silver.
Fact: Darin is connected to Elo.
Question: Which label applies to Darin: Copper or Silver?
Answer with exactly one word:",discovery,-0.83281326,-0.5423081,-0.7072102,-0.7592875,-0.43719935,-0.36179948,-5.30018,-2.9485962,-7.499387,-5.5737147,-7.932152,-6.9098883,-9.680576,-4.4265857,-7.399661
