relative_path,bytes,sha256
architecture_continuity/independent_gate_recalculation.csv,4177,39eae5063d73d92ed45ea694e29295a73bac60eac02ddf0c862f696ac09cf5fd
architecture_continuity/independent_verification.json,5628,74dd4b7dbd4fb097d53cf8734d95b650daa00b93793d09600ae471c38a4bc74e
architecture_continuity/random_cross_task_condition_summary.csv,31609,89b23b9c5a9895b5ae4dde16f0e243ab80da5b872aafd45dfe9d1bf3c5e86c08
architecture_continuity/random_cross_task_fingerprint_nulls.csv,252598,9786448535c8948ca0d1f2bef674d077fc0e669843370dc016e206fba6188b1a
architecture_continuity/random_cross_task_gate_decision.json,712,3141df85d9fd08f8115a2c173354ed01fc7d0357b35219ad0b3c521caac26c34
architecture_continuity/random_cross_task_prompt_metrics.csv,236653,0df7f8a108b7853f6e19425928c395339616e815bce7972e49860f6faeb67676
architecture_continuity/random_cross_task_seed_pair_gate.csv,279,b823c98f7e8e655d9f228af1bc778c8b32c4c09f18c3d4740dfcb70a87f76089
architecture_continuity/random_cross_task_strong_nulls.csv,2188563,5ae48074dd1bac7d86fb6375c544953dafb096776175887726f4b63cb342f371
claim_boundary_ledger.csv,4707,52cb4c74a4dc2bec02909c9174822f82d693327b144bae9ededa6c4ac32317a8
execution_order/analysis_config.json,415,65a71c1c90233ed09fc1a0b5767fa4b9eb51353f2796620e48b7852fd8d32e6d
execution_order/independent_verification.json,986,76af4c64396ed40c87c0767f487e8711c0562a6d1561802a67642c721f63ef9e
execution_order/layer_order_behavior_gate.json,630,00044ff6022fb1a69a364bfce15c7b197857568c1bafb642d8472b6015630f46
execution_order/layer_order_behavior_prompt_metrics.csv,22870,dd47d87878cf0e80bb5dd2b7d8af082d153c4c1fff6f518300412d8a9f53faf2
execution_order/layer_order_behavior_summary.csv,755,2617bef2900d2526e31ac1622ea917ecea22355da2bcb630f4093a077dc4d1d8
execution_order/layer_order_geometry_contrasts.csv,364,8ffb874596130c0cd44dcd427c0382fc7d512d2aa1ea66c06b77fa32d84f447e
figure_source_data/extended_data13a_random_relation_continuity.csv,2516,8c2d7981be73976097b98d7626d72161048ea6dde35674d6b022376b628c5133
figure_source_data/extended_data13b_order_function_dissociation.csv,430,0ab16d993b9418391650eef858ec705316270503fb72d3fb42c334ce0860b6f8
figure_source_data/extended_data13c_incremental_path_memory.csv,154,3f89973249775aaa70baeb644dd5335bcc2be7e9aeb5e94d561dac3b82f9a1fb
figure_source_data/extended_data13d_llama_radial_dose.csv,4409,f0718918b3f3fc6ba0344c33b875635e86f9939f5f640101fa38eeb949e1bb9e
figure_source_data/extended_data14a_component_swap.csv,2223,fdb2ba8ca05624bb834deba249c2621f3d8d54c67178fe8446abec8a0c47b9f9
figure_source_data/extended_data14b_component_interactions.csv,336,ac82e95992d001e82d32dbbc92aab1b69ecf4f1387797a2115d3910385266754
figure_source_data/extended_data14c_candidate_coordinate_training.csv,956,2288b7f6561721b1b42e1e7ad9504d4ed0c5345aa6f1f7c19672740eca6df6d2
figure_source_data/extended_data14d_fixed_coordinate_transfer.csv,741,bc6673bf07c11eb25d62d7a59a0f53f436f9974ebf3a03fe097241a9ff10f9ca
incremental_path_history/analysis_config.json,476,5901af64047892c47acb70b466207968dd5620b2ce5513a7775c79c1e985a63a
incremental_path_history/independent_verification.json,1327,0c505853eee4b08ea80d5de2cdcf72bc398aa3ab5574200fd9a40cdb4369f05c
incremental_path_history/trajectory_feature_model_performance.csv,7643,6ec63327fd752a36421bf9e3ec323daac860f0356930ca62390b54d47346fb3c
incremental_path_history/trajectory_feature_model_predictions.csv,1073396,e3b8beb8ee9e01c4a6f093c8ff1b56d60691f9b1207a4bb145076d44a36f4a13
incremental_path_history/trajectory_incremental_comparisons.csv,8680,25f5871803284c5015b7be390b76c1e7efc76e67cd05a5ac1200818e3e2942ab
incremental_path_history/trajectory_incremental_condition_gates.csv,680,522a2bace1098e6e02e495e0832e12fc84b94114f2f28b7d8cfdafd3c8c2de20
incremental_path_history/trajectory_incremental_gate.json,433,60e64511c104e7f63e819f44e476954a67e5c0ab5471f48a9582f8f360ae8b56
incremental_path_history/trajectory_order_nulls.csv,183407,86de8ebf583bca870fcb37673c439007b6b3ad0aed246e08e3095070b27d21a3
llama_radial_exponent/analysis_config.json,384,09391d3732f8f57ff6071ef6639e1d2fd70f4562bda056d1114a63bee9ecf164
llama_radial_exponent/llama_radial_exponent_donor_nulls.csv,1106608,afdc09cc94fac6cac924d6b44452fd988d5e605f694b9fb8938902f078e722b9
llama_radial_exponent/llama_radial_exponent_gate.json,426,eca8cc63f2976c290bdfe70f0db9d3f86163e304d327573009138d7af73556f8
llama_radial_exponent/llama_radial_exponent_monotonicity.csv,337,986959a3c5eb9878e8cae2741c0b994afbaf09d0e4eb07c293c39657c1f6820b
llama_radial_exponent/llama_radial_exponent_prompt_metrics.csv,703571,dbea776c6e61b2a64e727d772b62791a3c59b3681d6d81793ccde426b1ddffdd
llama_radial_exponent/llama_radial_exponent_summary.csv,13158,be5197d3c0fd02b27666fbb7a3718f03c4dbce9726c93d7a53afd9be52393a75
llama_radial_scale/analysis_config.json,436,8d6adf0d5a3f0416e2c0493228868e0e991e8ded85565695953984da17d9c5cc
llama_radial_scale/llama_norm_schedule_prompt_diagnostics.csv,72550,f705413489ab0072676df255b187affa255bd3cb9519853f26054e9eb7405494
llama_radial_scale/llama_radial_scale_gate.json,656,347e99eaefa8a2ce73fabc1c187216fbd4cd07142c8ce35c77cb6665c67cc4fa
llama_radial_scale/llama_radial_surrogate_donor_nulls.csv,223530,aa3e9c21ed241a532e10c2f5cd040339ddff86aeb0adb73c2d786a652c3e4de8
llama_radial_scale/llama_radial_surrogate_prompt_metrics.csv,256848,a52247782c4ecdac86648b2921c28408f9d036d8ae3d82ef48ab549ec8b57108
llama_radial_scale/llama_radial_surrogate_summary.csv,3910,11ee6dbefa51d59dd3ed6e1de0c5b8b1632f61cf8c18f3b75bc9933ea148d67c
llama_residual_coordinates/analysis_config.json,306,a1239c5d5a85f64c4ab0592ae811f3595399af9d6936383645b1973c43d96b3c
llama_residual_coordinates/extraction_coordinate_audit.csv,1625,fc93dca3e24e48a9e6640eec667aa989446bccc429a480aa2933e11b6764656e
llama_residual_coordinates/independent_verification.json,4769,bd981fc7dfaa2c23e8c11abb4a0a5124daff20aaf289f6e5db2d9ebc1785c2c1
llama_residual_coordinates/llama_residual_coordinate_gate.json,749,cf10bcc476d87b72a3d04bc9ec248600fefae1f95101b6e2a39ea53ecb6411e1
llama_residual_coordinates/llama_residual_coordinate_summary.csv,10257,dd83d3476ccede967a5cc53729354e4f26034a3853e7afabf602525d33f32870
llama_residual_coordinates/llama_residual_donor_nulls.csv,563233,9e8370c2728b1ccbe778dc5e8c00f80e2d3418a349c4156cf44400226ecb9f50
llama_residual_coordinates/llama_residual_prompt_metrics.csv,683170,82d16065cc9ba88ad6655bfff9bee8ed562c0ec2c09b9366b0010ce37ce012ef
mixed_arithmetic_replication/analysis_config.json,449,bd293ae25535447f3b311de60e4344d55103e10bb46186e9abcc357bbc20dbe0
mixed_arithmetic_replication/independent_verification.json,1324,1e1e2d6aa1ee72775d98547417006c58525f4c9953c91f0b336d935e0cacf55a
mixed_arithmetic_replication/trajectory_feature_model_performance.csv,3795,1a79ade5b243d46c26e4b60c0c484751250102a3fec6616d681a11fb14e19982
mixed_arithmetic_replication/trajectory_feature_model_predictions.csv,530251,f2663568a730c1d4c8264571ae9183fb10cf316e49b32540e8a45974ce81200d
mixed_arithmetic_replication/trajectory_incremental_comparisons.csv,4295,8ec8d539744381b73528feb4943cb575e6bbbcae2b72183dc151e271b47cd950
mixed_arithmetic_replication/trajectory_incremental_condition_gates.csv,359,dc2d5f4cafc178fcc047ce32c6283602f0a07ff0c42065bcf3d2ab58aa7f1166
mixed_arithmetic_replication/trajectory_incremental_gate.json,432,334f61e96fe5b4da58323ed6774a7572ef5c7e3b11cfd1d1c2a8eb7345b4706d
mixed_arithmetic_replication/trajectory_order_nulls.csv,88993,f0e489d37e1ce2602c61926376fcbb4f97ca647a45bfa6c363c975f52f20f743
pythia_component_compatibility/component_swap_prompt_outcomes.csv,65595,4c56a9cb79d7bed8ae6ca80d408aadedc4bfdedaecf16037bc85609ba3ab5423
pythia_component_compatibility/component_swap_summary.csv,2303,29f91c20a37dd46b7b13719a2e18ae289b28ad62b2e6ce4cc9684123db2a99aa
pythia_component_compatibility/gate_decision.json,908,0a5287b729ac96520c1890a33a5e385570fd7770ef43c80af49073378459ecba
pythia_component_compatibility/independent_verification.json,2151,b16cb242b6b713773662422a4a01069ad4ac2f2925751ababa408bf1b018c963
pythia_component_compatibility/lexical_cloze_subset.csv,41624,55b0f4909d7050d48e8b6bc8f7f1d235b01ed1d17186cb81741300dc52fb827e
pythia_component_compatibility/orthogonal_factorial_effects.csv,3114,ebed778cce5f6ecdf44d6637eb08e8485ca6a3dd540d2dbcada865039bc7ec86
pythia_component_compatibility/paired_condition_differences.csv,5138,320cb954291aa6255595332b7abbae7acca04102e1557c7b5dd6ad87915069fe
pythia_component_compatibility/run_metadata.json,2112,7072d438e48049f816d1d607f89cc9c42fd5395e011b6de3207db5b5a2fc56d2
pythia_component_compatibility/training_checkpoint_prompt_outcomes.csv,18839,33ba13a00954148acfd2e0bec75151eb86f0b11f11316825c1460abdbd25562e
pythia_training_coordinates/category_label_permutation_nulls.csv,191624,463df74575808d080c9b6af01c38cff78f480761693c6552a1b157d44a4f6317
pythia_training_coordinates/final_metric_transfer_summary.csv,1762,417c0eba12e59df94fb9099fe7e737343c62521b37f89c6b9c69e710c919f576
pythia_training_coordinates/gate_decision.json,907,19a844f38679f8e260f0c16a3eee468b2d3cd5b0c11a798c3588e9890818f0fd
pythia_training_coordinates/heldout_word_folds.csv,1564,54ee9bb78b1eacdc5dbfd7eb0377ad47797ba955b24f94bdb3f4d233c8df6ad6
pythia_training_coordinates/independent_verification.json,2049,c78e2bee3b75386579f7bd187c83b2f027ebe5ac397b4d9ee00b7751e1b1838a
pythia_training_coordinates/model_native_candidate_metric_prompt.csv,28197,8106674ef4f56f1c937d2583f4dae439d18a37bbd84241c24382eae9f7a3a776
pythia_training_coordinates/model_native_candidate_metric_summary.csv,1830,35af526003807ba4d1625f5adfb89f420d0e46913edf7f00278d2e65725c8a08
pythia_training_coordinates/run_metadata.json,1090,7a16882528d32d335de701d8f98ef7a54a4d35a02c6e8b77a7073dfb0a831605
pythia_training_coordinates/within_checkpoint_category_metric_summary.csv,1530,c100ef852d685ab93d9696ec80cfffdb7d8390d27b443f2af658c49ceb331123
README.md,1362,71a1a9af44861c623d8b273e5be712d4b4268a1c96fefd23f93fbc06e5bf06cd
release_verification.json,322,c3d84e0bd00c73df71e9f30155b247bfc4d4dd0b671526e9251d89aee8051ba9
