revision,training_step,prompt_id,problem_id,candidate_margin,pair_correct
step128,128,lexical_060_clean,60,-0.284912109375,False
step128,128,lexical_061_clean,61,0.2666015625,True
step128,128,lexical_062_clean,62,0.37548828125,True
step128,128,lexical_063_clean,63,1.4521484375,True
step1000,1000,lexical_000_clean,0,0.90234375,True
step1000,1000,lexical_001_clean,1,1.1142578125,True
step1000,1000,lexical_003_clean,3,0.55078125,True
step1000,1000,lexical_004_clean,4,0.466796875,True
step1000,1000,lexical_005_clean,5,1.8671875,True
step1000,1000,lexical_006_clean,6,-0.7841796875,False
step1000,1000,lexical_008_clean,8,0.13525390625,True
step1000,1000,lexical_009_clean,9,-0.1142578125,False
step1000,1000,lexical_010_clean,10,0.119140625,True
step1000,1000,lexical_011_clean,11,0.564453125,True
step1000,1000,lexical_012_clean,12,0.533203125,True
step1000,1000,lexical_013_clean,13,1.0791015625,True
step1000,1000,lexical_014_clean,14,1.998046875,True
step1000,1000,lexical_015_clean,15,-0.15283203125,False
step1000,1000,lexical_016_clean,16,1.9716796875,True
step1000,1000,lexical_018_clean,18,-1.5078125,False
step1000,1000,lexical_019_clean,19,-0.693359375,False
step1000,1000,lexical_020_clean,20,2.140625,True
step1000,1000,lexical_021_clean,21,1.9453125,True
step1000,1000,lexical_022_clean,22,-0.0361328125,False
step1000,1000,lexical_023_clean,23,1.0517578125,True
step1000,1000,lexical_024_clean,24,-0.5078125,False
step1000,1000,lexical_025_clean,25,-0.0546875,False
step1000,1000,lexical_026_clean,26,0.90625,True
step1000,1000,lexical_028_clean,28,-0.208984375,False
step1000,1000,lexical_029_clean,29,3.25390625,True
step1000,1000,lexical_031_clean,31,-0.3828125,False
step1000,1000,lexical_033_clean,33,1.5712890625,True
step1000,1000,lexical_034_clean,34,-0.8662109375,False
step1000,1000,lexical_035_clean,35,3.06640625,True
step1000,1000,lexical_036_clean,36,-0.5986328125,False
step1000,1000,lexical_037_clean,37,0.7568359375,True
step1000,1000,lexical_038_clean,38,-0.1943359375,False
step1000,1000,lexical_039_clean,39,1.400390625,True
step1000,1000,lexical_040_clean,40,0.666015625,True
step1000,1000,lexical_041_clean,41,2.55859375,True
step1000,1000,lexical_042_clean,42,0.830078125,True
step1000,1000,lexical_043_clean,43,0.298583984375,True
step1000,1000,lexical_046_clean,46,-0.626953125,False
step1000,1000,lexical_047_clean,47,0.85595703125,True
step1000,1000,lexical_048_clean,48,1.4912109375,True
step1000,1000,lexical_049_clean,49,1.365234375,True
step1000,1000,lexical_050_clean,50,1.1875,True
step1000,1000,lexical_052_clean,52,0.921875,True
step1000,1000,lexical_053_clean,53,0.603515625,True
step1000,1000,lexical_054_clean,54,2.4375,True
step1000,1000,lexical_055_clean,55,-1.671875,False
step1000,1000,lexical_057_clean,57,0.83740234375,True
step1000,1000,lexical_059_clean,59,-0.46484375,False
step1000,1000,lexical_060_clean,60,-0.287109375,False
step1000,1000,lexical_061_clean,61,-0.5390625,False
step1000,1000,lexical_062_clean,62,-0.292724609375,False
step1000,1000,lexical_063_clean,63,2.7734375,True
step4000,4000,lexical_000_clean,0,4.4609375,True
step4000,4000,lexical_001_clean,1,7.625,True
step4000,4000,lexical_003_clean,3,-0.8203125,False
step4000,4000,lexical_004_clean,4,2.5625,True
step4000,4000,lexical_005_clean,5,4.03125,True
step4000,4000,lexical_006_clean,6,-0.4296875,False
step4000,4000,lexical_008_clean,8,7.84765625,True
step4000,4000,lexical_009_clean,9,7.73828125,True
step4000,4000,lexical_010_clean,10,-3.796875,False
step4000,4000,lexical_011_clean,11,-1.6015625,False
step4000,4000,lexical_012_clean,12,-0.3046875,False
step4000,4000,lexical_013_clean,13,3.265625,True
step4000,4000,lexical_014_clean,14,8.1875,True
step4000,4000,lexical_015_clean,15,4.90625,True
step4000,4000,lexical_016_clean,16,7.8515625,True
step4000,4000,lexical_018_clean,18,-1.1640625,False
step4000,4000,lexical_019_clean,19,0.6953125,True
step4000,4000,lexical_020_clean,20,1.078125,True
step4000,4000,lexical_021_clean,21,2.65625,True
step4000,4000,lexical_022_clean,22,6.3046875,True
step4000,4000,lexical_023_clean,23,6.5859375,True
step4000,4000,lexical_024_clean,24,1.3515625,True
step4000,4000,lexical_025_clean,25,-1.6015625,False
step4000,4000,lexical_026_clean,26,1.890625,True
step4000,4000,lexical_028_clean,28,4.0390625,True
step4000,4000,lexical_029_clean,29,5.8828125,True
step4000,4000,lexical_031_clean,31,-1.3984375,False
step4000,4000,lexical_033_clean,33,5.3125,True
step4000,4000,lexical_034_clean,34,3.578125,True
step4000,4000,lexical_035_clean,35,2.9375,True
step4000,4000,lexical_036_clean,36,4.140625,True
step4000,4000,lexical_037_clean,37,3.921875,True
step4000,4000,lexical_038_clean,38,1.0625,True
step4000,4000,lexical_039_clean,39,2.09765625,True
step4000,4000,lexical_040_clean,40,4.140625,True
step4000,4000,lexical_041_clean,41,4.1953125,True
step4000,4000,lexical_042_clean,42,4.0390625,True
step4000,4000,lexical_043_clean,43,6.2578125,True
step4000,4000,lexical_046_clean,46,-0.3515625,False
step4000,4000,lexical_047_clean,47,2.2734375,True
step4000,4000,lexical_048_clean,48,-0.2109375,False
step4000,4000,lexical_049_clean,49,2.3828125,True
step4000,4000,lexical_050_clean,50,6.9609375,True
step4000,4000,lexical_052_clean,52,2.09375,True
step4000,4000,lexical_053_clean,53,0.6796875,True
step4000,4000,lexical_054_clean,54,3.1640625,True
step4000,4000,lexical_055_clean,55,-0.09375,False
step4000,4000,lexical_057_clean,57,8.9375,True
step4000,4000,lexical_059_clean,59,-4.7421875,False
step4000,4000,lexical_060_clean,60,1.921875,True
step4000,4000,lexical_061_clean,61,0.984375,True
step4000,4000,lexical_062_clean,62,2.8125,True
step4000,4000,lexical_063_clean,63,7.90234375,True
step16000,16000,lexical_000_clean,0,2.80859375,True
step16000,16000,lexical_001_clean,1,7.86328125,True
step16000,16000,lexical_003_clean,3,0.7890625,True
step16000,16000,lexical_004_clean,4,0.58984375,True
step16000,16000,lexical_005_clean,5,5.046875,True
step16000,16000,lexical_006_clean,6,0.05078125,True
step16000,16000,lexical_008_clean,8,9.421875,True
step16000,16000,lexical_009_clean,9,6.390625,True
step16000,16000,lexical_010_clean,10,-1.53125,False
step16000,16000,lexical_011_clean,11,0.2421875,True
step16000,16000,lexical_012_clean,12,-0.09765625,False
step16000,16000,lexical_013_clean,13,2.9921875,True
step16000,16000,lexical_014_clean,14,6.734375,True
step16000,16000,lexical_015_clean,15,4.0703125,True
step16000,16000,lexical_016_clean,16,6.80078125,True
step16000,16000,lexical_018_clean,18,-0.75390625,False
step16000,16000,lexical_019_clean,19,-1.3203125,False
step16000,16000,lexical_020_clean,20,1.73828125,True
step16000,16000,lexical_021_clean,21,3.05078125,True
step16000,16000,lexical_022_clean,22,7.703125,True
step16000,16000,lexical_023_clean,23,3.5859375,True
step16000,16000,lexical_024_clean,24,1.21484375,True
step16000,16000,lexical_025_clean,25,-2.08984375,False
step16000,16000,lexical_026_clean,26,1.68359375,True
step16000,16000,lexical_028_clean,28,2.24609375,True
step16000,16000,lexical_029_clean,29,6.6953125,True
step16000,16000,lexical_031_clean,31,0.71484375,True
step16000,16000,lexical_033_clean,33,5.4765625,True
step16000,16000,lexical_034_clean,34,3.689453125,True
step16000,16000,lexical_035_clean,35,3.31640625,True
step16000,16000,lexical_036_clean,36,5.29296875,True
step16000,16000,lexical_037_clean,37,3.93359375,True
step16000,16000,lexical_038_clean,38,2.9609375,True
step16000,16000,lexical_039_clean,39,3.0,True
step16000,16000,lexical_040_clean,40,3.466796875,True
step16000,16000,lexical_041_clean,41,4.07421875,True
step16000,16000,lexical_042_clean,42,2.86328125,True
step16000,16000,lexical_043_clean,43,5.953125,True
step16000,16000,lexical_046_clean,46,-0.91015625,False
step16000,16000,lexical_047_clean,47,1.7265625,True
step16000,16000,lexical_048_clean,48,0.28515625,True
step16000,16000,lexical_049_clean,49,2.55078125,True
step16000,16000,lexical_050_clean,50,6.1953125,True
step16000,16000,lexical_052_clean,52,0.91796875,True
step16000,16000,lexical_053_clean,53,-0.6484375,False
step16000,16000,lexical_054_clean,54,2.978515625,True
step16000,16000,lexical_055_clean,55,-0.65234375,False
step16000,16000,lexical_057_clean,57,10.1328125,True
step16000,16000,lexical_059_clean,59,-2.67578125,False
step16000,16000,lexical_060_clean,60,1.76171875,True
step16000,16000,lexical_061_clean,61,1.8515625,True
step16000,16000,lexical_062_clean,62,2.96484375,True
step16000,16000,lexical_063_clean,63,7.41796875,True
step64000,64000,lexical_000_clean,0,3.63671875,True
step64000,64000,lexical_001_clean,1,8.6015625,True
step64000,64000,lexical_003_clean,3,1.759765625,True
step64000,64000,lexical_004_clean,4,-0.140625,False
step64000,64000,lexical_005_clean,5,5.4765625,True
step64000,64000,lexical_006_clean,6,-0.0546875,False
step64000,64000,lexical_008_clean,8,10.3515625,True
step64000,64000,lexical_009_clean,9,6.7890625,True
step64000,64000,lexical_010_clean,10,-2.79296875,False
step64000,64000,lexical_011_clean,11,0.625,True
step64000,64000,lexical_012_clean,12,1.02734375,True
step64000,64000,lexical_013_clean,13,3.55859375,True
step64000,64000,lexical_014_clean,14,6.21875,True
step64000,64000,lexical_015_clean,15,5.4453125,True
step64000,64000,lexical_016_clean,16,7.6796875,True
step64000,64000,lexical_018_clean,18,-0.3984375,False
step64000,64000,lexical_019_clean,19,-1.421875,False
step64000,64000,lexical_020_clean,20,1.84765625,True
step64000,64000,lexical_021_clean,21,4.3515625,True
step64000,64000,lexical_022_clean,22,6.796875,True
step64000,64000,lexical_023_clean,23,6.01953125,True
step64000,64000,lexical_024_clean,24,2.140625,True
step64000,64000,lexical_025_clean,25,-2.5703125,False
step64000,64000,lexical_026_clean,26,0.6875,True
step64000,64000,lexical_028_clean,28,2.34765625,True
step64000,64000,lexical_029_clean,29,6.38671875,True
step64000,64000,lexical_031_clean,31,2.255859375,True
step64000,64000,lexical_033_clean,33,5.53515625,True
step64000,64000,lexical_034_clean,34,3.779296875,True
step64000,64000,lexical_035_clean,35,3.765625,True
step64000,64000,lexical_036_clean,36,6.625,True
step64000,64000,lexical_037_clean,37,5.1328125,True
step64000,64000,lexical_038_clean,38,2.748046875,True
step64000,64000,lexical_039_clean,39,2.443359375,True
step64000,64000,lexical_040_clean,40,5.0,True
step64000,64000,lexical_041_clean,41,6.21484375,True
step64000,64000,lexical_042_clean,42,3.83984375,True
step64000,64000,lexical_043_clean,43,7.4921875,True
step64000,64000,lexical_046_clean,46,-0.640625,False
step64000,64000,lexical_047_clean,47,1.560546875,True
step64000,64000,lexical_048_clean,48,0.4140625,True
step64000,64000,lexical_049_clean,49,3.44140625,True
step64000,64000,lexical_050_clean,50,7.46875,True
step64000,64000,lexical_052_clean,52,1.740234375,True
step64000,64000,lexical_053_clean,53,-1.78515625,False
step64000,64000,lexical_054_clean,54,3.380859375,True
step64000,64000,lexical_055_clean,55,-0.78125,False
step64000,64000,lexical_057_clean,57,10.5390625,True
step64000,64000,lexical_059_clean,59,-1.94921875,False
step64000,64000,lexical_060_clean,60,2.16015625,True
step64000,64000,lexical_061_clean,61,2.14453125,True
step64000,64000,lexical_062_clean,62,2.98046875,True
step64000,64000,lexical_063_clean,63,6.12109375,True
step143000,143000,lexical_000_clean,0,4.0,True
step143000,143000,lexical_001_clean,1,7.0,True
step143000,143000,lexical_003_clean,3,1.5,True
step143000,143000,lexical_004_clean,4,1.0,True
step143000,143000,lexical_005_clean,5,4.0,True
step143000,143000,lexical_006_clean,6,0.5,True
step143000,143000,lexical_008_clean,8,9.0,True
step143000,143000,lexical_009_clean,9,7.5,True
step143000,143000,lexical_010_clean,10,-2.5,False
step143000,143000,lexical_011_clean,11,0.5,True
step143000,143000,lexical_012_clean,12,2.0,True
step143000,143000,lexical_013_clean,13,3.0,True
step143000,143000,lexical_014_clean,14,6.5,True
step143000,143000,lexical_015_clean,15,5.0,True
step143000,143000,lexical_016_clean,16,5.5,True
step143000,143000,lexical_018_clean,18,0.0,False
step143000,143000,lexical_019_clean,19,-0.5,False
step143000,143000,lexical_020_clean,20,2.0,True
step143000,143000,lexical_021_clean,21,5.0,True
step143000,143000,lexical_022_clean,22,6.0,True
step143000,143000,lexical_023_clean,23,5.5,True
step143000,143000,lexical_024_clean,24,1.5,True
step143000,143000,lexical_025_clean,25,-2.0,False
step143000,143000,lexical_026_clean,26,1.5,True
step143000,143000,lexical_028_clean,28,3.5,True
step143000,143000,lexical_029_clean,29,7.0,True
step143000,143000,lexical_031_clean,31,2.0,True
step143000,143000,lexical_033_clean,33,4.5,True
step143000,143000,lexical_034_clean,34,4.0,True
step143000,143000,lexical_035_clean,35,3.0,True
step143000,143000,lexical_036_clean,36,5.5,True
step143000,143000,lexical_037_clean,37,5.0,True
step143000,143000,lexical_038_clean,38,1.5,True
step143000,143000,lexical_039_clean,39,2.0,True
step143000,143000,lexical_040_clean,40,4.5,True
step143000,143000,lexical_041_clean,41,3.5,True
step143000,143000,lexical_042_clean,42,4.0,True
step143000,143000,lexical_043_clean,43,6.5,True
step143000,143000,lexical_046_clean,46,0.5,True
step143000,143000,lexical_047_clean,47,2.0,True
step143000,143000,lexical_048_clean,48,0.0,False
step143000,143000,lexical_049_clean,49,3.5,True
step143000,143000,lexical_050_clean,50,6.5,True
step143000,143000,lexical_052_clean,52,1.0,True
step143000,143000,lexical_053_clean,53,-0.5,False
step143000,143000,lexical_054_clean,54,2.5,True
step143000,143000,lexical_055_clean,55,-2.0,False
step143000,143000,lexical_057_clean,57,9.0,True
step143000,143000,lexical_059_clean,59,-0.5,False
step143000,143000,lexical_060_clean,60,2.5,True
step143000,143000,lexical_061_clean,61,2.0,True
step143000,143000,lexical_062_clean,62,3.5,True
step143000,143000,lexical_063_clean,63,6.0,True
