task,representation,prompt_id,metric,value
relation_graph,direction_only,relation_g015_exception_override,leave_one_out_alignment,-0.37991973757743835
relation_graph,direction_only,relation_g015_irrelevant,leave_one_out_alignment,-0.3767284154891968
relation_graph,direction_only,relation_g015_paraphrase,leave_one_out_alignment,-0.37978941202163696
relation_graph,direction_only,relation_g015_rename,leave_one_out_alignment,-0.38495466113090515
relation_graph,direction_only,relation_g015_source_claim,leave_one_out_alignment,-0.3824467957019806
relation_graph,direction_only,relation_g015_weak_distractor,leave_one_out_alignment,-0.3805995285511017
relation_graph,direction_only,relation_g023_clean,leave_one_out_alignment,-0.3871079087257385
relation_graph,direction_only,relation_g023_closure_override,leave_one_out_alignment,-0.38162195682525635
relation_graph,direction_only,relation_g023_closure_update,leave_one_out_alignment,-0.38205331563949585
relation_graph,direction_only,relation_g023_competition_balanced,leave_one_out_alignment,-0.3813078701496124
relation_graph,direction_only,relation_g023_direct_conflict,leave_one_out_alignment,-0.3830120265483856
relation_graph,direction_only,relation_g023_equal_evidence,leave_one_out_alignment,-0.38094696402549744
relation_graph,direction_only,relation_g023_exception_override,leave_one_out_alignment,-0.3831256330013275
relation_graph,direction_only,relation_g023_irrelevant,leave_one_out_alignment,-0.38174375891685486
relation_graph,direction_only,relation_g023_paraphrase,leave_one_out_alignment,-0.38578587770462036
relation_graph,direction_only,relation_g023_rename,leave_one_out_alignment,-0.3900547921657562
relation_graph,direction_only,relation_g023_source_claim,leave_one_out_alignment,-0.38336241245269775
relation_graph,direction_only,relation_g023_weak_distractor,leave_one_out_alignment,-0.3867793083190918
relation_graph,direction_only,relation_g025_clean,leave_one_out_alignment,-0.3883063495159149
relation_graph,direction_only,relation_g025_closure_override,leave_one_out_alignment,-0.38234150409698486
relation_graph,direction_only,relation_g025_closure_update,leave_one_out_alignment,-0.3773679733276367
relation_graph,direction_only,relation_g025_competition_balanced,leave_one_out_alignment,-0.38286134600639343
relation_graph,direction_only,relation_g025_direct_conflict,leave_one_out_alignment,-0.38212382793426514
relation_graph,direction_only,relation_g025_equal_evidence,leave_one_out_alignment,-0.38716211915016174
relation_graph,direction_only,relation_g025_exception_override,leave_one_out_alignment,-0.3842931091785431
relation_graph,direction_only,relation_g025_irrelevant,leave_one_out_alignment,-0.3807266354560852
relation_graph,direction_only,relation_g025_paraphrase,leave_one_out_alignment,-0.38117313385009766
relation_graph,direction_only,relation_g025_rename,leave_one_out_alignment,-0.3868761360645294
relation_graph,direction_only,relation_g025_source_claim,leave_one_out_alignment,-0.38917770981788635
relation_graph,direction_only,relation_g025_weak_distractor,leave_one_out_alignment,-0.3852519690990448
relation_graph,direction_only,relation_g026_clean,leave_one_out_alignment,-0.3869551718235016
relation_graph,direction_only,relation_g026_closure_override,leave_one_out_alignment,-0.3847143054008484
relation_graph,direction_only,relation_g026_closure_update,leave_one_out_alignment,-0.38069698214530945
relation_graph,direction_only,relation_g026_competition_balanced,leave_one_out_alignment,-0.3831785321235657
relation_graph,direction_only,relation_g026_direct_conflict,leave_one_out_alignment,-0.38454192876815796
relation_graph,direction_only,relation_g026_equal_evidence,leave_one_out_alignment,-0.38388460874557495
relation_graph,direction_only,relation_g026_exception_override,leave_one_out_alignment,-0.38711968064308167
relation_graph,direction_only,relation_g026_irrelevant,leave_one_out_alignment,-0.3837253451347351
relation_graph,direction_only,relation_g026_paraphrase,leave_one_out_alignment,-0.38477811217308044
relation_graph,direction_only,relation_g026_rename,leave_one_out_alignment,-0.3888665437698364
relation_graph,direction_only,relation_g026_source_claim,leave_one_out_alignment,-0.3865501284599304
relation_graph,direction_only,relation_g026_weak_distractor,leave_one_out_alignment,-0.38468894362449646
relation_graph,direction_only,relation_g051_clean,leave_one_out_alignment,-0.38633066415786743
relation_graph,direction_only,relation_g051_closure_override,leave_one_out_alignment,-0.38374456763267517
relation_graph,direction_only,relation_g051_closure_update,leave_one_out_alignment,-0.3804417550563812
relation_graph,direction_only,relation_g051_competition_balanced,leave_one_out_alignment,-0.38626527786254883
relation_graph,direction_only,relation_g051_direct_conflict,leave_one_out_alignment,-0.383495956659317
relation_graph,direction_only,relation_g051_equal_evidence,leave_one_out_alignment,-0.382059782743454
relation_graph,direction_only,relation_g051_exception_override,leave_one_out_alignment,-0.3850472569465637
relation_graph,direction_only,relation_g051_irrelevant,leave_one_out_alignment,-0.381594181060791
relation_graph,direction_only,relation_g051_paraphrase,leave_one_out_alignment,-0.38503456115722656
relation_graph,direction_only,relation_g051_rename,leave_one_out_alignment,-0.3888295590877533
relation_graph,direction_only,relation_g051_source_claim,leave_one_out_alignment,-0.3881024420261383
relation_graph,direction_only,relation_g051_weak_distractor,leave_one_out_alignment,-0.3868541419506073
relation_graph,direction_only,relation_g063_clean,leave_one_out_alignment,-0.38141611218452454
relation_graph,direction_only,relation_g063_closure_override,leave_one_out_alignment,-0.3804691433906555
relation_graph,direction_only,relation_g063_closure_update,leave_one_out_alignment,-0.3761427104473114
relation_graph,direction_only,relation_g063_competition_balanced,leave_one_out_alignment,-0.3803381621837616
relation_graph,direction_only,relation_g063_direct_conflict,leave_one_out_alignment,-0.3800314962863922
relation_graph,direction_only,relation_g063_equal_evidence,leave_one_out_alignment,-0.37690606713294983
relation_graph,direction_only,relation_g063_exception_override,leave_one_out_alignment,-0.382480651140213
relation_graph,direction_only,relation_g063_irrelevant,leave_one_out_alignment,-0.37952470779418945
relation_graph,direction_only,relation_g063_paraphrase,leave_one_out_alignment,-0.3826967179775238
relation_graph,direction_only,relation_g063_rename,leave_one_out_alignment,-0.383305162191391
relation_graph,direction_only,relation_g063_source_claim,leave_one_out_alignment,-0.38385283946990967
relation_graph,direction_only,relation_g063_weak_distractor,leave_one_out_alignment,-0.38153842091560364
relation_graph,norm_only_fixed_direction,relation_g000_clean,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_closure_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_closure_update,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_competition_balanced,future_alignment,0.8571428656578064
relation_graph,norm_only_fixed_direction,relation_g000_direct_conflict,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_equal_evidence,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_exception_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_irrelevant,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_paraphrase,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_rename,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_source_claim,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_weak_distractor,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_clean,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_closure_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_closure_update,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_competition_balanced,future_alignment,0.8571428656578064
relation_graph,norm_only_fixed_direction,relation_g002_direct_conflict,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_equal_evidence,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_exception_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_irrelevant,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_paraphrase,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_rename,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_source_claim,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_weak_distractor,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_clean,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_closure_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_closure_update,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_competition_balanced,future_alignment,0.8571428656578064
relation_graph,norm_only_fixed_direction,relation_g015_direct_conflict,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_equal_evidence,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_exception_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_irrelevant,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_paraphrase,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_rename,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_source_claim,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_weak_distractor,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_clean,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_closure_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_closure_update,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_competition_balanced,future_alignment,0.8571428656578064
relation_graph,norm_only_fixed_direction,relation_g023_direct_conflict,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_equal_evidence,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_exception_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_irrelevant,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_paraphrase,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_rename,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_source_claim,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_weak_distractor,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g025_clean,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g025_closure_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g025_closure_update,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g025_competition_balanced,future_alignment,0.8571428656578064
relation_graph,norm_only_fixed_direction,relation_g025_direct_conflict,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g025_equal_evidence,future_alignment,0.9999999403953552
relation_graph,norm_only_fixed_direction,relation_g025_exception_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g025_irrelevant,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g025_paraphrase,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g025_rename,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g025_source_claim,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g025_weak_distractor,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g026_clean,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g026_closure_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g026_closure_update,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g026_competition_balanced,future_alignment,0.8571428656578064
relation_graph,norm_only_fixed_direction,relation_g026_direct_conflict,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g026_equal_evidence,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g026_exception_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g026_irrelevant,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g026_paraphrase,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g026_rename,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g026_source_claim,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g026_weak_distractor,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g051_clean,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g051_closure_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g051_closure_update,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g051_competition_balanced,future_alignment,0.8571428656578064
relation_graph,norm_only_fixed_direction,relation_g051_direct_conflict,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g051_equal_evidence,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g051_exception_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g051_irrelevant,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g051_paraphrase,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g051_rename,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g051_source_claim,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g051_weak_distractor,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g063_clean,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g063_closure_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g063_closure_update,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g063_competition_balanced,future_alignment,0.8571428656578064
relation_graph,norm_only_fixed_direction,relation_g063_direct_conflict,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g063_equal_evidence,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g063_exception_override,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g063_irrelevant,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g063_paraphrase,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g063_rename,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g063_source_claim,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g063_weak_distractor,future_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_clean,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_closure_override,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_closure_update,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_competition_balanced,leave_one_out_alignment,0.8666666746139526
relation_graph,norm_only_fixed_direction,relation_g000_direct_conflict,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_equal_evidence,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_exception_override,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_irrelevant,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_paraphrase,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_rename,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_source_claim,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g000_weak_distractor,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_clean,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_closure_override,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_closure_update,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_competition_balanced,leave_one_out_alignment,0.8666666746139526
relation_graph,norm_only_fixed_direction,relation_g002_direct_conflict,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_equal_evidence,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_exception_override,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_irrelevant,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_paraphrase,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_rename,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_source_claim,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g002_weak_distractor,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_clean,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_closure_override,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_closure_update,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_competition_balanced,leave_one_out_alignment,0.8666666746139526
relation_graph,norm_only_fixed_direction,relation_g015_direct_conflict,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_equal_evidence,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_exception_override,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_irrelevant,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_paraphrase,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_rename,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_source_claim,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g015_weak_distractor,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_clean,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_closure_override,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_closure_update,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_competition_balanced,leave_one_out_alignment,0.8666666746139526
relation_graph,norm_only_fixed_direction,relation_g023_direct_conflict,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_equal_evidence,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_exception_override,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_irrelevant,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_paraphrase,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_rename,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_source_claim,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g023_weak_distractor,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g025_clean,leave_one_out_alignment,1.0
relation_graph,norm_only_fixed_direction,relation_g025_closure_override,leave_one_out_alignment,1.0
