prompt_id,graph_id,condition,mechanism,control,clean_token_id,conflict_token_id,top1_token_id,top1_token,top1_class,clean_rank,conflict_rank,clean_minus_conflict_margin,baseline_top1_token_id,baseline_top1_class,baseline_margin,strict_conflict_to_clean,nonclosure_top1_changed,margin_shift,model,random_seed
g009_competition_balanced,9,competition_balanced,competition,structured_guarded,6460,4410,4410, West,conflict,4,1,-0.953125,4410,conflict,-0.953125,False,False,0.0,llama,
g009_direct_conflict,9,direct_conflict,competition,structured_guarded,6460,4410,4410, West,conflict,3,1,-0.90625,4410,conflict,-0.90625,False,False,0.0,llama,
g009_closure_update,9,closure_update,closure,structured_guarded,6460,4410,4410, West,conflict,2,1,-1.796875,4410,conflict,-2.046875,False,False,0.25,llama,
g009_closure_override,9,closure_override,closure,structured_guarded,6460,4410,4410, West,conflict,2,1,-1.8125,4410,conflict,-1.8125,False,False,0.0,llama,
g009_exception_override,9,exception_override,closure,structured_guarded,6460,4410,4410, West,conflict,3,1,-1.984375,4410,conflict,-1.765625,False,False,-0.21875,llama,
g010_clean,10,clean,stable,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.0703125,43640,clean,1.0703125,False,False,0.0,llama,
g010_redundant,10,redundant,stable,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.234375,43640,clean,1.234375,False,False,0.0,llama,
g010_irrelevant,10,irrelevant,stable,structured_guarded,43640,15347,7573, Gold,other,2,3,0.0625,7573,other,0.0625,False,False,0.0,llama,
g010_paraphrase,10,paraphrase,stable,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.59375,43640,clean,1.59375,False,False,0.0,llama,
g010_weak_distractor,10,weak_distractor,competition,structured_guarded,43640,15347,43640, Copper,clean,1,2,0.984375,43640,clean,0.984375,False,False,0.0,llama,
g010_competition_balanced,10,competition_balanced,competition,structured_guarded,43640,15347,43640, Copper,clean,1,2,0.921875,43640,clean,0.921875,False,False,0.0,llama,
g010_direct_conflict,10,direct_conflict,competition,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.3125,43640,clean,1.3125,False,False,0.0,llama,
g010_closure_update,10,closure_update,closure,structured_guarded,43640,15347,43640, Copper,clean,1,2,0.59375,43640,clean,0.015625,False,False,0.578125,llama,
g010_closure_override,10,closure_override,closure,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.125,43640,clean,0.328125,False,False,0.796875,llama,
g010_exception_override,10,exception_override,closure,structured_guarded,43640,15347,43640, Copper,clean,1,2,0.78125,43640,clean,0.796875,False,False,-0.015625,llama,
g011_clean,11,clean,stable,structured_guarded,7573,16979,7573, Gold,clean,1,2,1.15625,7573,clean,1.15625,False,False,0.0,llama,
g011_redundant,11,redundant,stable,structured_guarded,7573,16979,7573, Gold,clean,1,2,1.09375,7573,clean,1.09375,False,False,0.0,llama,
g011_irrelevant,11,irrelevant,stable,structured_guarded,7573,16979,7573, Gold,clean,1,2,1.109375,7573,clean,1.109375,False,False,0.0,llama,
g011_paraphrase,11,paraphrase,stable,structured_guarded,7573,16979,7573, Gold,clean,1,2,1.84375,7573,clean,1.84375,False,False,0.0,llama,
g011_weak_distractor,11,weak_distractor,competition,structured_guarded,7573,16979,7573, Gold,clean,1,2,1.46875,7573,clean,1.46875,False,False,0.0,llama,
g011_competition_balanced,11,competition_balanced,competition,structured_guarded,7573,16979,7573, Gold,clean,1,2,0.90625,7573,clean,0.90625,False,False,0.0,llama,
g011_direct_conflict,11,direct_conflict,competition,structured_guarded,7573,16979,7573, Gold,clean,1,2,1.375,7573,clean,1.375,False,False,0.0,llama,
g011_closure_update,11,closure_update,closure,structured_guarded,7573,16979,7573, Gold,clean,1,2,0.96875,7573,clean,0.671875,False,False,0.296875,llama,
g011_closure_override,11,closure_override,closure,structured_guarded,7573,16979,7573, Gold,clean,1,2,0.8125,7573,clean,0.875,False,False,-0.0625,llama,
g011_exception_override,11,exception_override,closure,structured_guarded,7573,16979,7573, Gold,clean,1,2,1.46875,7573,clean,1.546875,False,False,-0.078125,llama,
g012_clean,12,clean,stable,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.25,8868,conflict,-0.25,False,False,0.0,llama,
g012_redundant,12,redundant,stable,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.21875,8868,conflict,-0.21875,False,False,0.0,llama,
g012_irrelevant,12,irrelevant,stable,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.09375,8868,conflict,-0.09375,False,False,0.0,llama,
g012_paraphrase,12,paraphrase,stable,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.34375,8868,conflict,-0.34375,False,False,0.0,llama,
g012_weak_distractor,12,weak_distractor,competition,structured_guarded,3816,8868,3816, Red,clean,1,1,0.0,3816,clean,0.0,False,False,0.0,llama,
g012_competition_balanced,12,competition_balanced,competition,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.34375,8868,conflict,-0.34375,False,False,0.0,llama,
g012_direct_conflict,12,direct_conflict,competition,structured_guarded,3816,8868,3816, Red,clean,1,2,0.09375,3816,clean,0.09375,False,False,0.0,llama,
g012_closure_update,12,closure_update,closure,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.71875,8868,conflict,-1.609375,False,False,0.890625,llama,
g012_closure_override,12,closure_override,closure,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.703125,8868,conflict,-1.15625,False,False,0.453125,llama,
g012_exception_override,12,exception_override,closure,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.765625,8868,conflict,-1.125,False,False,0.359375,llama,
g015_clean,15,clean,stable,structured_guarded,6460,4410,6460, East,clean,1,2,0.1875,6460,clean,0.1875,False,False,0.0,llama,
g015_redundant,15,redundant,stable,structured_guarded,6460,4410,4410, West,conflict,3,1,-0.03125,4410,conflict,-0.03125,False,False,0.0,llama,
g015_irrelevant,15,irrelevant,stable,structured_guarded,6460,4410,6460, East,clean,1,2,0.078125,6460,clean,0.078125,False,False,0.0,llama,
g015_paraphrase,15,paraphrase,stable,structured_guarded,6460,4410,6460, East,clean,1,2,0.90625,6460,clean,0.90625,False,False,0.0,llama,
g015_weak_distractor,15,weak_distractor,competition,structured_guarded,6460,4410,6460, East,clean,1,2,0.03125,6460,clean,0.03125,False,False,0.0,llama,
g015_competition_balanced,15,competition_balanced,competition,structured_guarded,6460,4410,720," 
",other,2,4,0.15625,720,other,0.15625,False,False,0.0,llama,
g015_direct_conflict,15,direct_conflict,competition,structured_guarded,6460,4410,6460, East,clean,1,2,0.3125,6460,clean,0.3125,False,False,0.0,llama,
g015_closure_update,15,closure_update,closure,structured_guarded,6460,4410,4410, West,conflict,2,1,-0.40625,4410,conflict,-1.046875,False,False,0.640625,llama,
g015_closure_override,15,closure_override,closure,structured_guarded,6460,4410,4410, West,conflict,2,1,-0.375,4410,conflict,-0.375,False,False,0.0,llama,
g015_exception_override,15,exception_override,closure,structured_guarded,6460,4410,4410, West,conflict,2,1,-0.734375,4410,conflict,-0.65625,False,False,-0.078125,llama,
g018_clean,18,clean,stable,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.09375,8868,conflict,-0.09375,False,False,0.0,llama,
g018_redundant,18,redundant,stable,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.03125,8868,conflict,-0.03125,False,False,0.0,llama,
g018_irrelevant,18,irrelevant,stable,structured_guarded,3816,8868,3816, Red,clean,1,2,0.1875,3816,clean,0.1875,False,False,0.0,llama,
g018_paraphrase,18,paraphrase,stable,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.375,8868,conflict,-0.375,False,False,0.0,llama,
g018_weak_distractor,18,weak_distractor,competition,structured_guarded,3816,8868,3816, Red,clean,1,2,0.1875,3816,clean,0.1875,False,False,0.0,llama,
g018_competition_balanced,18,competition_balanced,competition,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.203125,8868,conflict,-0.203125,False,False,0.0,llama,
g018_direct_conflict,18,direct_conflict,competition,structured_guarded,3816,8868,3816, Red,clean,1,2,0.03125,3816,clean,0.03125,False,False,0.0,llama,
g018_closure_update,18,closure_update,closure,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.71875,8868,conflict,-1.703125,False,False,0.984375,llama,
g018_closure_override,18,closure_override,closure,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.484375,8868,conflict,-0.796875,False,False,0.3125,llama,
g018_exception_override,18,exception_override,closure,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.40625,8868,conflict,-1.40625,False,False,1.0,llama,
g022_clean,22,clean,stable,structured_guarded,43640,15347,43640, Copper,clean,1,3,1.875,43640,clean,1.875,False,False,0.0,llama,
g022_redundant,22,redundant,stable,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.875,43640,clean,1.875,False,False,0.0,llama,
g022_irrelevant,22,irrelevant,stable,structured_guarded,43640,15347,43640, Copper,clean,1,3,1.34375,43640,clean,1.34375,False,False,0.0,llama,
g022_paraphrase,22,paraphrase,stable,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.796875,43640,clean,1.796875,False,False,0.0,llama,
g022_weak_distractor,22,weak_distractor,competition,structured_guarded,43640,15347,43640, Copper,clean,1,3,2.140625,43640,clean,2.140625,False,False,0.0,llama,
g022_competition_balanced,22,competition_balanced,competition,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.65625,43640,clean,1.65625,False,False,0.0,llama,
g022_direct_conflict,22,direct_conflict,competition,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.8125,43640,clean,1.8125,False,False,0.0,llama,
g022_closure_update,22,closure_update,closure,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.6875,43640,clean,1.0,False,False,0.6875,llama,
g022_closure_override,22,closure_override,closure,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.921875,43640,clean,1.21875,False,False,0.703125,llama,
g022_exception_override,22,exception_override,closure,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.953125,43640,clean,0.8125,False,False,1.140625,llama,
g026_clean,26,clean,stable,structured_guarded,4892,4987,4892, North,clean,1,3,1.515625,4892,clean,1.515625,False,False,0.0,llama,
g026_redundant,26,redundant,stable,structured_guarded,4892,4987,4892, North,clean,1,2,1.34375,4892,clean,1.34375,False,False,0.0,llama,
g026_irrelevant,26,irrelevant,stable,structured_guarded,4892,4987,4892, North,clean,1,2,1.375,4892,clean,1.375,False,False,0.0,llama,
g026_paraphrase,26,paraphrase,stable,structured_guarded,4892,4987,4892, North,clean,1,3,2.390625,4892,clean,2.390625,False,False,0.0,llama,
g026_weak_distractor,26,weak_distractor,competition,structured_guarded,4892,4987,4892, North,clean,1,3,1.53125,4892,clean,1.53125,False,False,0.0,llama,
g026_competition_balanced,26,competition_balanced,competition,structured_guarded,4892,4987,4892, North,clean,1,3,0.671875,4892,clean,0.671875,False,False,0.0,llama,
g026_direct_conflict,26,direct_conflict,competition,structured_guarded,4892,4987,4892, North,clean,1,2,1.15625,4892,clean,1.15625,False,False,0.0,llama,
g026_closure_update,26,closure_update,closure,structured_guarded,4892,4987,4892, North,clean,1,3,0.953125,4892,clean,0.4375,False,False,0.515625,llama,
g026_closure_override,26,closure_override,closure,structured_guarded,4892,4987,4892, North,clean,1,3,1.03125,4892,clean,0.875,False,False,0.15625,llama,
g026_exception_override,26,exception_override,closure,structured_guarded,4892,4987,386, M,other,2,3,0.84375,4892,clean,0.40625,False,True,0.4375,llama,
g030_clean,30,clean,stable,structured_guarded,3816,8868,3816, Red,clean,1,2,0.4375,3816,clean,0.4375,False,False,0.0,llama,
g030_redundant,30,redundant,stable,structured_guarded,3816,8868,3816, Red,clean,1,2,0.40625,3816,clean,0.40625,False,False,0.0,llama,
g030_irrelevant,30,irrelevant,stable,structured_guarded,3816,8868,3816, Red,clean,1,2,0.421875,3816,clean,0.421875,False,False,0.0,llama,
g030_paraphrase,30,paraphrase,stable,structured_guarded,3816,8868,3816, Red,clean,1,2,0.28125,3816,clean,0.28125,False,False,0.0,llama,
g030_weak_distractor,30,weak_distractor,competition,structured_guarded,3816,8868,3816, Red,clean,1,2,1.0,3816,clean,1.0,False,False,0.0,llama,
g030_competition_balanced,30,competition_balanced,competition,structured_guarded,3816,8868,3816, Red,clean,1,2,0.34375,3816,clean,0.34375,False,False,0.0,llama,
g030_direct_conflict,30,direct_conflict,competition,structured_guarded,3816,8868,3816, Red,clean,1,2,0.484375,3816,clean,0.484375,False,False,0.0,llama,
g030_closure_update,30,closure_update,closure,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.140625,8868,conflict,-1.046875,False,False,0.90625,llama,
g030_closure_override,30,closure_override,closure,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.015625,8868,conflict,-0.046875,False,False,0.03125,llama,
g030_exception_override,30,exception_override,closure,structured_guarded,3816,8868,3816, Red,clean,1,2,0.046875,8868,conflict,-0.765625,True,True,0.8125,llama,
g031_clean,31,clean,stable,structured_guarded,7997,26541,393, P,other,3,2,-0.46875,393,other,-0.46875,False,False,0.0,llama,
g031_redundant,31,redundant,stable,structured_guarded,7997,26541,7997, Green,clean,1,3,0.03125,7997,clean,0.03125,False,False,0.0,llama,
g031_irrelevant,31,irrelevant,stable,structured_guarded,7997,26541,393, P,other,3,2,-0.265625,393,other,-0.265625,False,False,0.0,llama,
g031_paraphrase,31,paraphrase,stable,structured_guarded,7997,26541,26541, Yellow,conflict,2,1,-0.3125,26541,conflict,-0.3125,False,False,0.0,llama,
g031_weak_distractor,31,weak_distractor,competition,structured_guarded,7997,26541,393, P,other,3,2,-0.046875,393,other,-0.046875,False,False,0.0,llama,
g031_competition_balanced,31,competition_balanced,competition,structured_guarded,7997,26541,26541, Yellow,conflict,3,1,-0.84375,26541,conflict,-0.84375,False,False,0.0,llama,
g031_direct_conflict,31,direct_conflict,competition,structured_guarded,7997,26541,26541, Yellow,conflict,3,1,-0.609375,26541,conflict,-0.609375,False,False,0.0,llama,
g031_closure_update,31,closure_update,closure,structured_guarded,7997,26541,26541, Yellow,conflict,2,1,-0.078125,26541,conflict,-1.28125,False,False,1.203125,llama,
g031_closure_override,31,closure_override,closure,structured_guarded,7997,26541,7997, Green,clean,1,3,0.578125,26541,conflict,-0.28125,True,True,0.859375,llama,
g031_exception_override,31,exception_override,closure,structured_guarded,7997,26541,7997, Green,clean,1,3,0.265625,26541,conflict,-1.328125,True,True,1.59375,llama,
g033_clean,33,clean,stable,structured_guarded,6460,4410,393, P,other,6,4,-0.21875,393,other,-0.21875,False,False,0.0,llama,
g033_redundant,33,redundant,stable,structured_guarded,6460,4410,2290, None,other,4,5,0.03125,2290,other,0.03125,False,False,0.0,llama,
g033_irrelevant,33,irrelevant,stable,structured_guarded,6460,4410,393, P,other,3,4,0.109375,393,other,0.109375,False,False,0.0,llama,
g033_paraphrase,33,paraphrase,stable,structured_guarded,6460,4410,6460, East,clean,1,2,1.03125,6460,clean,1.03125,False,False,0.0,llama,
g033_weak_distractor,33,weak_distractor,competition,structured_guarded,6460,4410,393, P,other,4,5,0.296875,393,other,0.296875,False,False,0.0,llama,
g033_competition_balanced,33,competition_balanced,competition,structured_guarded,6460,4410,393, P,other,7,5,-0.15625,393,other,-0.15625,False,False,0.0,llama,
g033_direct_conflict,33,direct_conflict,competition,structured_guarded,6460,4410,393, P,other,4,3,-0.21875,393,other,-0.21875,False,False,0.0,llama,
g033_closure_update,33,closure_update,closure,structured_guarded,6460,4410,393, P,other,3,2,-0.234375,393,other,-0.4375,False,False,0.203125,llama,
g033_closure_override,33,closure_override,closure,structured_guarded,6460,4410,6460, East,clean,1,2,0.125,6460,clean,0.125,False,False,0.0,llama,
g033_exception_override,33,exception_override,closure,structured_guarded,6460,4410,4410, West,conflict,3,1,-0.734375,4410,conflict,-1.078125,False,False,0.34375,llama,
g039_clean,39,clean,stable,structured_guarded,6460,4410,328, S,other,6,8,0.3125,328,other,0.3125,False,False,0.0,llama,
g039_redundant,39,redundant,stable,structured_guarded,6460,4410,328, S,other,4,5,0.28125,328,other,0.28125,False,False,0.0,llama,
g039_irrelevant,39,irrelevant,stable,structured_guarded,6460,4410,328, S,other,2,5,0.953125,328,other,0.953125,False,False,0.0,llama,
g039_paraphrase,39,paraphrase,stable,structured_guarded,6460,4410,6460, East,clean,1,3,1.265625,6460,clean,1.265625,False,False,0.0,llama,
g039_weak_distractor,39,weak_distractor,competition,structured_guarded,6460,4410,328, S,other,5,7,0.53125,328,other,0.53125,False,False,0.0,llama,
g039_competition_balanced,39,competition_balanced,competition,structured_guarded,6460,4410,328, S,other,10,5,-0.296875,328,other,-0.296875,False,False,0.0,llama,
g039_direct_conflict,39,direct_conflict,competition,structured_guarded,6460,4410,328, S,other,5,3,-0.203125,328,other,-0.203125,False,False,0.0,llama,
g039_closure_update,39,closure_update,closure,structured_guarded,6460,4410,328, S,other,2,2,0.0,4410,conflict,-0.34375,False,True,0.34375,llama,
g039_closure_override,39,closure_override,closure,structured_guarded,6460,4410,6460, East,clean,1,3,0.703125,6460,clean,0.703125,False,False,0.0,llama,
g039_exception_override,39,exception_override,closure,structured_guarded,6460,4410,328, S,other,2,3,0.0625,4410,conflict,-0.3125,False,True,0.375,llama,
g040_clean,40,clean,stable,structured_guarded,43640,15347,43640, Copper,clean,1,3,1.28125,43640,clean,1.28125,False,False,0.0,llama,
g040_redundant,40,redundant,stable,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.0625,43640,clean,1.0625,False,False,0.0,llama,
g040_irrelevant,40,irrelevant,stable,structured_guarded,43640,15347,43640, Copper,clean,1,5,0.53125,43640,clean,0.53125,False,False,0.0,llama,
g040_paraphrase,40,paraphrase,stable,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.6875,43640,clean,1.6875,False,False,0.0,llama,
g040_weak_distractor,40,weak_distractor,competition,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.09375,43640,clean,1.09375,False,False,0.0,llama,
g040_competition_balanced,40,competition_balanced,competition,structured_guarded,43640,15347,43640, Copper,clean,1,2,0.859375,43640,clean,0.859375,False,False,0.0,llama,
g040_direct_conflict,40,direct_conflict,competition,structured_guarded,43640,15347,43640, Copper,clean,1,2,0.859375,43640,clean,0.859375,False,False,0.0,llama,
g040_closure_update,40,closure_update,closure,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.296875,43640,clean,0.25,False,False,1.046875,llama,
g040_closure_override,40,closure_override,closure,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.234375,43640,clean,0.515625,False,False,0.71875,llama,
g040_exception_override,40,exception_override,closure,structured_guarded,43640,15347,43640, Copper,clean,1,2,1.015625,43640,clean,0.140625,False,False,0.875,llama,
g042_clean,42,clean,stable,structured_guarded,3816,8868,68200, Vera,other,3,2,-0.234375,68200,other,-0.234375,False,False,0.0,llama,
g042_redundant,42,redundant,stable,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.1875,8868,conflict,-0.1875,False,False,0.0,llama,
g042_irrelevant,42,irrelevant,stable,structured_guarded,3816,8868,68200, Vera,other,3,2,-0.0625,68200,other,-0.0625,False,False,0.0,llama,
g042_paraphrase,42,paraphrase,stable,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.28125,8868,conflict,-0.28125,False,False,0.0,llama,
g042_weak_distractor,42,weak_distractor,competition,structured_guarded,3816,8868,68200, Vera,other,2,3,0.234375,68200,other,0.234375,False,False,0.0,llama,
g042_competition_balanced,42,competition_balanced,competition,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.46875,8868,conflict,-0.46875,False,False,0.0,llama,
g042_direct_conflict,42,direct_conflict,competition,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-0.046875,8868,conflict,-0.046875,False,False,0.0,llama,
g042_closure_update,42,closure_update,closure,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-1.25,8868,conflict,-1.84375,False,False,0.59375,llama,
g042_closure_override,42,closure_override,closure,structured_guarded,3816,8868,8868, Blue,conflict,2,1,-1.0625,8868,conflict,-1.421875,False,False,0.359375,llama,
g042_exception_override,42,exception_override,closure,structured_guarded,3816,8868,8868, Blue,conflict,3,1,-0.78125,8868,conflict,-1.671875,False,False,0.890625,llama,
g045_clean,45,clean,stable,structured_guarded,6460,4410,68200, Vera,other,3,2,-0.421875,68200,other,-0.421875,False,False,0.0,llama,
g045_redundant,45,redundant,stable,structured_guarded,6460,4410,68200, Vera,other,4,2,-0.28125,68200,other,-0.28125,False,False,0.0,llama,
g045_irrelevant,45,irrelevant,stable,structured_guarded,6460,4410,68200, Vera,other,3,2,-0.484375,68200,other,-0.484375,False,False,0.0,llama,
g045_paraphrase,45,paraphrase,stable,structured_guarded,6460,4410,6460, East,clean,1,2,1.125,6460,clean,1.125,False,False,0.0,llama,
g045_weak_distractor,45,weak_distractor,competition,structured_guarded,6460,4410,68200, Vera,other,3,2,-0.03125,68200,other,-0.03125,False,False,0.0,llama,
g045_competition_balanced,45,competition_balanced,competition,structured_guarded,6460,4410,68200, Vera,other,5,2,-0.984375,68200,other,-0.984375,False,False,0.0,llama,
g045_direct_conflict,45,direct_conflict,competition,structured_guarded,6460,4410,68200, Vera,other,3,2,-0.859375,68200,other,-0.859375,False,False,0.0,llama,
g045_closure_update,45,closure_update,closure,structured_guarded,6460,4410,4410, West,conflict,3,1,-1.203125,4410,conflict,-2.21875,False,False,1.015625,llama,
g045_closure_override,45,closure_override,closure,structured_guarded,6460,4410,4410, West,conflict,3,1,-1.75,4410,conflict,-1.75,False,False,0.0,llama,
g045_exception_override,45,exception_override,closure,structured_guarded,6460,4410,4410, West,conflict,3,1,-1.640625,4410,conflict,-2.0,False,False,0.359375,llama,
g053_clean,53,clean,stable,structured_guarded,7573,16979,816, Y,other,2,4,1.015625,816,other,1.015625,False,False,0.0,llama,
g053_redundant,53,redundant,stable,structured_guarded,7573,16979,7573, Gold,clean,1,3,0.921875,7573,clean,0.921875,False,False,0.0,llama,
g053_irrelevant,53,irrelevant,stable,structured_guarded,7573,16979,7573, Gold,clean,1,3,1.3125,7573,clean,1.3125,False,False,0.0,llama,
g053_paraphrase,53,paraphrase,stable,structured_guarded,7573,16979,7573, Gold,clean,1,2,2.09375,7573,clean,2.09375,False,False,0.0,llama,
g053_weak_distractor,53,weak_distractor,competition,structured_guarded,7573,16979,816, Y,other,2,3,1.421875,816,other,1.421875,False,False,0.0,llama,
g053_competition_balanced,53,competition_balanced,competition,structured_guarded,7573,16979,7573, Gold,clean,1,3,1.1875,7573,clean,1.1875,False,False,0.0,llama,
g053_direct_conflict,53,direct_conflict,competition,structured_guarded,7573,16979,7573, Gold,clean,1,3,1.515625,7573,clean,1.515625,False,False,0.0,llama,
g053_closure_update,53,closure_update,closure,structured_guarded,7573,16979,7573, Gold,clean,1,3,1.125,7573,clean,1.1875,False,False,-0.0625,llama,
g053_closure_override,53,closure_override,closure,structured_guarded,7573,16979,7573, Gold,clean,1,4,1.65625,7573,clean,0.9375,False,False,0.71875,llama,
g053_exception_override,53,exception_override,closure,structured_guarded,7573,16979,7573, Gold,clean,1,3,1.4375,7573,clean,1.09375,False,False,0.34375,llama,
g064_clean,64,clean,stable,structured_guarded,43640,15347,43640, Copper,clean,1,3,2.34375,43640,clean,2.34375,False,False,0.0,llama,
g064_redundant,64,redundant,stable,structured_guarded,43640,15347,43640, Copper,clean,1,3,2.328125,43640,clean,2.328125,False,False,0.0,llama,
g064_irrelevant,64,irrelevant,stable,structured_guarded,43640,15347,73645, Nora,other,2,4,1.0078125,73645,other,1.0078125,False,False,0.0,llama,
g064_paraphrase,64,paraphrase,stable,structured_guarded,43640,15347,43640, Copper,clean,1,2,2.578125,43640,clean,2.578125,False,False,0.0,llama,
g064_weak_distractor,64,weak_distractor,competition,structured_guarded,43640,15347,73645, Nora,other,2,3,2.203125,73645,other,2.203125,False,False,0.0,llama,
