prompt_id,graph_id,entity_id,relation_id,condition,mechanism,mechanism_id,clean_label,conflict_label,clean_token_id,conflict_token_id,text,R_L12,R_L13,R_L14,R_L15,final_clean_logit,final_conflict_logit,pair_choice,dR_L12,dR_L13,dR_L14,dR_L15,DeltaU,D_B_proxy,R_final_margin
g001_clean,1,0,1,clean,stable,0,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Fact 2: Bela maps to Green.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",0.5242482,0.49412462,0.8288195,0.53146935,18.234375,17.703125,clean,0.0,0.0,0.0,0.0,0.096519895,0.0,0.53125
g001_redundant,1,0,1,redundant,stable,0,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Fact 2: Bela maps to Green.
Confirmation: Ava still goes through Bela.
Confirmation: Bela still points to Green.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",0.54445946,0.5272054,0.8636695,0.7103481,18.421875,17.71875,clean,0.02021128,0.033080786,0.03485,0.17887878,0.28076637,0.02021128,0.703125
g001_irrelevant,1,0,1,irrelevant,stable,0,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Fact 2: Bela maps to Green.
Irrelevant fact: Cora is associated with North.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",0.606565,0.6149587,0.9624195,1.0197906,19.296875,18.265625,clean,0.082316816,0.12083408,0.1336,0.4883213,0.62072974,0.082316816,1.03125
g001_paraphrase,1,0,1,paraphrase,stable,0,Green,Yellow,7997,26541,"In this example, Ava reaches Bela.
The destination connected to Bela is Green.
Based on those two links, select the label for Ava: Green or Yellow.
Answer:",0.62807375,0.5993864,0.858974,0.30436134,20.625,20.3125,clean,0.10382557,0.10526177,0.030154467,-0.227108,-0.0718066,0.030154467,0.3125
g001_weak_distractor,1,0,1,weak_distractor,competition,1,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Fact 2: Bela maps to Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",0.56613016,0.50676423,0.8083744,0.5960274,18.40625,17.8125,clean,0.04188198,0.012639612,-0.020445108,0.06455803,0.15650435,0.012639612,0.59375
g001_competition_balanced,1,0,1,competition_balanced,competition,1,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Fact 2: Bela maps to Green.
Competing fact: Ava is also associated with Yellow.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",0.50251824,0.4237409,0.50592875,-0.2122879,18.484375,18.6875,conflict,-0.021729946,-0.07038373,-0.32289076,-0.74375725,-0.7091463,0.021729946,-0.203125
g001_direct_conflict,1,0,1,direct_conflict,competition,1,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Fact 2: Bela maps to Green.
Direct conflicting fact: Ava maps to Yellow.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",0.5363946,0.4778157,0.7008314,0.0927124,19.296875,19.203125,clean,0.012146413,-0.016308933,-0.1279881,-0.43875694,-0.35077053,0.012146413,0.09375
g001_closure_update,1,0,1,closure_update,closure,2,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Ava is assigned to Bela.
Old record: Bela maps to Green.
Updated record: Bela maps to Yellow, not Green.
Question: Which label is associated with Ava: Green or Yellow?
Answer with exactly one word:",0.39524138,0.34753194,0.39935136,-0.38985252,18.90625,19.296875,conflict,-0.1290068,-0.14659268,-0.42946815,-0.92132187,-0.93392533,0.1290068,-0.390625
g001_closure_override,1,0,1,closure_override,closure,2,Green,Yellow,7997,26541,"You are given a rule system.
General rule: items that is assigned to Bela receive label Green.
Override rule: in this case, items that is assigned to Bela receive label Yellow.
Fact: Ava is assigned to Bela.
Question: Which label applies to Ava: Green or Yellow?
Answer with exactly one word:",0.5470301,0.48221037,0.4346968,-0.066740036,18.875,18.9375,conflict,0.022781909,-0.011914253,-0.39412272,-0.5982094,-0.5832472,0.011914253,-0.0625
g001_exception_override,1,0,1,exception_override,closure,2,Green,Yellow,7997,26541,"You are given a rule system.
General rule: items connected to Bela use label Green.
Exception: Ava is a special case and uses label Yellow.
Fact: Ava is connected to Bela.
Question: Which label applies to Ava: Green or Yellow?
Answer with exactly one word:",0.55453205,0.5459694,0.28092718,-0.812479,19.203125,20.015625,conflict,0.030283868,0.051844805,-0.54789233,-1.3439484,-1.3084872,0.030283868,-0.8125
g002_clean,2,0,2,clean,stable,0,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",0.3042417,0.42670554,0.7305875,1.4005451,19.25,17.859375,clean,0.0,0.0,0.0,0.0,0.096519895,0.0,1.390625
g002_redundant,2,0,2,redundant,stable,0,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Confirmation: Ava still goes through Bela.
Confirmation: Bela still points to North.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",0.24138916,0.38139576,0.66055965,1.2824631,19.390625,18.109375,clean,-0.06285253,-0.045309782,-0.07002783,-0.11808205,-0.050719537,0.045309782,1.28125
g002_irrelevant,2,0,2,irrelevant,stable,0,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Irrelevant fact: Cora is associated with East.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",0.332145,0.51734376,0.8371763,1.7318058,20.296875,18.578125,clean,0.027903318,0.09063822,0.10658884,0.33126068,0.4554242,0.027903318,1.71875
g002_paraphrase,2,0,2,paraphrase,stable,0,North,South,4892,4987,"In this example, Ava reaches Bela.
The destination connected to Bela is North.
Based on those two links, select the label for Ava: North or South.
Answer:",0.2791164,0.30167523,0.79492235,2.6273956,22.640625,20.0,clean,-0.025125295,-0.12503031,0.06433487,1.2268505,1.2224118,0.025125295,2.640625
g002_weak_distractor,2,0,2,weak_distractor,competition,1,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",0.36756653,0.48094016,0.72192335,1.2707367,19.15625,17.890625,clean,0.06332484,0.054234624,-0.008664131,-0.12980843,-0.0087541565,0.008664131,1.265625
g002_competition_balanced,2,0,2,competition_balanced,competition,1,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Competing fact: Ava is also associated with South.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",0.23614168,0.32543242,0.46763468,0.6822815,18.75,18.078125,clean,-0.068100005,-0.10127312,-0.2629528,-0.7182636,-0.67689127,0.068100005,0.671875
g002_direct_conflict,2,0,2,direct_conflict,competition,1,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Fact 2: Bela points to North.
Direct conflicting fact: Ava points to South.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",0.22569291,0.33893275,0.53569174,1.0811958,19.78125,18.703125,clean,-0.078548774,-0.08777279,-0.19489574,-0.3193493,-0.28630733,0.078548774,1.078125
g002_closure_update,2,0,2,closure_update,closure,2,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Ava is part of Bela.
Old record: Bela points to North.
Updated record: Bela points to South, not North.
Question: Which label is associated with Ava: North or South?
Answer with exactly one word:",0.14306292,0.20711863,0.37423348,0.61216164,19.96875,19.359375,clean,-0.16117877,-0.21958691,-0.356354,-0.7883835,-0.8038667,0.16117877,0.609375
g002_closure_override,2,0,2,closure_override,closure,2,North,South,4892,4987,"You are given a rule system.
General rule: items that is part of Bela receive label North.
Override rule: in this case, items that is part of Bela receive label South.
Fact: Ava is part of Bela.
Question: Which label applies to Ava: North or South?
Answer with exactly one word:",0.31037807,0.39032188,0.48525763,1.171011,20.53125,19.359375,clean,0.0061363876,-0.03638366,-0.24532986,-0.22953415,-0.20109287,0.0061363876,1.171875
g002_exception_override,2,0,2,exception_override,closure,2,North,South,4892,4987,"You are given a rule system.
General rule: items connected to Bela use label North.
Exception: Ava is a special case and uses label South.
Fact: Ava is connected to Bela.
Question: Which label applies to Ava: North or South?
Answer with exactly one word:",0.21404251,0.24788862,0.35091877,0.57912445,20.34375,19.765625,clean,-0.09019917,-0.17881691,-0.3796687,-0.82142067,-0.8262659,0.09019917,0.578125
g003_clean,3,0,3,clean,stable,0,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",0.12190639,0.093384445,-0.22906601,-0.5367279,16.203125,16.734375,conflict,0.0,0.0,0.0,0.0,0.096519895,0.0,-0.53125
g003_redundant,3,0,3,redundant,stable,0,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Confirmation: Ava still goes through Bela.
Confirmation: Bela still points to East.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",0.17870112,0.20955327,-0.054049373,-0.22284698,16.140625,16.359375,conflict,0.056794725,0.11616883,0.17501664,0.31388092,0.46991396,0.056794725,-0.21875
g003_irrelevant,3,0,3,irrelevant,stable,0,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Irrelevant fact: Cora is associated with Copper.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",0.13543895,0.11535829,-0.18448663,-0.41910362,17.125,17.53125,conflict,0.013532557,0.021973848,0.044579387,0.11762428,0.22488761,0.013532557,-0.40625
g003_paraphrase,3,0,3,paraphrase,stable,0,East,West,6460,4410,"In this example, Ava reaches Bela.
The destination connected to Bela is East.
Based on those two links, select the label for Ava: East or West.
Answer:",0.36349082,0.436932,0.34204578,0.7240753,21.453125,20.734375,clean,0.24158442,0.34354755,0.5711118,1.2608032,1.5335517,0.24158442,0.71875
g003_weak_distractor,3,0,3,weak_distractor,competition,1,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",0.3645106,0.35713845,-0.107239604,-0.26116562,16.609375,16.875,conflict,0.2426042,0.263754,0.12182641,0.2755623,0.4651537,0.12182641,-0.265625
g003_competition_balanced,3,0,3,competition_balanced,competition,1,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Competing fact: Ava is also associated with West.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",0.23076855,0.20531666,-0.18473828,-0.51291656,16.453125,16.96875,conflict,0.108862154,0.11193222,0.044327736,0.02381134,0.16554734,0.02381134,-0.515625
g003_direct_conflict,3,0,3,direct_conflict,competition,1,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Fact 2: Bela has label East.
Direct conflicting fact: Ava has label West.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",0.26925611,0.26933172,-0.05821085,-0.33881378,17.359375,17.703125,conflict,0.14734972,0.17594728,0.17085516,0.19791412,0.38316473,0.14734972,-0.34375
g003_closure_update,3,0,3,closure_update,closure,2,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Ava is grouped under Bela.
Old record: Bela has label East.
Updated record: Bela has label West, not East.
Question: Which label is associated with Ava: East or West?
Answer with exactly one word:",0.15870872,0.06428757,-0.26811433,-0.9663601,18.109375,19.078125,conflict,0.03680233,-0.029096872,-0.039048314,-0.4296322,-0.3121735,0.029096872,-0.96875
g003_closure_override,3,0,3,closure_override,closure,2,East,West,6460,4410,"You are given a rule system.
General rule: items that is grouped under Bela receive label East.
Override rule: in this case, items that is grouped under Bela receive label West.
Fact: Ava is grouped under Bela.
Question: Which label applies to Ava: East or West?
Answer with exactly one word:",0.27214116,0.24353606,-0.14483547,-0.8861675,18.265625,19.15625,conflict,0.15023476,0.15015161,0.08423054,-0.34943962,-0.15318039,0.08423054,-0.890625
g003_exception_override,3,0,3,exception_override,closure,2,East,West,6460,4410,"You are given a rule system.
General rule: items connected to Bela use label East.
Exception: Ava is a special case and uses label West.
Fact: Ava is connected to Bela.
Question: Which label applies to Ava: East or West?
Answer with exactly one word:",0.22358486,0.15940213,-0.28760242,-1.4225636,18.34375,19.765625,conflict,0.10167847,0.06601769,-0.05853641,-0.88583565,-0.7142426,0.05853641,-1.421875
g004_clean,4,0,4,clean,stable,0,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Fact 2: Bela ends at Copper.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",0.28707793,0.37920368,-0.44964314,1.5429916,16.796875,15.25,clean,0.0,0.0,0.0,0.0,0.096519895,0.0,1.546875
g004_redundant,4,0,4,redundant,stable,0,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Fact 2: Bela ends at Copper.
Confirmation: Ava still goes through Bela.
Confirmation: Bela still points to Copper.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",0.30670694,0.37670207,-0.50624084,1.5147209,17.359375,15.84375,clean,0.019629002,-0.002501607,-0.05659771,-0.028270721,0.053825155,0.002501607,1.515625
g004_irrelevant,4,0,4,irrelevant,stable,0,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Fact 2: Bela ends at Copper.
Irrelevant fact: Cora is associated with Gold.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",0.22953573,0.24692178,-0.67185915,0.7217636,17.109375,16.390625,clean,-0.057542205,-0.1322819,-0.22221601,-0.821228,-0.7621935,0.057542205,0.71875
g004_paraphrase,4,0,4,paraphrase,stable,0,Copper,Silver,43640,15347,"In this example, Ava reaches Bela.
The destination connected to Bela is Copper.
Based on those two links, select the label for Ava: Copper or Silver.
Answer:",0.32233566,0.38606775,-0.36137056,1.9236794,21.6875,19.765625,clean,0.035257727,0.006864071,0.08827257,0.3806877,0.48150158,0.006864071,1.921875
g004_weak_distractor,4,0,4,weak_distractor,competition,1,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Fact 2: Bela ends at Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",0.32121855,0.34510535,-0.5191697,1.5747261,17.96875,16.390625,clean,0.034140617,-0.034098327,-0.06952655,0.031734467,0.10118777,0.031734467,1.578125
g004_competition_balanced,4,0,4,competition_balanced,competition,1,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Fact 2: Bela ends at Copper.
Competing fact: Ava is also associated with Silver.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",0.20854947,0.2429558,-0.7476584,0.8702717,17.484375,16.625,clean,-0.078528464,-0.13624787,-0.29801524,-0.67271996,-0.65378875,0.078528464,0.859375
g004_direct_conflict,4,0,4,direct_conflict,competition,1,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Fact 2: Bela ends at Copper.
Direct conflicting fact: Ava ends at Silver.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",0.3053768,0.3672757,-0.57706034,1.1681576,17.65625,16.5,clean,0.018298864,-0.011927962,-0.1274172,-0.37483406,-0.29024914,0.011927962,1.15625
g004_closure_update,4,0,4,closure_update,closure,2,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Ava routes through Bela.
Old record: Bela ends at Copper.
Updated record: Bela ends at Silver, not Copper.
Question: Which label is associated with Ava: Copper or Silver?
Answer with exactly one word:",0.23552671,0.27336776,-0.6848948,0.42481995,16.5,16.078125,clean,-0.051551223,-0.105835915,-0.23525167,-1.1181717,-1.0345262,0.051551223,0.421875
g004_closure_override,4,0,4,closure_override,closure,2,Copper,Silver,43640,15347,"You are given a rule system.
General rule: items that routes through Bela receive label Copper.
Override rule: in this case, items that routes through Bela receive label Silver.
Fact: Ava routes through Bela.
Question: Which label applies to Ava: Copper or Silver?
Answer with exactly one word:",0.22313683,0.2751088,-0.70984447,0.69977,19.234375,18.53125,clean,-0.063941106,-0.10409486,-0.26020133,-0.84322166,-0.79095066,0.063941106,0.703125
g004_exception_override,4,0,4,exception_override,closure,2,Copper,Silver,43640,15347,"You are given a rule system.
General rule: items connected to Bela use label Copper.
Exception: Ava is a special case and uses label Silver.
Fact: Ava is connected to Bela.
Question: Which label applies to Ava: Copper or Silver?
Answer with exactly one word:",0.27909648,0.3858598,-0.77154493,-0.014099121,19.28125,19.296875,conflict,-0.007981449,0.0066561103,-0.3219018,-1.5570908,-1.442509,0.0066561103,-0.015625
g005_clean,5,0,5,clean,stable,0,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Fact 2: Bela resolves to Gold.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",-0.34852046,-0.17477399,0.9391271,0.7292881,18.046875,17.328125,clean,0.0,0.0,0.0,0.0,0.096519895,0.0,0.71875
g005_redundant,5,0,5,redundant,stable,0,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Fact 2: Bela resolves to Gold.
Confirmation: Ava still goes through Bela.
Confirmation: Bela still points to Gold.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",-0.40389144,-0.2463097,0.84131473,0.5933895,18.265625,17.671875,clean,-0.055370986,-0.07153571,-0.097812355,-0.13589859,-0.079828225,0.055370986,0.59375
g005_irrelevant,5,0,5,irrelevant,stable,0,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Fact 2: Bela resolves to Gold.
Irrelevant fact: Cora is associated with Red.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",-0.23255584,0.017327905,1.165487,1.2405319,18.9375,17.703125,clean,0.11596462,0.1921019,0.22635996,0.5112438,0.68871605,0.11596462,1.234375
g005_paraphrase,5,0,5,paraphrase,stable,0,Gold,Iron,7573,16979,"In this example, Ava reaches Bela.
The destination connected to Bela is Gold.
Based on those two links, select the label for Ava: Gold or Iron.
Answer:",-0.11390989,0.2089045,1.4565239,1.6020641,21.5625,19.96875,clean,0.23461056,0.3836785,0.5173968,0.87277603,1.1647092,0.23461056,1.59375
g005_weak_distractor,5,0,5,weak_distractor,competition,1,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Fact 2: Bela resolves to Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",-0.15355125,0.047792703,1.2545459,1.213974,18.78125,17.5625,clean,0.1949692,0.2225667,0.31541884,0.4846859,0.7085827,0.1949692,1.21875
g005_competition_balanced,5,0,5,competition_balanced,competition,1,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Fact 2: Bela resolves to Gold.
Competing fact: Ava is also associated with Iron.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",-0.11210367,0.039160907,1.151774,0.77027893,18.328125,17.5625,clean,0.23641679,0.2139349,0.21264696,0.04099083,0.26998585,0.04099083,0.765625
g005_direct_conflict,5,0,5,direct_conflict,competition,1,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Fact 2: Bela resolves to Gold.
Direct conflicting fact: Ava resolves to Iron.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",-0.03686157,0.028575659,1.1328862,0.9567795,18.84375,17.890625,clean,0.3116589,0.20334965,0.19375908,0.22749138,0.44286233,0.19375908,0.953125
g005_closure_update,5,0,5,closure_update,closure,2,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Ava is linked with Bela.
Old record: Bela resolves to Gold.
Updated record: Bela resolves to Iron, not Gold.
Question: Which label is associated with Ava: Gold or Iron?
Answer with exactly one word:",-0.03010495,0.041067064,0.9189787,0.54452705,18.78125,18.234375,clean,0.31841552,0.21584105,-0.020148396,-0.18476105,-0.004135959,0.020148396,0.546875
g005_closure_override,5,0,5,closure_override,closure,2,Gold,Iron,7573,16979,"You are given a rule system.
General rule: items that is linked with Bela receive label Gold.
Override rule: in this case, items that is linked with Bela receive label Iron.
Fact: Ava is linked with Bela.
Question: Which label applies to Ava: Gold or Iron?
Answer with exactly one word:",-0.05066713,0.26369834,1.2851744,1.0004406,19.953125,18.953125,clean,0.29785332,0.43847233,0.34604728,0.2711525,0.57164234,0.2711525,1.0
g005_exception_override,5,0,5,exception_override,closure,2,Gold,Iron,7573,16979,"You are given a rule system.
General rule: items connected to Bela use label Gold.
Exception: Ava is a special case and uses label Iron.
Fact: Ava is connected to Bela.
Question: Which label applies to Ava: Gold or Iron?
Answer with exactly one word:",-0.13967215,0.17817968,1.1765215,0.810379,20.03125,19.21875,clean,0.20884831,0.35295367,0.23739445,0.08109093,0.3353436,0.08109093,0.8125
g006_clean,6,1,0,clean,stable,0,Red,Blue,3816,8868,"You are given a small relation graph.
Fact 1: Darin belongs to Elo.
Fact 2: Elo is located at Red.
Question: Which label is associated with Darin: Red or Blue?
Answer with exactly one word:",-0.017388418,-0.039251924,0.5105761,0.12082672,18.828125,18.703125,clean,0.0,0.0,0.0,0.0,0.096519895,0.0,0.125
g006_redundant,6,1,0,redundant,stable,0,Red,Blue,3816,8868,"You are given a small relation graph.
Fact 1: Darin belongs to Elo.
Fact 2: Elo is located at Red.
Confirmation: Darin still goes through Elo.
Confirmation: Elo still points to Red.
Question: Which label is associated with Darin: Red or Blue?
Answer with exactly one word:",-0.08584264,-0.097828865,0.45698738,0.082265854,19.140625,19.0625,clean,-0.06845422,-0.05857694,-0.053588748,-0.038560867,0.024935596,0.038560867,0.078125
g006_irrelevant,6,1,0,irrelevant,stable,0,Red,Blue,3816,8868,"You are given a small relation graph.
Fact 1: Darin belongs to Elo.
Fact 2: Elo is located at Red.
Irrelevant fact: Faye is associated with Green.
Question: Which label is associated with Darin: Red or Blue?
Answer with exactly one word:",0.00038036704,-0.030684412,0.5961528,0.1702156,19.8125,19.640625,clean,0.017768785,0.008567512,0.08557665,0.049388885,0.17385252,0.008567512,0.171875
g006_paraphrase,6,1,0,paraphrase,stable,0,Red,Blue,3816,8868,"In this example, Darin reaches Elo.
The destination connected to Elo is Red.
Based on those two links, select the label for Darin: Red or Blue.
Answer:",-0.24770421,-0.44306475,0.33838224,-0.07412529,21.59375,21.671875,conflict,-0.23031579,-0.40381283,-0.17219388,-0.19495201,-0.23689407,0.17219388,-0.078125
