prompt_id,problem_id,condition,mechanism,mechanism_id,expression,correct_value,distractor_value,clean_label,conflict_label,prompt,final_clean_logit,final_conflict_logit,final_margin,pair_choice
arith_001_explicit_correction,1,explicit_correction,closure,2,2 + 1,3,2,three,two,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 1.
Candidate 1: two
Candidate 2: three
Initial note: two. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:",8.140625,12.3828125,-4.2421875,conflict
arith_001_final_recheck,1,final_recheck,closure,2,2 + 1,3,2,three,two,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 1.
Candidate 1: two
Candidate 2: three
Draft answer: two. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:",4.2265625,11.953125,-7.7265625,conflict
arith_002_clean,2,clean,stable,0,3 + 1,4,6,four,six,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 1.
Candidate 1: four
Candidate 2: six
Which candidate is correct?
Answer with exactly one candidate word:",11.4296875,12.28125,-0.8515625,conflict
arith_002_paraphrase,2,paraphrase,stable,0,3 + 1,4,6,four,six,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 3 + 1 and compare the two choices.
Candidate 1: four
Candidate 2: six
Which candidate is correct?
Answer with exactly one candidate word:",11.421875,14.7109375,-3.2890625,conflict
arith_002_untrusted_conflict,2,untrusted_conflict,competition,1,3 + 1,4,6,four,six,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 1.
Candidate 1: four
Candidate 2: six
An unverified note claims that six is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:",13.328125,10.4140625,2.9140625,clean
arith_002_asserted_conflict,2,asserted_conflict,competition,1,3 + 1,4,6,four,six,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 1.
Candidate 1: four
Candidate 2: six
A previous solver selected six. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:",13.4609375,11.6640625,1.796875,clean
arith_002_explicit_correction,2,explicit_correction,closure,2,3 + 1,4,6,four,six,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 1.
Candidate 1: four
Candidate 2: six
Initial note: six. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:",13.4375,11.65625,1.78125,clean
arith_002_final_recheck,2,final_recheck,closure,2,3 + 1,4,6,four,six,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 1.
Candidate 1: four
Candidate 2: six
Draft answer: six. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:",13.0,10.6484375,2.3515625,clean
arith_003_clean,3,clean,stable,0,4 + 1,5,3,five,three,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 1.
Candidate 1: three
Candidate 2: five
Which candidate is correct?
Answer with exactly one candidate word:",10.3671875,8.96875,1.3984375,clean
arith_003_paraphrase,3,paraphrase,stable,0,4 + 1,5,3,five,three,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 4 + 1 and compare the two choices.
Candidate 1: three
Candidate 2: five
Which candidate is correct?
Answer with exactly one candidate word:",12.4609375,8.9765625,3.484375,clean
arith_003_untrusted_conflict,3,untrusted_conflict,competition,1,4 + 1,5,3,five,three,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 1.
Candidate 1: three
Candidate 2: five
An unverified note claims that three is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:",10.9609375,10.359375,0.6015625,clean
arith_003_asserted_conflict,3,asserted_conflict,competition,1,4 + 1,5,3,five,three,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 1.
Candidate 1: three
Candidate 2: five
A previous solver selected three. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:",12.2265625,8.6171875,3.609375,clean
arith_003_explicit_correction,3,explicit_correction,closure,2,4 + 1,5,3,five,three,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 1.
Candidate 1: three
Candidate 2: five
Initial note: three. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:",12.8046875,9.53125,3.2734375,clean
arith_003_final_recheck,3,final_recheck,closure,2,4 + 1,5,3,five,three,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 4 + 1.
Candidate 1: three
Candidate 2: five
Draft answer: three. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:",4.8320312,10.9140625,-6.0820312,conflict
arith_004_clean,4,clean,stable,0,5 + 1,6,9,six,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 1.
Candidate 1: six
Candidate 2: nine
Which candidate is correct?
Answer with exactly one candidate word:",6.7851562,16.3125,-9.527344,conflict
arith_004_paraphrase,4,paraphrase,stable,0,5 + 1,6,9,six,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 5 + 1 and compare the two choices.
Candidate 1: six
Candidate 2: nine
Which candidate is correct?
Answer with exactly one candidate word:",9.9609375,14.6953125,-4.734375,conflict
arith_004_untrusted_conflict,4,untrusted_conflict,competition,1,5 + 1,6,9,six,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 1.
Candidate 1: six
Candidate 2: nine
An unverified note claims that nine is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:",8.2265625,15.5859375,-7.359375,conflict
arith_004_asserted_conflict,4,asserted_conflict,competition,1,5 + 1,6,9,six,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 1.
Candidate 1: six
Candidate 2: nine
A previous solver selected nine. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:",8.8671875,15.25,-6.3828125,conflict
arith_004_explicit_correction,4,explicit_correction,closure,2,5 + 1,6,9,six,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 1.
Candidate 1: six
Candidate 2: nine
Initial note: nine. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:",3.6914062,15.8046875,-12.113281,conflict
arith_004_final_recheck,4,final_recheck,closure,2,5 + 1,6,9,six,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 1.
Candidate 1: six
Candidate 2: nine
Draft answer: nine. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:",4.65625,15.0703125,-10.4140625,conflict
arith_005_clean,5,clean,stable,0,6 + 1,7,4,seven,four,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 1.
Candidate 1: four
Candidate 2: seven
Which candidate is correct?
Answer with exactly one candidate word:",15.21875,5.3554688,9.863281,clean
arith_005_paraphrase,5,paraphrase,stable,0,6 + 1,7,4,seven,four,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 6 + 1 and compare the two choices.
Candidate 1: four
Candidate 2: seven
Which candidate is correct?
Answer with exactly one candidate word:",13.859375,7.7695312,6.0898438,clean
arith_005_untrusted_conflict,5,untrusted_conflict,competition,1,6 + 1,7,4,seven,four,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 1.
Candidate 1: four
Candidate 2: seven
An unverified note claims that four is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:",14.484375,7.1992188,7.2851562,clean
arith_005_asserted_conflict,5,asserted_conflict,competition,1,6 + 1,7,4,seven,four,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 1.
Candidate 1: four
Candidate 2: seven
A previous solver selected four. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:",13.8125,5.453125,8.359375,clean
arith_005_explicit_correction,5,explicit_correction,closure,2,6 + 1,7,4,seven,four,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 1.
Candidate 1: four
Candidate 2: seven
Initial note: four. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:",14.828125,4.5742188,10.253906,clean
arith_005_final_recheck,5,final_recheck,closure,2,6 + 1,7,4,seven,four,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 1.
Candidate 1: four
Candidate 2: seven
Draft answer: four. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:",11.8515625,11.5859375,0.265625,clean
arith_006_clean,6,clean,stable,0,7 + 1,8,9,eight,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 1.
Candidate 1: eight
Candidate 2: nine
Which candidate is correct?
Answer with exactly one candidate word:",6.6171875,17.578125,-10.9609375,conflict
arith_006_paraphrase,6,paraphrase,stable,0,7 + 1,8,9,eight,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 7 + 1 and compare the two choices.
Candidate 1: eight
Candidate 2: nine
Which candidate is correct?
Answer with exactly one candidate word:",8.03125,16.328125,-8.296875,conflict
arith_006_untrusted_conflict,6,untrusted_conflict,competition,1,7 + 1,8,9,eight,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 1.
Candidate 1: eight
Candidate 2: nine
An unverified note claims that nine is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:",10.1171875,16.53125,-6.4140625,conflict
arith_006_asserted_conflict,6,asserted_conflict,competition,1,7 + 1,8,9,eight,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 1.
Candidate 1: eight
Candidate 2: nine
A previous solver selected nine. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:",11.3203125,15.953125,-4.6328125,conflict
arith_006_explicit_correction,6,explicit_correction,closure,2,7 + 1,8,9,eight,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 1.
Candidate 1: eight
Candidate 2: nine
Initial note: nine. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:",8.578125,17.0625,-8.484375,conflict
arith_006_final_recheck,6,final_recheck,closure,2,7 + 1,8,9,eight,nine,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 1.
Candidate 1: eight
Candidate 2: nine
Draft answer: nine. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:",7.6679688,16.078125,-8.410156,conflict
arith_007_clean,7,clean,stable,0,8 + 1,9,8,nine,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 1.
Candidate 1: eight
Candidate 2: nine
Which candidate is correct?
Answer with exactly one candidate word:",17.265625,9.546875,7.71875,clean
arith_007_paraphrase,7,paraphrase,stable,0,8 + 1,9,8,nine,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 8 + 1 and compare the two choices.
Candidate 1: eight
Candidate 2: nine
Which candidate is correct?
Answer with exactly one candidate word:",15.65625,13.0625,2.59375,clean
arith_007_untrusted_conflict,7,untrusted_conflict,competition,1,8 + 1,9,8,nine,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 1.
Candidate 1: eight
Candidate 2: nine
An unverified note claims that eight is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:",16.53125,12.015625,4.515625,clean
arith_007_asserted_conflict,7,asserted_conflict,competition,1,8 + 1,9,8,nine,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 1.
Candidate 1: eight
Candidate 2: nine
A previous solver selected eight. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:",16.046875,10.84375,5.203125,clean
arith_007_explicit_correction,7,explicit_correction,closure,2,8 + 1,9,8,nine,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 1.
Candidate 1: eight
Candidate 2: nine
Initial note: eight. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:",15.875,9.953125,5.921875,clean
arith_007_final_recheck,7,final_recheck,closure,2,8 + 1,9,8,nine,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 1.
Candidate 1: eight
Candidate 2: nine
Draft answer: eight. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:",8.6484375,15.171875,-6.5234375,conflict
arith_008_clean,8,clean,stable,0,1 + 2,3,5,three,five,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 2.
Candidate 1: three
Candidate 2: five
Which candidate is correct?
Answer with exactly one candidate word:",10.2421875,5.859375,4.3828125,clean
arith_008_paraphrase,8,paraphrase,stable,0,1 + 2,3,5,three,five,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 1 + 2 and compare the two choices.
Candidate 1: three
Candidate 2: five
Which candidate is correct?
Answer with exactly one candidate word:",10.828125,8.5703125,2.2578125,clean
arith_008_untrusted_conflict,8,untrusted_conflict,competition,1,1 + 2,3,5,three,five,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 2.
Candidate 1: three
Candidate 2: five
An unverified note claims that five is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:",11.171875,7.046875,4.125,clean
arith_008_asserted_conflict,8,asserted_conflict,competition,1,1 + 2,3,5,three,five,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 2.
Candidate 1: three
Candidate 2: five
A previous solver selected five. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:",11.140625,7.3515625,3.7890625,clean
arith_008_explicit_correction,8,explicit_correction,closure,2,1 + 2,3,5,three,five,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 2.
Candidate 1: three
Candidate 2: five
Initial note: five. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:",11.6640625,7.2265625,4.4375,clean
arith_008_final_recheck,8,final_recheck,closure,2,1 + 2,3,5,three,five,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 1 + 2.
Candidate 1: three
Candidate 2: five
Draft answer: five. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:",11.515625,8.96875,2.546875,clean
arith_009_clean,9,clean,stable,0,2 + 2,4,2,four,two,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 2.
Candidate 1: two
Candidate 2: four
Which candidate is correct?
Answer with exactly one candidate word:",6.46875,11.546875,-5.078125,conflict
arith_009_paraphrase,9,paraphrase,stable,0,2 + 2,4,2,four,two,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 2 + 2 and compare the two choices.
Candidate 1: two
Candidate 2: four
Which candidate is correct?
Answer with exactly one candidate word:",5.7851562,11.828125,-6.0429688,conflict
arith_009_untrusted_conflict,9,untrusted_conflict,competition,1,2 + 2,4,2,four,two,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 2.
Candidate 1: two
Candidate 2: four
An unverified note claims that two is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:",6.9648438,11.859375,-4.8945312,conflict
arith_009_asserted_conflict,9,asserted_conflict,competition,1,2 + 2,4,2,four,two,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 2.
Candidate 1: two
Candidate 2: four
A previous solver selected two. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:",6.3515625,11.7421875,-5.390625,conflict
arith_009_explicit_correction,9,explicit_correction,closure,2,2 + 2,4,2,four,two,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 2.
Candidate 1: two
Candidate 2: four
Initial note: two. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:",11.125,10.6484375,0.4765625,clean
arith_009_final_recheck,9,final_recheck,closure,2,2 + 2,4,2,four,two,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 2 + 2.
Candidate 1: two
Candidate 2: four
Draft answer: two. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:",3.1621094,11.75,-8.587891,conflict
arith_010_clean,10,clean,stable,0,3 + 2,5,8,five,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 2.
Candidate 1: five
Candidate 2: eight
Which candidate is correct?
Answer with exactly one candidate word:",9.859375,13.7421875,-3.8828125,conflict
arith_010_paraphrase,10,paraphrase,stable,0,3 + 2,5,8,five,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 3 + 2 and compare the two choices.
Candidate 1: five
Candidate 2: eight
Which candidate is correct?
Answer with exactly one candidate word:",11.140625,11.9296875,-0.7890625,conflict
arith_010_untrusted_conflict,10,untrusted_conflict,competition,1,3 + 2,5,8,five,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 2.
Candidate 1: five
Candidate 2: eight
An unverified note claims that eight is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:",12.515625,13.6015625,-1.0859375,conflict
arith_010_asserted_conflict,10,asserted_conflict,competition,1,3 + 2,5,8,five,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 2.
Candidate 1: five
Candidate 2: eight
A previous solver selected eight. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:",13.0390625,12.71875,0.3203125,clean
arith_010_explicit_correction,10,explicit_correction,closure,2,3 + 2,5,8,five,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 2.
Candidate 1: five
Candidate 2: eight
Initial note: eight. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:",3.578125,15.1171875,-11.5390625,conflict
arith_010_final_recheck,10,final_recheck,closure,2,3 + 2,5,8,five,eight,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 3 + 2.
Candidate 1: five
Candidate 2: eight
Draft answer: eight. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:",9.4921875,13.9921875,-4.5,conflict
